# L1 Error for e-5 with reference to e-8 for each species (sorted by error)
# L1_Error    Species
1.39100000e-04    ni56
2.26000000e-05    fe54
1.75000000e-05    co55
1.37300000e-05    fe53
1.11000000e-05    co56
1.02000000e-05    ni58
9.97000000e-06    he4
7.69000000e-06    mn51
4.75400000e-06    cr50
4.32000000e-06    fe55
4.09800000e-06    co57
3.61800000e-06    si28
3.57700000e-06    s32
3.37500000e-06    ca40
3.31000000e-06    prot
2.53700000e-06    cr49
2.50300000e-06    ar36
2.39300000e-06    cr48
2.01000000e-06    ni59
1.93900000e-06    mn52
1.82000000e-06    fe52
1.07700000e-06    mn53
8.85000000e-07    co54
6.64000000e-07    cu59
6.00000000e-07    ni57
4.62500000e-07    v47
3.73000000e-07    ti44
3.12000000e-07    cu60
2.42600000e-07    mn50
1.81500000e-07    ti46
1.72600000e-07    k39
1.46300000e-07    cu58
1.09320000e-07    ti45
7.88300000e-08    ca41
7.58000000e-08    cr51
7.11000000e-08    cr52
6.91000000e-08    ni60
6.38300000e-08    cl35
6.37600000e-08    ar37
6.11000000e-08    co58
5.37000000e-08    v48
4.56000000e-08    ni55
4.50000000e-08    cu61
4.42200000e-08    s33
4.30000000e-08    fe56
3.42000000e-08    zn61
2.95000000e-08    k38
2.81900000e-08    mn54
2.65200000e-08    fe51
2.54600000e-08    cl34
1.99900000e-08    p31
1.74000000e-08    v46
1.58000000e-08    zn62
1.54500000e-08    sc43
1.32900000e-08    ar35
1.30800000e-08    ar38
1.25650000e-08    s31
1.13310000e-08    p30
1.07600000e-08    p29
9.73700000e-09    ca39
9.70900000e-09    cl33
9.13000000e-09    si29
7.91000000e-09    zn63
7.12000000e-09    ca42
6.50000000e-09    zn60
6.31500000e-09    mn49
5.59000000e-09    cu57
5.53000000e-09    co53
4.64600000e-09    fe57
4.30400000e-09    o16
3.65900000e-09    sc42
3.42000000e-09    cu62
3.19100000e-09    zn64
3.16100000e-09    mn55
3.15560000e-09    c12
3.05400000e-09    k37
2.93100000e-09    s34
2.76200000e-09    ni61
2.45400000e-09    cr47
2.42200000e-09    mg24
2.37000000e-09    ti47
1.92700000e-09    v50
1.77600000e-09    sc41
1.57000000e-09    ti48
1.33200000e-09    co59
1.12450000e-09    cr53
1.05100000e-09    ga63
8.67000000e-10    ga65
8.16000000e-10    ga64
7.10400000e-10    v45
6.21300000e-10    si30
5.87100000e-10    cu63
4.00000000e-10    v49
3.89000000e-10    sc45
3.88500000e-10    v51
3.23000000e-10    zn59
3.02900000e-10    ti43
2.92300000e-10    ge66
2.42600000e-10    si27
2.26600000e-10    s30
1.88400000e-10    ar34
1.77100000e-10    al27
1.71000000e-10    neut
1.50500000e-10    k40
1.47800000e-10    ca43
1.19480000e-10    ni62
1.16140000e-10    zn65
1.06000000e-10    sc44
1.02600000e-10    ga62
6.99300000e-11    ne20
6.91000000e-11    cl36
6.76900000e-11    ge67
6.10700000e-11    fe58
6.04900000e-11    ga66
5.71700000e-11    p32
4.47000000e-11    ca38
3.43500000e-11    ge68
2.62000000e-11    ge64
2.35730000e-11    ti49
2.33300000e-11    cl37
2.23700000e-11    fe50
1.78500000e-11    ge65
1.67100000e-11    ni54
1.62200000e-11    k41
1.60300000e-11    ar39
1.45120000e-11    ca44
1.36390000e-11    cr54
1.27710000e-11    sc46
1.13270000e-11    ga67
1.06660000e-11    mg25
8.59300000e-12    s35
6.93300000e-12    co60
5.97200000e-12    mn56
5.24600000e-12    mn48
4.99200000e-12    cr46
4.79700000e-12    cl32
4.66700000e-12    zn66
4.43200000e-12    k36
4.26800000e-12    co52
4.15100000e-12    as69
3.68000000e-12    al26
3.30700000e-12    ti42
2.94100000e-12    cu64
2.69600000e-12    p33
2.59510000e-12    o15
2.37230000e-12    n13
1.96290000e-12    mg26
1.49120000e-12    as68
1.42890000e-12    si26
1.38900000e-12    as67
1.38060000e-12    ge69
1.10840000e-12    na23
1.09290000e-12    ti50
1.04170000e-12    n14
8.81000000e-13    h2
8.60700000e-13    si31
8.49800000e-13    f17
7.47700000e-13    al28
7.25200000e-13    he3
6.84500000e-13    se70
6.23700000e-13    sc47
6.12500000e-13    v52
5.69200000e-13    sc40
5.30560000e-13    se71
4.78000000e-13    as66
4.22000000e-13    cu56
4.03590000e-13    se72
3.68030000e-13    as70
3.48000000e-13    ga61
3.31000000e-13    ge63
2.90000000e-13    al25
2.61800000e-13    na21
2.47970000e-13    na22
2.18280000e-13    ar40
1.68240000e-13    n15
1.39060000e-13    as71
1.29690000e-13    s36
1.28000000e-13    mg23
1.12300000e-13    ge70
9.80900000e-14    k42
6.62300000e-14    ne21
6.13100000e-14    ga68
5.69200000e-14    o14
5.50500000e-14    se69
4.82600000e-14    ca45
4.57300000e-14    ni63
4.55270000e-14    o17
4.49590000e-14    c13
4.00000000e-14    zn58
2.97400000e-14    fe59
2.75000000e-14    p28
2.56970000e-14    f20
2.51560000e-14    se73
2.28090000e-14    br73
2.18000000e-14    co61
1.62600000e-14    c11
1.45800000e-14    se68
1.41510000e-14    ne19
1.20400000e-14    ar33
1.13400000e-14    v44
1.08980000e-14    al29
9.96000000e-15    cl31
9.46900000e-15    f18
9.05000000e-15    co51
8.68000000e-15    cu65
8.11400000e-15    mg22
7.33900000e-15    mn57
6.60800000e-15    ca37
6.25900000e-15    br71
5.97000000e-15    as65
5.69200000e-15    k35
5.58700000e-15    cl38
5.33340000e-15    kr76
5.19700000e-15    se74
3.96270000e-15    br74
3.80100000e-15    cr55
3.71400000e-15    sc48
3.66960000e-15    kr74
3.64460000e-15    br72
3.41690000e-15    br75
3.32800000e-15    ni53
3.03800000e-15    fe49
2.91100000e-15    zn67
2.84630000e-15    ne22
2.69600000e-15    se67
2.64600000e-15    ge62
2.63130000e-15    kr75
2.13580000e-15    si32
1.37200000e-15    b9
1.31590000e-15    ne18
1.00070000e-15    as72
8.21600000e-16    f19
7.58000000e-16    al24
7.14800000e-16    ca46
6.80500000e-16    k43
6.74470000e-16    kr77
6.33400000e-16    p34
5.41700000e-16    v53
4.99070000e-16    na24
4.35350000e-16    kr73
3.15990000e-16    mg27
2.47900000e-16    ga69
2.46500000e-16    li6
2.35404000e-16    kr78
2.12500000e-16    be7
2.00000000e-16    ga60
1.83400000e-16    ti41
1.78146000e-16    rb77
1.56400000e-16    ni64
1.37000000e-16    mn47
1.15190000e-16    ti51
1.15100000e-16    s29
9.23000000e-17    h3
8.54000000e-17    cr45
7.90600000e-17    ar41
7.82100000e-17    br70
7.58000000e-17    p27
7.53970000e-17    rb79
6.53340000e-17    br76
5.87400000e-17    kr72
5.14900000e-17    cu66
5.06800000e-17    zn68
4.33940000e-17    sr80
3.19000000e-17    ge71
3.07650000e-17    rb76
2.47389000e-17    sr79
2.11163000e-17    sr78
1.91770000e-17    se75
1.84181000e-17    rb78
1.63540000e-17    rb75
1.60000000e-17    v43
1.58200000e-17    sc49
1.52120000e-17    c14
1.37900000e-17    as73
1.28280000e-17    co62
1.26000000e-17    na20
8.70000000e-18    cu55
8.57870000e-18    sr81
8.11700000e-18    ge72
7.69000000e-18    y80
7.35580000e-18    ga70
7.08000000e-18    fe60
5.69300000e-18    br77
4.80000000e-18    zn57
4.31290000e-18    na25
4.23600000e-18    si25
4.05700000e-18    cl39
3.96379000e-18    sr82
3.94900000e-18    br69
3.68100000e-18    o18
2.80000000e-18    b10
2.37170000e-18    sr77
1.81750000e-18    kr79
1.53500000e-18    be9
1.39900000e-18    s37
1.02726000e-18    as74
9.44600000e-19    al23
8.75000000e-19    ar32
8.30590000e-19    y81
7.72380000e-19    rb80
6.84680000e-19    y83
6.71000000e-19    ca36
6.22530000e-19    ni65
6.15700000e-19    rb74
5.20600000e-19    se76
5.11830000e-19    cu67
4.45020000e-19    sr76
3.94930000e-19    mg28
3.00260000e-19    al30
2.92400000e-19    fe48
2.86900000e-19    b11
2.85020000e-19    y82
2.81830000e-19    zn69
2.70000000e-19    f21
2.35280000e-19    n12
2.32900000e-19    ca47
2.20000000e-19    ga59
2.12000000e-19    ni52
2.02000000e-19    o19
1.98710000e-19    rb81
1.89900000e-19    p35
1.82830000e-19    kr71
1.72282000e-19    br78
1.70630000e-19    na19
1.69900000e-19    cr56
1.54980000e-19    k44
1.39335000e-19    ga71
1.33202000e-19    ge73
1.07486000e-19    y79
9.85870000e-20    zr83
8.99560000e-20    zr84
8.27000000e-20    mn58
8.00560000e-20    zr82
7.45800000e-20    br68
6.48580000e-20    sr83
6.12000000e-20    ar42
5.78620000e-20    as75
5.20450000e-20    co63
5.10983000e-20    zr86
4.50200000e-20    ti52
4.15874000e-20    se77
3.94076000e-20    zr85
3.86200000e-20    mg21
3.15300000e-20    v54
3.06380000e-20    kr80
3.06000000e-20    li7
2.01720000e-20    ne23
1.70846000e-20    rb82
1.37907000e-20    br79
1.19820000e-20    y84
8.55000000e-21    cr44
8.30000000e-21    co50
7.81000000e-21    s28
7.62980000e-21    fe61
7.34590000e-21    y85
6.90130000e-21    kr81
6.24990000e-21    nb87
6.00400000e-21    ca48
5.74180000e-21    sc50
5.67530000e-21    zr87
5.55650000e-21    sr84
3.93000000e-21    rb73
3.45800000e-21    mn46
3.35000000e-21    si33
3.10356000e-21    rb83
2.76298000e-21    nb86
2.63830000e-21    ne17
2.62591000e-21    y86
2.55470000e-21    zr80
2.16315000e-21    zr81
2.02502000e-21    mo90
1.50540000e-21    k45
1.45600000e-21    kr70
1.22200000e-21    b8
1.20810000e-21    sr75
1.14147000e-21    zr88
1.07251000e-21    ge74
9.74200000e-22    si24
9.41270000e-22    nb89
9.30850000e-22    y87
9.02030000e-22    mo89
7.71890000e-22    mn59
7.10350000e-22    ni66
7.06120000e-22    zn70
5.84920000e-22    mo88
5.49134000e-22    se78
4.84134000e-22    zr89
3.96930000e-22    nb88
3.44785000e-22    mo87
3.34080000e-22    y78
3.25890000e-22    nb90
2.74761000e-22    nb83
2.27773000e-22    kr82
2.24127000e-22    nb84
2.08108000e-22    cu68
1.97017000e-22    as76
1.49946000e-22    ga72
1.46740000e-22    nb85
1.33276000e-22    br80
1.06270000e-22    cr57
7.42429000e-23    zr90
6.46190000e-23    tc91
6.06400000e-23    s38
5.39000000e-23    cl40
5.07293000e-23    rb84
3.05120000e-23    mg20
2.73510000e-23    ar43
2.25230000e-23    v55
1.78990000e-23    ne24
1.50280000e-23    na26
7.79210000e-24    ti53
7.52750000e-24    co64
6.10700000e-24    kr69
5.79260000e-24    tc90
5.39000000e-24    ni51
5.15900000e-24    al31
4.50600000e-24    y77
4.15030000e-24    fe62
2.95914200e-24    rb85
2.22935400e-24    kr83
2.12127000e-24    tc89
2.00577000e-24    se79
1.70058700e-24    br81
1.68610000e-24    si34
1.50640000e-24    nb82
1.37375500e-24    as77
1.27932000e-24    ge75
1.25124000e-24    sc51
9.24090000e-25    k46
9.09600000e-25    sr74
7.54500000e-25    p36
6.68900000e-25    fe47
6.38930000e-25    ca49
5.77200000e-25    mg29
4.97300000e-25    mo86
4.40020000e-25    al22
4.28847000e-25    ga73
3.09270000e-25    mo85
2.68780000e-25    cl41
2.21263000e-25    zn71
1.34231000e-25    cu69
8.71420000e-26    ni67
6.25700000e-26    zr79
3.52330000e-26    mn60
2.51480600e-26    kr84
1.87837000e-26    ar44
1.55630000e-26    cr58
1.07256000e-26    mo84
9.25000000e-27    na27
7.90597000e-27    se80
6.51430000e-27    s39
4.75800000e-27    y76
3.73631000e-27    br82
3.38353000e-27    co65
2.55423000e-27    ge76
1.34054000e-27    k47
4.46594000e-28    as78
2.27966000e-28    mo83
1.57627000e-28    zn72
1.38413000e-28    fe63
1.24100000e-28    zr78
1.13876400e-28    ga74
8.43000000e-29    p37
1.85184000e-29    kr85
1.51711000e-29    cl42
9.68492600e-30    se82
9.25686300e-30    kr86
7.51146790e-30    ge78
7.05128800e-30    as79
7.03800000e-30    si23
6.96300300e-30    ga75
6.29632500e-30    ge77
5.87932910e-30    se83
5.69637140e-30    kr87
5.48740000e-30    mn61
4.19785000e-30    se81
4.07940860e-30    k49
3.90344030e-30    k48
3.78905980e-30    ar46
3.64351070e-30    cl45
3.53283970e-30    cl43
3.50453210e-30    cl44
3.34127540e-30    s42
3.23600430e-30    s41
2.90687750e-30    p38
2.30800000e-30    y75
1.34969000e-30    s40
1.06965000e-30    br83
7.52200000e-31    ar45
