# L1 Error for e-3 with reference to e-8 for each species (sorted by error)
# L1_Error    Species
1.29870000e-03    ni56
3.62700000e-04    fe54
1.47700000e-04    ni57
8.46600000e-05    co56
8.06500000e-05    he4
6.14500000e-05    fe53
5.79400000e-05    fe55
5.17770000e-05    cr50
4.87400000e-05    mn51
4.08000000e-05    ni58
4.05560000e-05    co57
3.21530000e-05    s32
3.20390000e-05    ca40
2.84000000e-05    fe52
2.80130000e-05    si28
2.67430000e-05    mn53
2.39000000e-05    co55
2.36020000e-05    mn52
2.35590000e-05    ar36
1.84400000e-05    prot
1.77220000e-05    ni59
1.54780000e-05    cr49
1.24670000e-05    cr48
9.07200000e-06    fe56
3.80960000e-06    cr51
3.67740000e-06    v47
3.52000000e-06    cu59
2.45440000e-06    ti44
2.26040000e-06    ni60
1.99050000e-06    ti46
1.76560000e-06    k39
1.44300000e-06    co54
1.25300000e-06    cu60
1.10780000e-06    cr52
1.01320000e-06    zn60
9.37500000e-07    v48
9.00000000e-07    cu58
8.97300000e-07    mn50
8.54920000e-07    cl35
8.08090000e-07    ti45
6.95660000e-07    ca41
6.94900000e-07    co58
6.53800000e-07    cu61
5.55380000e-07    ar37
5.29790000e-07    v49
5.08820000e-07    s33
4.27010000e-07    mn54
3.60700000e-07    zn62
3.25480000e-07    p31
3.25200000e-07    ni55
2.92000000e-07    zn61
2.41910000e-07    ar38
2.08090000e-07    cl34
2.07660000e-07    k38
1.85930000e-07    sc43
1.80660000e-07    cu57
1.50250000e-07    si29
1.19360000e-07    ca42
1.13320000e-07    p30
1.06843000e-07    s34
9.27330000e-08    cl33
8.95640000e-08    p29
8.86950000e-08    v46
8.00420000e-08    s31
7.47520000e-08    ar35
6.52050000e-08    ti47
5.24350000e-08    mg24
4.93060000e-08    ca39
3.25450000e-08    mn49
3.23500000e-08    fe51
3.11940000e-08    k37
2.92120000e-08    o16
2.63080000e-08    sc42
2.59100000e-08    co53
2.37340000e-08    fe57
1.90320000e-08    sc41
1.77300000e-08    cu62
1.38688000e-08    c12
1.32880000e-08    ga63
1.28360000e-08    sc44
1.11830000e-08    co59
1.02890000e-08    mn55
8.63200000e-09    ti48
8.62450000e-09    si30
8.42100000e-09    v50
8.23100000e-09    cr47
6.36000000e-09    zn63
5.66680000e-09    k40
5.49720000e-09    v45
3.78310000e-09    cl36
3.76700000e-09    ni61
3.56400000e-09    ga64
3.24500000e-09    sc45
2.84700000e-09    zn59
2.78580000e-09    al27
2.56070000e-09    si27
2.54600000e-09    ga65
1.61980000e-09    ga62
1.57830000e-09    s30
1.52010000e-09    ti43
1.47210000e-09    ar34
1.41660000e-09    ge66
1.37890000e-09    cr53
8.96800000e-10    neut
8.56000000e-10    ge64
7.66700000e-10    p32
6.78300000e-10    ca43
6.75600000e-10    cu63
4.20300000e-10    ne20
3.69670000e-10    ca38
3.46000000e-10    zn65
3.37820000e-10    al26
2.75000000e-10    zn64
2.46680000e-10    ni62
2.36100000e-10    v51
2.21270000e-10    ge67
2.05330000e-10    al25
1.86670000e-10    ge65
1.73600000e-10    ga66
1.58380000e-10    ni54
1.41330000e-10    cl37
1.11330000e-10    fe58
1.01760000e-10    ge68
9.05300000e-11    fe50
8.19710000e-11    mg25
7.60800000e-11    k41
7.11400000e-11    ar39
4.15650000e-11    cr54
4.01660000e-11    cl32
3.91300000e-11    zn58
3.77700000e-11    ga67
3.71970000e-11    ti42
3.23030000e-11    k36
2.90300000e-11    co60
2.77290000e-11    cr46
2.43300000e-11    s35
2.38726000e-11    o15
2.00440000e-11    ca44
1.98500000e-11    sc46
1.94480000e-11    cu64
1.86580000e-11    mn48
1.72830000e-11    zn66
1.66720000e-11    mg23
1.65570000e-11    as69
1.44270000e-11    ga61
1.32468000e-11    si26
1.30920000e-11    mn56
1.28500000e-11    ti49
1.18460000e-11    co52
1.03770000e-11    ge63
7.87830000e-12    n13
7.42500000e-12    as67
6.45610000e-12    as68
6.03670000e-12    ge69
4.39070000e-12    sc40
4.19700000e-12    p33
3.02520000e-12    f17
2.91530000e-12    ti50
2.89300000e-12    as66
2.87550000e-12    he3
2.81750000e-12    se70
2.54500000e-12    h2
2.52760000e-12    mg26
2.25130000e-12    na23
1.92000000e-12    v52
1.86778000e-12    se71
1.72210000e-12    al28
1.65891000e-12    as70
1.45378000e-12    ni63
1.21420000e-12    se72
1.20280000e-12    na21
1.13990000e-12    p28
1.10900000e-12    cu56
1.06232000e-12    na22
1.04040000e-12    sc47
8.36500000e-13    n14
6.10590000e-13    ga68
5.95220000e-13    as71
5.18210000e-13    ge70
5.13700000e-13    si31
4.54050000e-13    cu65
3.78610000e-13    co61
3.21750000e-13    n15
3.09490000e-13    fe59
2.84570000e-13    se68
2.57610000e-13    se69
2.13080000e-13    o14
1.76100000e-13    v44
1.48800000e-13    ca45
1.47340000e-13    s36
1.36659000e-13    mg22
1.32076000e-13    zn67
1.18740000e-13    ar33
1.12865000e-13    se73
1.05280000e-13    cl31
9.35640000e-14    br73
8.60600000e-14    as65
7.17600000e-14    ar40
6.86400000e-14    co51
6.64410000e-14    k35
6.30800000e-14    k42
5.40690000e-14    ca37
5.22890000e-14    ne19
5.14550000e-14    mn57
4.59300000e-14    ne21
4.14030000e-14    f20
3.12060000e-14    br71
3.03643000e-14    ga69
2.82960000e-14    cr55
2.27799000e-14    se74
1.91887000e-14    br74
1.80480000e-14    c13
1.79630000e-14    sc48
1.77885000e-14    br72
1.72230000e-14    fe49
1.64976000e-14    kr76
1.56581000e-14    br75
1.51950000e-14    se67
1.36730000e-14    as72
1.36398000e-14    kr74
1.25820000e-14    c11
1.18400000e-14    ga60
1.09230000e-14    al29
9.55750000e-15    kr75
8.88300000e-15    ge62
8.07500000e-15    cl38
7.89430000e-15    si32
7.26390000e-15    al24
6.97950000e-15    ge71
6.65450000e-15    ni64
6.29870000e-15    v53
6.04200000e-15    ni53
6.00500000e-15    mn47
5.17680000e-15    ne18
4.18400000e-15    f18
3.73400000e-15    o17
3.68350000e-15    k43
3.59370000e-15    ca46
3.28290000e-15    li6
2.96910000e-15    be7
2.95400000e-15    s29
2.78155000e-15    kr77
2.12263000e-15    ti51
2.07050000e-15    p27
2.02696000e-15    kr73
1.91970000e-15    ti41
1.79070000e-15    h3
1.68770000e-15    ne22
1.57878000e-15    as73
1.30940000e-15    p34
1.15914000e-15    zn68
9.83087000e-16    kr78
8.95380000e-16    mg27
7.10196000e-16    rb77
6.93826000e-16    br76
6.86300000e-16    f19
6.28290000e-16    cu66
5.95310000e-16    fe60
5.54960000e-16    na24
5.27100000e-16    cr45
5.25500000e-16    v43
5.07758000e-16    se75
4.91350000e-16    sc49
4.66340000e-16    ar41
4.02400000e-16    kr72
4.01730000e-16    br70
3.59968000e-16    rb79
3.09590000e-16    b10
2.07029000e-16    co62
1.80000000e-16    b9
1.77525000e-16    ge72
1.72300000e-16    cu55
1.68000000e-16    zn57
1.48404000e-16    br77
1.46398000e-16    rb76
1.38524000e-16    sr80
1.05592500e-16    rb78
1.00965100e-16    sr79
8.51400000e-17    rb75
8.06310000e-17    c14
7.62701000e-17    sr78
6.07190000e-17    ga70
4.58440000e-17    na20
4.20866000e-17    sr81
3.87600000e-17    f21
3.84070000e-17    br69
3.74760000e-17    kr79
3.47840000e-17    cl39
2.81368000e-17    se76
2.77920000e-17    be9
2.54931000e-17    y80
2.48700000e-17    ga59
2.29930000e-17    si25
1.79567000e-17    cr56
1.77280600e-17    sr82
1.44171700e-17    rb80
1.39460000e-17    ar32
1.35885000e-17    na25
1.23729000e-17    mn58
1.21775000e-17    ca47
1.17230000e-17    ca36
1.16737000e-17    s37
1.03762000e-17    sr77
8.53358000e-18    as74
5.58135000e-18    rb81
5.29940000e-18    li7
4.72880000e-18    b11
4.48200000e-18    ni52
4.05016000e-18    ni65
3.91502000e-18    y81
3.88950000e-18    rb74
3.85934000e-18    y83
3.83650000e-18    al23
3.59518000e-18    k44
3.48120000e-18    p35
3.36594000e-18    cu67
2.90800000e-18    o18
2.66038000e-18    mg28
2.45114000e-18    sr76
2.25084100e-18    kr80
2.02440000e-18    fe48
1.99377000e-18    y82
1.94100000e-18    o19
1.68694000e-18    al30
1.64005000e-18    ar42
1.43468000e-18    zn69
1.30821100e-18    sr83
1.26025100e-18    br78
1.08002000e-18    ti52
1.05443000e-18    kr71
1.00710000e-18    co50
6.76346000e-19    ga71
6.12822000e-19    ge73
5.73812000e-19    y79
5.70070000e-19    v54
4.22050000e-19    y84
3.81500000e-19    br68
3.76564000e-19    zr83
3.75464000e-19    zr84
3.67754000e-19    co63
3.67230000e-19    na19
3.16927000e-19    zr82
3.12820000e-19    s28
3.09020100e-19    y85
3.07615600e-19    zr86
2.72326300e-19    zr85
2.69157000e-19    ne23
2.67210000e-19    n12
2.60618000e-19    as75
2.28328300e-19    sr84
1.88413800e-19    se77
1.64578000e-19    si33
1.28350700e-19    rb82
1.09110000e-19    cr44
1.04400000e-19    mg21
1.00108000e-19    ca48
9.54813000e-20    zr87
8.78770000e-20    b8
6.44674000e-20    sc50
6.39844000e-20    br79
6.33273000e-20    fe61
5.11719000e-20    nb87
4.85690000e-20    rb73
3.68081100e-20    zr88
3.53999000e-20    kr81
2.73581200e-20    nb89
2.56472800e-20    y86
2.40034600e-20    nb86
2.10337700e-20    nb88
1.69425000e-20    k45
1.59875500e-20    rb83
1.41904700e-20    mo90
1.25413100e-20    zr81
1.23070000e-20    kr70
1.19897000e-20    zr80
8.59860000e-21    sr75
7.71567000e-21    mo89
7.45744000e-21    nb90
7.28101000e-21    mn59
6.40280000e-21    y87
5.51180000e-21    ne17
4.72434600e-21    zr89
4.24836000e-21    y78
4.16415000e-21    s38
3.91960000e-21    ge74
3.81897000e-21    ni66
3.77382000e-21    mo88
3.42511000e-21    nb85
3.02640000e-21    zn70
2.65010000e-21    si24
2.41756000e-21    cl40
2.27739100e-21    mo87
1.99437200e-21    se78
1.87283100e-21    nb84
1.58700000e-21    mn46
1.54839200e-21    nb83
1.00904000e-21    cr57
9.10463000e-22    kr82
8.55726000e-22    cu68
7.58335000e-22    zr90
6.48640000e-22    tc91
5.87896000e-22    as76
5.56818000e-22    na26
5.05210000e-22    ga72
4.65293000e-22    al31
4.60362000e-22    ne24
3.76438000e-22    br80
1.99046000e-22    ar43
1.76254000e-22    v55
1.57288300e-22    rb84
1.33687400e-22    tc90
7.29660000e-23    y77
5.41631000e-23    ti53
4.62490000e-23    mg20
3.86210000e-23    kr69
3.71341700e-23    tc89
3.58214000e-23    co64
3.40354000e-23    mo86
2.75610000e-23    si34
2.68040000e-23    ni51
2.51122000e-23    nb82
2.31552000e-23    fe62
1.57834000e-23    sr74
1.02636000e-23    mg29
8.97600000e-24    p36
8.44828000e-24    rb85
7.06070000e-24    sc51
6.25112000e-24    kr83
5.94195000e-24    se79
5.56965000e-24    k46
4.56791200e-24    br81
3.95085000e-24    ge75
3.81403000e-24    as77
3.63750000e-24    mo85
3.47128000e-24    ca49
2.41938000e-24    zr79
1.80373000e-24    cl41
1.60850000e-24    fe47
1.37410100e-24    ga73
8.89256000e-25    zn71
5.67510000e-25    al22
5.11366000e-25    cu69
3.76074000e-25    ni67
1.95537000e-25    mn60
1.63849200e-25    mo84
1.20695000e-25    y76
1.00504800e-25    cr58
9.89299000e-26    ar44
6.56638500e-26    kr84
6.38960000e-26    na27
4.01679000e-26    s39
2.05484400e-26    se80
1.38189800e-26    co65
9.98515000e-27    br82
9.06620000e-27    zr78
8.20750000e-27    ge76
5.96673000e-27    k47
1.88949300e-27    mo83
1.39412700e-27    as78
6.67853000e-28    fe63
6.63234000e-28    zn72
4.90497000e-28    p37
3.80146000e-28    ga74
1.82252000e-28    kr85
9.36670000e-29    si23
7.18490000e-29    y75
6.64681000e-29    cl42
6.04461900e-29    br83
3.68639700e-29    se81
2.78977000e-29    mn61
1.58295980e-29    as79
1.41495560e-29    se82
1.36361430e-29    kr86
1.18740650e-29    ge77
1.08661289e-29    ge78
1.08271000e-29    s40
1.07498300e-29    ga75
1.02438800e-29    ar45
8.39318810e-30    se83
8.13503440e-30    kr87
5.94807360e-30    k49
5.78716930e-30    k48
5.53249980e-30    ar46
5.32065170e-30    cl45
5.17152670e-30    cl43
5.11761710e-30    cl44
4.88330740e-30    s42
4.72924530e-30    s41
4.25365150e-30    p38
