    1   1  9.4029E-03  1.3324E-02 h1   
    1   2  2.0498E-07  4.2696E-03 h2   
    2   3  1.6872E-08  5.7600E-04 he3  
    2   4  1.0816E-01  3.9301E-01 he4  
    3   6  2.2251E-10  3.4256E-01 li6  
    3   7  2.4903E-11  2.6637E-03 li7  
    4   9  1.1969E-10  7.2018E-01 be9  
    5  10  1.3551E-11  1.2696E-02 b10  
    5  11  4.4607E-11  9.4305E-03 b11  
    6  12  4.2322E-06  1.3957E-03 c12  
    6  13  4.6318E-09  1.2689E-04 c13  
    7  14  4.4274E-09  4.0070E-06 n14  
    7  15  1.1164E-08  2.5586E-03 n15  
    8  16  5.8079E-06  6.0550E-04 o16  
    8  17  3.5509E-09  9.1345E-04 o17  
    8  18  1.0162E-10  4.6889E-06 o18  
    9  19  1.2388E-10  3.0576E-04 f19  
   10  20  1.8680E-07  1.1539E-04 ne20 
   10  21  2.3292E-09  5.6433E-04 ne21 
   10  22  2.8525E-09  2.1905E-05 ne22 
   11  23  2.9489E-08  8.8307E-04 na23 
   12  24  5.1340E-06  9.9728E-03 mg24 
   12  25  2.8357E-07  4.1908E-03 mg25 
   12  26  2.5633E-07  3.3031E-03 mg26 
   13  27  3.6214E-06  6.2381E-02 al27 
   14  28  5.1055E-04  7.8184E-01 si28 
   14  29  5.2987E-05  1.5467E+00 si29 
   14  30  3.3134E-05  1.4085E+00 si30 
   15  31  8.0423E-05  9.8617E+00 p31  
   16  32  4.8949E-04  1.2367E+00 s32  
   16  33  1.2479E-04  3.8730E+01 s33  
   16  34  1.2936E-04  6.9316E+00 s34  
   16  36  1.5693E-07  1.6731E+00 s36  
   17  35  1.6486E-04  6.5109E+01 cl35 
   17  37  1.2498E-04  1.4626E+02 cl37 
   18  36  3.6933E-04  4.7716E+00 ar36 
   18  38  1.9850E-04  1.2908E+01 ar38 
   18  40  2.7210E-07  1.0343E+01 ar40 
   19  39  2.3912E-04  6.8862E+01 k39  
   19  40  2.0214E-05  4.5404E+04 k40  
   19  41  1.4184E-04  5.3844E+02 k41  
   20  40  4.1538E-04  6.9349E+00 ca40 
   20  42  1.3487E-04  3.2139E+02 ca42 
   20  43  8.8543E-05  9.8672E+01 ca43 
   20  44  1.3224E-04  9.3557E+01 ca44 
   20  46  3.7471E-08  1.3418E+01 ca46 
   20  48  4.5012E-11  3.2520E-04 ca48 
   21  45  2.6612E-04  6.8361E+03 sc45 
   22  46  1.1039E-03  4.9413E+03 ti46 
   22  47  1.1813E-03  5.6780E+03 ti47 
   22  48  1.9649E-03  9.1427E+02 ti48 
   22  49  5.0268E-03  3.0724E+04 ti49 
   22  50  1.0932E-05  6.6491E+01 ti50 
   23  50  8.0705E-04  8.7174E+05 v50  
   23  51  1.9844E-02  5.2681E+04 v51  
   24  50  1.8291E-02  2.4637E+04 cr50 
   24  52  3.4193E-02  2.3006E+03 cr52 
   24  53  7.0033E-02  4.0812E+04 cr53 
   24  54  1.1101E-04  2.5478E+02 cr54 
   25  55  1.3550E-01  1.0199E+04 mn55 
   26  54  1.4306E-01  2.0064E+03 fe54 
   26  56  1.4144E-01  1.2103E+02 fe56 
   26  57  1.1052E-01  3.8712E+03 fe57 
   26  58  4.7255E-04  1.2782E+02 fe58 
   27  59  5.5586E-02  1.6554E+04 co59 
   28  58  8.1036E-02  1.6390E+03 ni58 
   28  60  3.1994E-02  1.6342E+03 ni60 
