# L1 Error for e-7 with reference to e-8 for each species (sorted by error)
# L1_Error    Species
6.00000000e-07    ni58
4.00000000e-07    fe54
3.30000000e-07    fe55
2.20000000e-07    ni57
2.10000000e-07    ni56
1.70000000e-07    co55
1.60000000e-07    cr50
1.50000000e-07    mn53
1.30000000e-07    co56
1.30000000e-07    he4
1.00000000e-07    mn52
9.00000000e-08    fe56
6.40000000e-08    mn51
6.00000000e-08    ni60
5.40000000e-08    cr51
4.00000000e-08    co57
4.00000000e-08    fe53
3.20000000e-08    prot
2.90000000e-08    cr52
2.69000000e-08    si28
2.50000000e-08    cr49
2.50000000e-08    s32
2.20000000e-08    mn54
2.00000000e-08    co58
1.75000000e-08    ca40
1.59000000e-08    ar36
1.18000000e-08    ti46
1.10000000e-08    v49
1.00000000e-08    cu61
8.00000000e-09    v47
8.00000000e-09    cr48
7.10000000e-09    v48
6.00000000e-09    fe52
4.30000000e-09    k39
3.40000000e-09    ni61
2.70000000e-09    cl35
2.30000000e-09    ti45
2.10000000e-09    co54
2.07000000e-09    ar38
2.07000000e-09    ca41
2.00000000e-09    mn55
2.00000000e-09    zn62
2.00000000e-09    s33
2.00000000e-09    cu60
1.98000000e-09    ti44
1.93000000e-09    ar37
1.80000000e-09    ti47
1.30000000e-09    cu62
1.30000000e-09    zn64
1.24000000e-09    p31
1.19000000e-09    s34
1.00000000e-09    cu59
1.00000000e-09    ca42
1.00000000e-09    fe57
9.30000000e-10    mn50
9.00000000e-10    v50
7.20000000e-10    si29
6.40000000e-10    ti48
6.10000000e-10    cu63
5.60000000e-10    sc43
4.90000000e-10    ni62
4.00000000e-10    co59
4.00000000e-10    zn63
2.90000000e-10    cu58
2.82000000e-10    cl34
2.30000000e-10    k38
2.00000000e-10    cr53
1.72000000e-10    sc44
1.71000000e-10    p30
1.42000000e-10    sc45
1.40000000e-10    zn65
1.34000000e-10    si30
1.30000000e-10    fe58
1.05000000e-10    v46
1.00000000e-10    v51
1.00000000e-10    zn61
8.70000000e-11    k40
8.40000000e-11    mg24
7.60000000e-11    ga65
6.30000000e-11    cl36
6.10000000e-11    o16
3.70000000e-11    p29
3.70000000e-11    co60
3.62000000e-11    s31
3.60000000e-11    sc42
3.60000000e-11    cr54
3.50000000e-11    ni55
3.30000000e-11    c12
3.30000000e-11    cl33
3.07000000e-11    ar35
2.80000000e-11    ca43
2.80000000e-11    fe51
2.70000000e-11    cu64
2.70000000e-11    zn66
1.81000000e-11    ca39
1.70000000e-11    ga66
1.58000000e-11    al27
1.58000000e-11    p32
1.56000000e-11    ga67
1.20000000e-11    mn49
1.04000000e-11    k37
1.00000000e-11    co53
8.90000000e-12    cl37
8.10000000e-12    ge68
7.00000000e-12    mn56
6.00000000e-12    sc41
5.60000000e-12    ni63
5.00000000e-12    ti49
5.00000000e-12    cu57
4.80000000e-12    k41
4.30000000e-12    ar39
4.20000000e-12    ti50
4.00000000e-12    neut
3.90000000e-12    sc46
3.80000000e-12    cr47
3.40000000e-12    ge66
3.00000000e-12    ga63
2.60000000e-12    ca44
2.60000000e-12    v52
2.50000000e-12    ge67
2.15000000e-12    v45
2.00000000e-12    ga64
1.96000000e-12    cu65
1.81000000e-12    ge69
1.80000000e-12    ga62
1.65000000e-12    si27
1.58000000e-12    co61
1.40000000e-12    s35
1.27000000e-12    fe59
8.30000000e-13    ne20
8.00000000e-13    ga68
7.90000000e-13    al26
7.80000000e-13    ti43
6.90000000e-13    mg25
6.50000000e-13    zn67
6.50000000e-13    ge70
5.40000000e-13    sc47
4.80000000e-13    zn59
3.30000000e-13    p33
2.90000000e-13    as69
2.55000000e-13    s30
2.50000000e-13    mn57
2.23000000e-13    ar34
2.09000000e-13    as71
1.70000000e-13    ge64
1.66000000e-13    al25
1.57000000e-13    cr55
1.37000000e-13    ga69
1.35000000e-13    as70
1.08000000e-13    ni64
1.06000000e-13    ca45
1.00000000e-13    ge65
9.30000000e-14    se72
5.50000000e-14    ca38
4.80000000e-14    sc48
4.50000000e-14    v53
4.30000000e-14    al28
4.20000000e-14    s36
4.10000000e-14    h2
3.64000000e-14    se73
3.55000000e-14    ge71
3.20000000e-14    se71
2.76000000e-14    se74
2.23000000e-14    o15
2.20000000e-14    fe50
2.10000000e-14    k42
2.09000000e-14    zn68
2.00000000e-14    as68
1.95000000e-14    as72
1.90000000e-14    mg26
1.73000000e-14    ti51
1.70000000e-14    ni54
1.40000000e-14    mg23
1.35000000e-14    cu66
1.16000000e-14    ca46
1.13000000e-14    fe60
1.00000000e-14    si31
1.00000000e-14    ar40
9.20000000e-15    se70
8.20000000e-15    cl32
8.00000000e-15    he3
7.79000000e-15    as73
6.00000000e-15    k36
6.00000000e-15    ti42
5.80000000e-15    cr46
5.71000000e-15    br75
5.60000000e-15    n14
4.90000000e-15    sc49
4.50000000e-15    k43
4.30000000e-15    co62
4.10000000e-15    n13
4.10000000e-15    si32
3.40000000e-15    co52
3.30000000e-15    mn48
3.29000000e-15    ge72
3.27000000e-15    si26
3.20000000e-15    cl38
3.10000000e-15    al29
2.60000000e-15    as67
2.60000000e-15    se75
2.35000000e-15    o17
2.30000000e-15    na22
2.20000000e-15    ge63
2.18000000e-15    br73
2.10000000e-15    n15
1.84000000e-15    br74
1.80000000e-15    as66
1.79000000e-15    c13
1.60000000e-15    ga61
1.46000000e-15    kr76
1.37000000e-15    ga70
1.25800000e-15    kr78
1.04000000e-15    br76
1.01800000e-15    kr77
1.00000000e-15    f17
1.00000000e-15    na23
9.00000000e-16    cu56
8.90000000e-16    ne21
8.40000000e-16    na21
8.10000000e-16    sc40
7.90000000e-16    p34
7.81000000e-16    br77
7.20000000e-16    ar41
5.30000000e-16    cr56
5.24000000e-16    se76
4.00000000e-16    zn58
3.50000000e-16    mn58
3.40000000e-16    ne22
3.30000000e-16    p28
3.25000000e-16    ni65
3.06000000e-16    mg27
2.78000000e-16    cu67
2.39000000e-16    kr75
1.98000000e-16    kr79
1.94000000e-16    as74
1.81000000e-16    ca47
1.42200000e-16    rb79
1.30000000e-16    se69
1.20000000e-16    h3
1.17000000e-16    zn69
1.07000000e-16    br72
1.03000000e-16    na24
9.70000000e-17    f18
7.50000000e-17    kr74
7.00000000e-17    cl39
5.70000000e-17    c11
5.57000000e-17    ga71
4.94000000e-17    ti52
4.90000000e-17    v44
4.80000000e-17    ge73
4.60000000e-17    mg22
4.20000000e-17    li6
4.16000000e-17    kr80
4.00000000e-17    se68
3.60000000e-17    f19
3.49000000e-17    co63
3.10000000e-17    o14
3.05000000e-17    rb81
3.00000000e-17    b9
3.00000000e-17    ne19
2.90000000e-17    br78
2.73000000e-17    s37
2.60000000e-17    br71
2.53000000e-17    v54
2.35000000e-17    rb80
2.30000000e-17    k44
2.28800000e-17    sr82
2.09000000e-17    as75
2.05000000e-17    rb77
2.03000000e-17    c14
1.71000000e-17    sr81
1.47500000e-17    se77
1.38200000e-17    sr80
1.33000000e-17    ga60
1.26500000e-17    rb78
1.10000000e-17    ar42
1.04000000e-17    ar33
9.70000000e-18    be7
8.80000000e-18    p35
7.70000000e-18    cl31
7.50000000e-18    fe61
7.00000000e-18    co51
7.00000000e-18    as65
6.74000000e-18    sr83
6.30000000e-18    na25
6.00000000e-18    f21
6.00000000e-18    ca48
5.08000000e-18    br79
4.70000000e-18    k35
4.30000000e-18    ca37
4.03000000e-18    o18
3.97000000e-18    sc50
3.94000000e-18    sr84
3.24000000e-18    sr79
3.20000000e-18    mg28
3.10000000e-18    b10
2.90000000e-18    kr73
2.82000000e-18    rb82
2.72000000e-18    kr81
2.49000000e-18    be9
2.30000000e-18    al24
2.20000000e-18    se67
2.10000000e-18    al30
2.00000000e-18    ge62
1.63900000e-18    y85
1.53300000e-18    y83
1.49000000e-18    ni53
1.38000000e-18    ni66
1.30000000e-18    fe49
1.25000000e-18    rb76
1.24300000e-18    ge74
1.18600000e-18    rb83
1.15000000e-18    mn59
1.10000000e-18    b11
1.05000000e-18    zn70
9.60000000e-19    ne18
6.67000000e-19    y84
6.28000000e-19    zr88
6.18000000e-19    si33
5.93000000e-19    se78
5.86000000e-19    sr78
5.60000000e-19    mn47
5.27000000e-19    y86
4.89000000e-19    zr87
4.65000000e-19    k45
4.47000000e-19    y87
4.20000000e-19    s29
4.14000000e-19    zr86
3.75000000e-19    li7
3.59000000e-19    cu68
3.12800000e-19    zr89
2.67000000e-19    y82
2.46200000e-19    kr82
2.21000000e-19    y80
2.07000000e-19    cr57
2.07000000e-19    as76
2.00000000e-19    p27
1.97000000e-19    ne23
1.95000000e-19    ga72
1.76000000e-19    rb75
1.61000000e-19    ti41
1.59500000e-19    zr90
1.41100000e-19    nb89
1.40600000e-19    nb90
1.38000000e-19    cr45
1.35700000e-19    y81
1.28200000e-19    br80
1.18000000e-19    zr85
1.00000000e-19    o19
8.80000000e-20    cu55
5.50000000e-20    kr72
5.03000000e-20    s38
4.82000000e-20    rb84
4.50000000e-20    v55
4.40000000e-20    v43
3.90000000e-20    zn57
3.79000000e-20    zr84
3.45400000e-20    nb88
3.16000000e-20    cl40
3.00000000e-20    br70
2.49000000e-20    sr77
2.21100000e-20    nb87
1.99000000e-20    co64
1.89700000e-20    mo90
1.58000000e-20    ti53
1.32000000e-20    fe62
9.35000000e-21    rb85
8.10000000e-21    ar43
7.90000000e-21    na20
7.90000000e-21    zr83
7.18000000e-21    se79
6.69000000e-21    kr83
5.49000000e-21    br81
5.31000000e-21    ge75
4.89000000e-21    as77
3.40500000e-21    mo89
3.30000000e-21    nb86
3.30000000e-21    si25
2.99000000e-21    zr82
2.97000000e-21    al31
2.65000000e-21    sc51
2.00000000e-21    ga73
1.88000000e-21    rb74
1.80000000e-21    ga59
1.61000000e-21    y79
1.60000000e-21    na26
1.43000000e-21    zn71
1.32000000e-21    ca49
1.30000000e-21    sr76
1.20000000e-21    n12
1.17000000e-21    ne24
8.98000000e-22    cu69
8.21000000e-22    k46
7.12000000e-22    ni67
5.22000000e-22    si34
5.00000000e-22    br69
4.75000000e-22    mo88
4.30000000e-22    ar32
3.90000000e-22    ca36
2.78200000e-22    tc91
2.65200000e-22    nb85
2.57100000e-22    kr84
2.50000000e-22    al23
2.09000000e-22    ni52
1.96000000e-22    p36
1.92000000e-22    mn60
1.24000000e-22    b8
1.23000000e-22    fe48
1.14000000e-22    cl41
1.06000000e-22    cr58
9.49000000e-23    se80
9.38000000e-23    mg29
9.09000000e-23    mo87
4.56000000e-23    br82
4.19000000e-23    zr81
4.15000000e-23    ge76
3.48000000e-23    co65
3.00000000e-23    kr71
2.60000000e-23    co50
1.99700000e-23    tc90
1.92000000e-23    ar44
1.80000000e-23    br68
1.42000000e-23    zr80
1.33200000e-23    nb84
1.17000000e-23    s28
1.11000000e-23    rb73
8.00000000e-24    na19
7.00000000e-24    as78
5.34000000e-24    y78
4.90000000e-24    cr44
4.20000000e-24    zn72
4.00000000e-24    mg21
3.88000000e-24    nb83
3.71000000e-24    k47
3.41000000e-24    s39
2.40000000e-24    fe63
2.39300000e-24    kr85
2.34000000e-24    ga74
1.64100000e-24    tc89
1.02000000e-24    ne17
1.01000000e-24    sr75
1.00000000e-24    mo86
8.72000000e-25    na27
7.69000000e-25    br83
4.07000000e-25    se81
1.60000000e-25    kr70
1.28000000e-25    mn61
1.00000000e-25    si24
7.88000000e-26    as79
5.97000000e-26    p37
5.29000000e-26    nb82
4.17000000e-26    ge77
2.43900000e-26    kr86
2.42000000e-26    cl42
2.17000000e-26    y77
1.10000000e-26    ga75
8.09000000e-27    mo85
7.60000000e-27    mg20
6.21000000e-27    ar45
3.06000000e-27    s40
1.78000000e-27    se82
1.72000000e-27    sr74
1.12000000e-27    zr79
2.56000000e-28    k48
2.50000000e-28    kr69
1.90000000e-28    ni51
1.41000000e-28    fe47
1.01600000e-28    mo84
8.90000000e-29    ge78
4.50000000e-29    al22
1.22400000e-29    cl43
1.12500000e-29    ar46
4.60000000e-30    y76
2.17000000e-30    kr87
1.43800000e-30    mo83
1.20000000e-30    zr78
1.12543256e-30    cl45
1.03337771e-30    s42
1.01388300e-30    cl44
6.10000000e-31    p38
1.00000000e-31    se83
9.56000000e-32    s41
3.19000000e-32    k49
4.00000000e-33    y75
7.00000000e-34    si23
0.00000000e+00    f20
0.00000000e+00    mn46
0.00000000e+00    ni59
0.00000000e+00    zn60
