# L1 Error for e-2 with reference to e-8 for each species (sorted by error)
# L1_Error    Species
8.64000000e-05    ni58
7.83000000e-05    fe56
6.21800000e-05    co57
5.60400000e-05    co55
4.43400000e-05    ni60
4.15100000e-05    ni59
3.36400000e-05    cr50
2.64400000e-05    fe53
2.21600000e-05    co56
2.08700000e-05    mn51
2.03000000e-05    fe54
1.94900000e-05    fe55
1.70500000e-05    mn52
1.33600000e-05    he4
1.26600000e-05    ni56
1.25200000e-05    mn53
1.08130000e-05    fe52
9.82000000e-06    prot
9.02000000e-06    ni57
8.24890000e-06    si28
8.18200000e-06    co58
7.83010000e-06    s32
7.09900000e-06    cr49
6.98000000e-06    cr52
6.02580000e-06    ca40
5.38300000e-06    cu61
5.14020000e-06    ar36
5.01900000e-06    cr51
4.30000000e-06    mn54
3.37200000e-06    fe57
2.94540000e-06    ni61
2.86500000e-06    cr48
2.67410000e-06    ti46
2.12870000e-06    v47
2.04650000e-06    co59
1.74200000e-06    cu59
1.49130000e-06    v48
1.41330000e-06    v49
1.37150000e-06    cu62
1.25560000e-06    k39
1.23040000e-06    mn55
1.06380000e-06    co54
8.04700000e-07    cl35
6.69700000e-07    zn64
6.05300000e-07    ti45
5.97000000e-07    s33
5.89790000e-07    ti44
5.69500000e-07    ar38
5.61570000e-07    ca41
5.32150000e-07    ar37
5.13300000e-07    zn62
4.46620000e-07    cu63
4.38000000e-07    cr53
4.12800000e-07    zn63
3.92490000e-07    p31
3.50780000e-07    s34
3.17590000e-07    ni62
2.92300000e-07    ti47
2.79090000e-07    mn50
2.60160000e-07    ca42
2.31980000e-07    si29
2.22210000e-07    cu58
1.96340000e-07    fe58
1.58950000e-07    sc43
1.14700000e-07    v51
1.02900000e-07    zn61
8.39820000e-08    cl34
7.24700000e-08    zn65
6.74510000e-08    k38
5.77200000e-08    zn60
5.56620000e-08    p30
5.13540000e-08    si30
4.27250000e-08    sc44
3.91120000e-08    co60
3.36420000e-08    cr54
3.28480000e-08    ga65
3.20760000e-08    mg24
2.95000000e-08    sc45
2.94810000e-08    o16
2.82220000e-08    v46
2.37000000e-08    v50
2.30400000e-08    k40
2.25880000e-08    ni55
1.99640000e-08    cl36
1.82200000e-08    ti48
1.77603000e-08    c12
1.52870000e-08    cu64
1.45910000e-08    mn56
1.32420000e-08    zn66
1.25900000e-08    p29
1.15210000e-08    cl33
1.11686000e-08    s31
1.00720000e-08    sc42
9.92000000e-09    fe51
9.31150000e-09    ar35
8.30500000e-09    ga66
7.48100000e-09    ti49
7.47820000e-09    al27
7.40300000e-09    ca43
7.35720000e-09    ga67
6.88300000e-09    neut
6.87200000e-09    co53
6.17850000e-09    p32
6.05100000e-09    cu57
5.52460000e-09    ca39
4.47360000e-09    mn49
3.77140000e-09    k37
3.35670000e-09    ge68
3.14090000e-09    ni63
