# L1 Error for e-3 with reference to e-8 for each species (sorted by error)
# L1_Error    Species
9.83200000e-05    fe56
7.14400000e-05    co55
7.01200000e-05    co57
5.44000000e-05    ni58
4.78900000e-05    fe55
4.34500000e-05    ni60
3.92700000e-05    ni59
2.89000000e-05    fe53
2.85800000e-05    ni56
2.82700000e-05    ni57
2.77600000e-05    mn53
2.41000000e-05    fe54
2.31000000e-05    cr50
2.28500000e-05    co56
1.90570000e-05    mn51
1.33200000e-05    mn52
1.22080000e-05    fe52
1.16730000e-05    prot
1.16730000e-05    cr52
1.02100000e-05    co58
7.19100000e-06    mn54
6.09100000e-06    cr49
5.18300000e-06    si28
5.08000000e-06    he4
5.06340000e-06    s32
4.33940000e-06    ca40
4.26300000e-06    cu61
4.02400000e-06    fe57
3.49700000e-06    ar36
2.92780000e-06    ni61
2.81600000e-06    cu59
2.58970000e-06    cr48
2.26590000e-06    co59
1.73730000e-06    ti46
1.69740000e-06    v47
1.64710000e-06    mn55
1.22310000e-06    cu62
1.12810000e-06    co54
1.06770000e-06    v48
9.56000000e-07    cu60
8.15200000e-07    k39
6.41000000e-07    cr51
5.85400000e-07    cr53
5.56000000e-07    zn64
5.02800000e-07    v49
5.01200000e-07    cl35
4.76470000e-07    ti44
4.66700000e-07    ti45
4.14000000e-07    cu63
3.93790000e-07    ca41
3.67650000e-07    s33
3.52890000e-07    ar37
3.10520000e-07    ni62
3.05580000e-07    ar38
2.67500000e-07    zn63
2.66070000e-07    mn50
2.59940000e-07    cu58
2.38120000e-07    p31
2.20440000e-07    fe58
1.88200000e-07    zn61
1.85080000e-07    s34
1.73070000e-07    v51
1.53560000e-07    ca42
1.49100000e-07    v50
1.39210000e-07    si29
1.16350000e-07    sc43
1.14500000e-07    ti47
9.20000000e-08    zn62
8.64300000e-08    ti48
8.61200000e-08    zn60
6.29600000e-08    zn65
6.04430000e-08    cl34
5.05100000e-08    k38
4.19090000e-08    co60
4.05440000e-08    cr54
3.74610000e-08    p30
2.87450000e-08    sc44
2.47280000e-08    ni55
2.47120000e-08    v46
2.45690000e-08    si30
2.13230000e-08    ga65
1.97610000e-08    mg24
1.93270000e-08    o16
1.74310000e-08    mn56
1.43710000e-08    cu64
1.42570000e-08    k40
1.29080000e-08    sc45
1.23763000e-08    c12
1.16330000e-08    zn66
1.15480000e-08    ti49
1.11750000e-08    cl36
1.01060000e-08    fe51
8.88100000e-09    p29
8.36200000e-09    cl33
8.31690000e-09    s31
8.21600000e-09    sc42
7.85500000e-09    cu57
7.69900000e-09    co53
7.24650000e-09    ar35
7.13700000e-09    neut
6.37600000e-09    ga66
6.10180000e-09    ga67
5.64900000e-09    ga63
4.50160000e-09    ca39
4.43900000e-09    mn49
4.25340000e-09    al27
3.30080000e-09    p32
3.07150000e-09    ni63
2.95940000e-09    ti50
2.87930000e-09    k37
2.55200000e-09    ge68
2.09900000e-09    ca43
1.99720000e-09    v52
1.80590000e-09    sc41
1.56100000e-09    ga64
1.14700000e-09    cl37
1.04030000e-09    cr47
1.00780000e-09    ga62
9.53640000e-10    co61
8.75560000e-10    cu65
8.18140000e-10    fe59
7.69600000e-10    ge67
6.71900000e-10    ca44
6.30650000e-10    v45
5.71100000e-10    ge69
5.70700000e-10    sc46
5.41200000e-10    k41
4.73800000e-10    ar39
4.25750000e-10    si27
3.98230000e-10    zn59
3.97900000e-10    sc47
3.11610000e-10    ne20
2.98560000e-10    ga68
2.67500000e-10    ge66
2.59860000e-10    zn67
2.35400000e-10    s35
2.30690000e-10    al26
2.10360000e-10    mg25
2.03740000e-10    ti43
2.02320000e-10    ge70
1.51530000e-10    mn57
1.12950000e-10    ge64
8.70600000e-11    ge65
8.32360000e-11    cr55
7.68400000e-11    p33
6.70210000e-11    s30
6.66300000e-11    as69
6.03100000e-11    ar34
5.46710000e-11    as71
4.97720000e-11    ni64
4.83480000e-11    al25
4.71320000e-11    ga69
4.32220000e-11    ca45
3.47410000e-11    as70
2.58320000e-11    mg26
2.19280000e-11    se72
2.02130000e-11    al28
2.00480000e-11    v53
1.95440000e-11    sc48
1.71100000e-11    ar40
1.62670000e-11    ca38
1.59300000e-11    si31
1.27360000e-11    s36
1.07840000e-11    ni54
1.02730000e-11    k42
9.94770000e-12    ge71
9.43100000e-12    na23
9.17590000e-12    o15
8.83600000e-12    fe50
8.11900000e-12    h2
8.06070000e-12    se73
7.74560000e-12    zn68
6.80300000e-12    ti51
6.57200000e-12    se71
6.29880000e-12    se74
5.88240000e-12    fe60
5.75690000e-12    cu66
4.81710000e-12    mg23
4.77080000e-12    as72
3.90890000e-12    ca46
3.43020000e-12    ga61
3.39050000e-12    n13
2.37820000e-12    cl32
2.32310000e-12    n15
2.19760000e-12    co62
2.00620000e-12    ti42
1.87600000e-12    as68
1.81580000e-12    cr46
1.81174000e-12    as73
1.76990000e-12    k36
1.72420000e-12    sc49
1.63300000e-12    n14
1.49150000e-12    co52
1.45440000e-12    ge63
1.41610000e-12    na22
1.35030000e-12    as67
1.31880000e-12    se70
1.29770000e-12    f17
1.25250000e-12    zn58
1.23450000e-12    k43
1.12970000e-12    as66
1.02180000e-12    mn48
9.94170000e-13    br75
9.34170000e-13    si26
8.80510000e-13    ge72
7.16100000e-13    cl38
5.67600000e-13    si32
5.17270000e-13    cu56
4.61110000e-13    na21
4.40700000e-13    ga70
4.38810000e-13    se75
3.63090000e-13    br73
3.62600000e-13    ne21
3.04650000e-13    br74
2.68370000e-13    c13
2.64350000e-13    sc40
2.39060000e-13    kr76
2.27220000e-13    cr56
2.06000000e-13    he3
1.70410000e-13    ar41
1.65044000e-13    kr78
1.61600000e-13    mn58
1.42817000e-13    ni65
1.41960000e-13    o17
1.32199000e-13    br76
1.25877000e-13    kr77
1.16330000e-13    p28
1.15312000e-13    cu67
1.00040000e-13    p34
8.80070000e-14    br77
7.93270000e-14    se76
5.83000000e-14    f20
5.47620000e-14    ca47
4.34500000e-14    zn69
3.56670000e-14    as74
3.37300000e-14    se69
3.24740000e-14    o14
3.20390000e-14    ne19
2.99770000e-14    kr75
2.62430000e-14    se68
2.58260000e-14    h3
2.15170000e-14    mg27
2.14110000e-14    b9
1.99050000e-14    v44
1.77990000e-14    mg22
1.74807000e-14    ti52
1.72306000e-14    ga71
1.66720000e-14    co63
1.46910000e-14    cl39
1.37000000e-14    f18
1.21000000e-14    c11
1.19740000e-14    as65
1.19220000e-14    br72
1.16685000e-14    ge73
9.44840000e-15    v54
9.04660000e-15    rb79
8.98900000e-15    kr79
8.71500000e-15    kr74
8.57700000e-15    li6
8.45260000e-15    ga60
7.26400000e-15    f19
7.00000000e-15    ne22
5.80940000e-15    k44
5.08870000e-15    s37
3.50810000e-15    ar33
3.44960000e-15    fe61
3.20330000e-15    as75
3.17290000e-15    co51
2.95440000e-15    ge62
2.90790000e-15    cl31
2.72540000e-15    ar42
2.32200000e-15    f21
1.82811000e-15    ca48
1.78080000e-15    k35
1.68310000e-15    kr80
1.64920000e-15    rb77
1.56720000e-15    p35
1.48830000e-15    ca37
1.48790000e-15    se67
1.31260000e-15    c14
1.30236000e-15    sc50
1.26700000e-15    al24
1.24311000e-15    se77
1.12400000e-15    na24
9.12760000e-16    ne18
9.00000000e-16    al29
8.00400000e-16    br78
7.92750000e-16    sr80
7.26910000e-16    ni53
6.18160000e-16    ni66
6.06100000e-16    b10
5.60790000e-16    sr82
5.52900000e-16    be7
5.20900000e-16    na25
5.06370000e-16    rb78
4.88580000e-16    mn59
4.86060000e-16    fe49
4.02370000e-16    mg28
3.92780000e-16    zn70
3.32000000e-16    br71
2.92700000e-16    rb80
2.88110000e-16    be9
2.76224000e-16    ge74
2.59490000e-16    o18
2.44770000e-16    mn47
2.34910000e-16    al30
2.07440000e-16    sr84
1.92100000e-16    rb81
1.92040000e-16    rb82
1.70300000e-16    s29
1.64095000e-16    rb83
1.63817000e-16    cu68
1.61770000e-16    sr83
1.25404000e-16    k45
1.09920000e-16    br70
1.03301000e-16    si33
1.02510000e-16    kr81
9.10270000e-17    p27
9.03000000e-17    o19
8.34800000e-17    b11
8.26000000e-17    cr57
8.20840000e-17    li7
8.18900000e-17    y83
7.25410000e-17    y85
7.05850000e-17    cu55
6.71570000e-17    ga72
6.60550000e-17    cr45
6.39140000e-17    ti41
6.33960000e-17    y84
5.28110000e-17    zr88
5.25365000e-17    zr89
4.67500000e-17    rb76
4.43532000e-17    kr82
4.20166000e-17    y87
3.67960000e-17    se78
3.24150000e-17    zn57
3.16000000e-17    kr73
3.10170000e-17    kr72
2.90960000e-17    as76
2.81246000e-17    nb90
2.75979000e-17    zr90
2.53760000e-17    y86
2.31880000e-17    zr87
2.14870000e-17    y82
2.07370000e-17    ne23
2.06993000e-17    nb89
2.04120000e-17    v43
2.03390000e-17    sr78
1.67137000e-17    v55
1.52951000e-17    zr85
1.14753000e-17    na20
1.10416000e-17    s38
1.03836000e-17    co64
7.75000000e-18    zr86
7.16310000e-18    y81
6.94550000e-18    cl40
6.57000000e-18    y80
6.33690000e-18    fe62
5.75090000e-18    ti53
5.31000000e-18    br79
4.79970000e-18    nb88
4.63000000e-18    sr81
3.81580000e-18    ga59
3.17300000e-18    zr84
3.07100000e-18    rb75
3.07054000e-18    mo90
2.34730000e-18    br80
2.16058000e-18    ar43
2.05000000e-18    sr79
2.04690000e-18    si25
2.00470000e-18    br69
1.38015000e-18    ge75
1.21818000e-18    nb87
9.34380000e-19    sc51
8.83120000e-19    rb85
8.02210000e-19    br81
7.89100000e-19    sr77
7.56310000e-19    ga73
6.89740000e-19    zn71
6.67354000e-19    nb86
6.36500000e-19    rb84
5.68120000e-19    zr83
5.58261000e-19    mo89
5.24140000e-19    rb74
5.06433000e-19    cu69
4.87190000e-19    al31
4.41060000e-19    ca49
4.18898000e-19    ni67
3.99060000e-19    al23
3.96730000e-19    as77
2.64390000e-19    se79
2.55710000e-19    zr82
2.44942000e-19    k46
2.19710000e-19    ar32
2.10120000e-19    na26
1.74870000e-19    ca36
1.74500000e-19    ne24
1.67740000e-19    sr76
1.18220000e-19    y79
1.06236000e-19    si34
1.04138000e-19    ni52
9.92510000e-20    mn60
9.22200000e-20    kr83
8.67000000e-20    kr71
7.30009000e-20    nb85
7.01028000e-20    tc91
5.89330000e-20    mo88
5.41170000e-20    fe48
5.05600000e-20    na19
4.81170000e-20    cr58
3.99690000e-20    p36
3.39900000e-20    n12
3.00692000e-20    cl41
2.52263000e-20    kr84
2.40909000e-20    mo87
2.32240000e-20    co65
1.90950000e-20    br68
1.62309000e-20    mg29
1.34810000e-20    co50
1.23439000e-20    se80
1.18240000e-20    mg21
8.17620000e-21    ge76
7.30390000e-21    s28
5.78540000e-21    ar44
5.70221000e-21    tc90
5.66600000e-21    zr81
5.47300000e-21    b8
4.70620000e-21    br82
3.18880000e-21    rb73
2.93730000e-21    zr80
2.85510000e-21    cr44
2.37962000e-21    zn72
2.13040000e-21    nb84
1.60277000e-21    fe63
1.33970000e-21    y78
1.33770000e-21    k47
1.07800000e-21    as78
9.66960000e-22    ga74
9.27977000e-22    kr85
9.22230000e-22    s39
7.66830000e-22    ne17
6.35600000e-22    mn46
5.50960000e-22    nb83
4.40962000e-22    tc89
4.17520000e-22    sr75
3.74992000e-22    mo86
2.58900000e-22    kr70
2.39579000e-22    br83
1.70869000e-22    na27
1.37840000e-22    si24
8.41550000e-23    mn61
7.02110000e-23    se81
2.05804000e-23    nb82
1.65625000e-23    p37
1.27649400e-23    kr86
8.46700000e-24    cl42
5.29940000e-24    y77
4.58260000e-24    mg20
2.51680000e-24    as79
2.48490000e-24    ar45
2.11652000e-24    mo85
1.62690000e-24    ga75
1.04545000e-24    s40
9.04700000e-25    se82
6.06100000e-25    ge77
5.33250000e-25    sr74
5.21910000e-25    kr69
3.27370000e-25    zr79
1.94550000e-25    ni51
1.19099000e-25    k48
8.70840000e-26    al22
4.01251000e-26    ge78
3.01782000e-26    mo84
1.67270000e-26    fe47
1.13711900e-26    kr87
5.32107000e-27    ar46
5.17550000e-27    cl43
3.27910000e-27    y76
1.98388000e-27    se83
6.09923000e-28    mo83
3.99100000e-28    zr78
2.22605000e-28    p38
3.76487000e-29    s41
9.51710000e-30    k49
4.27420000e-30    si23
3.94707856e-30    cl45
3.62744371e-30    s42
3.48960600e-30    cl44
2.08190000e-30    y75
