# L1 Error for e-5 with reference to e-8 for each species (sorted by error)
# L1_Error    Species
4.87800000e-11    cu65
4.17500000e-11    p33
3.29900000e-11    co61
3.26000000e-11    al26
3.22000000e-11    mg25
2.60000000e-11    cr54
2.42100000e-11    fe59
2.22000000e-11    v52
2.19200000e-11    ga68
2.11600000e-11    ti43
1.92600000e-11    ge70
1.81900000e-11    zn59
1.66600000e-11    zn67
1.06500000e-11    as69
8.96700000e-12    s30
7.90000000e-12    ti50
7.67000000e-12    si31
7.39700000e-12    ar34
6.22400000e-12    as71
6.09300000e-12    mg26
6.08900000e-12    al25
4.25300000e-12    as70
4.24000000e-12    mn57
4.17000000e-12    sc47
4.14000000e-12    ge64
3.60900000e-12    ga69
3.19600000e-12    al28
3.14000000e-12    ar40
3.09400000e-12    se72
3.09300000e-12    s36
2.61600000e-12    cr55
2.44400000e-12    ni64
2.00000000e-12    cu57
1.76000000e-12    ca38
1.39200000e-12    na23
1.21000000e-12    ge65
1.11400000e-12    se71
1.08840000e-12    se73
9.37800000e-13    ge71
8.73000000e-13    h2
8.47000000e-13    as68
8.25500000e-13    se74
7.34000000e-13    v53
6.83000000e-13    o15
6.70000000e-13    sc48
6.21000000e-13    ni54
5.72000000e-13    fe50
5.47400000e-13    mg23
5.26500000e-13    as72
5.16300000e-13    zn68
4.60000000e-13    k42
3.84500000e-13    se70
3.48000000e-13    ca45
3.15800000e-13    cu66
2.74700000e-13    n13
2.74400000e-13    ti51
2.61400000e-13    cl32
2.28600000e-13    fe60
2.08530000e-13    as73
2.06000000e-13    he3
1.80200000e-13    k36
1.78100000e-13    as67
1.73900000e-13    ti42
1.67550000e-13    br75
1.48800000e-13    ca46
1.48200000e-13    cr46
1.31200000e-13    na22
1.28500000e-13    f17
1.25500000e-13    n14
1.05490000e-13    si26
9.73000000e-14    n15
9.34000000e-14    co62
8.86000000e-14    co52
8.51100000e-14    ge72
8.03000000e-14    mn48
7.66000000e-14    sc49
7.13000000e-14    ge63
7.03800000e-14    se75
6.85700000e-14    br73
6.12000000e-14    as66
5.49000000e-14    k43
5.39800000e-14    br74
5.00000000e-14    na21
4.63000000e-14    kr76
4.02000000e-14    al29
3.72880000e-14    kr78
3.34800000e-14    ga70
3.24000000e-14    ga61
3.20500000e-14    cu56
3.06300000e-14    ne21
2.97280000e-14    kr77
2.81800000e-14    br76
2.32000000e-14    sc40
2.28000000e-14    zn58
2.11170000e-14    br77
2.07000000e-14    cl38
1.90000000e-14    si32
1.40220000e-14    se76
1.04600000e-14    p28
1.02000000e-14    cr56
9.36000000e-15    ar41
7.50800000e-15    ni65
7.29000000e-15    mn58
7.26500000e-15    kr75
6.53700000e-15    cu67
6.40000000e-15    se69
5.37530000e-15    kr79
4.76500000e-15    as74
4.46000000e-15    o17
4.06010000e-15    rb79
3.43000000e-15    p34
3.33200000e-15    br72
2.96100000e-15    ca47
2.83200000e-15    zn69
2.80000000e-15    f20
2.54700000e-15    o14
2.49100000e-15    kr74
2.46300000e-15    h3
2.04000000e-15    c13
1.71100000e-15    ne19
1.54700000e-15    mg27
1.49100000e-15    mg22
1.35540000e-15    ga71
1.19590000e-15    ge73
1.13720000e-15    kr80
1.07800000e-15    li6
1.02900000e-15    br71
9.87000000e-16    cl39
9.59000000e-16    v44
9.12800000e-16    ti52
8.22300000e-16    rb81
8.17000000e-16    se68
7.88800000e-16    co63
7.17100000e-16    br78
6.67420000e-16    sr82
6.16500000e-16    rb80
6.00000000e-16    ne22
5.98400000e-16    rb77
5.25000000e-16    b9
5.15700000e-16    as75
5.11000000e-16    f21
5.04900000e-16    v54
4.91000000e-16    na24
4.81260000e-16    sr81
4.55000000e-16    f18
4.54900000e-16    ga60
4.19220000e-16    sr80
4.00500000e-16    k44
3.92500000e-16    s37
3.70940000e-16    se77
3.42600000e-16    rb78
2.82900000e-16    ar33
2.59900000e-16    cl31
2.53200000e-16    be7
2.34000000e-16    c11
1.88600000e-16    c14
1.81300000e-16    sr83
1.76700000e-16    ar42
1.70600000e-16    fe61
1.58500000e-16    co51
1.45700000e-16    k35
1.26310000e-16    br79
1.20000000e-16    as65
1.11100000e-16    ca37
1.10700000e-16    p35
1.08730000e-16    sr84
1.02850000e-16    ca48
9.08000000e-17    kr73
8.98600000e-17    sr79
8.84000000e-17    b10
8.61000000e-17    al24
8.40000000e-17    na25
7.48700000e-17    sc50
7.08600000e-17    rb82
6.92300000e-17    kr81
6.38000000e-17    se67
6.34000000e-17    ne18
5.00300000e-17    be9
4.37940000e-17    y85
4.25250000e-17    y83
4.13900000e-17    mg28
3.80000000e-17    f19
3.57500000e-17    o18
3.55700000e-17    ni53
3.41700000e-17    rb76
3.25000000e-17    ni66
3.18100000e-17    al30
3.18000000e-17    ge62
3.02580000e-17    ge74
2.99340000e-17    rb83
2.65400000e-17    fe49
2.55400000e-17    zn70
2.52600000e-17    mn59
1.75340000e-17    sr78
1.73760000e-17    zr88
1.71810000e-17    y84
1.46810000e-17    se78
1.34610000e-17    y86
1.32480000e-17    zr87
1.22900000e-17    b11
1.16660000e-17    zr86
1.16040000e-17    y87
1.02200000e-17    mn47
9.98000000e-18    s29
9.30700000e-18    si33
8.85400000e-18    cu68
8.49400000e-18    li7
8.30200000e-18    k45
8.20670000e-18    zr89
6.94400000e-18    y82
6.40900000e-18    p27
6.32900000e-18    y80
6.26690000e-18    kr82
5.09400000e-18    as76
5.03500000e-18    rb75
4.91000000e-18    ga72
4.54100000e-18    cr57
4.35260000e-18    zr90
3.79700000e-18    ti41
3.77570000e-18    nb89
3.66740000e-18    nb90
3.65310000e-18    y81
3.31000000e-18    br70
3.13020000e-18    zr85
2.97760000e-18    br80
2.77500000e-18    ne23
2.41900000e-18    cu55
2.20000000e-18    o19
1.95400000e-18    kr72
1.78000000e-18    cr45
1.14270000e-18    rb84
1.08800000e-18    v43
1.06370000e-18    zr84
1.06200000e-18    zn57
9.46300000e-19    v55
8.72940000e-19    nb88
8.60500000e-19    s38
6.60000000e-19    sr77
5.82770000e-19    nb87
5.79100000e-19    cl40
5.25310000e-19    mo90
4.89600000e-19    co64
3.28300000e-19    na20
3.25100000e-19    ti53
3.07800000e-19    fe62
2.27470000e-19    rb85
2.23690000e-19    zr83
1.87830000e-19    se79
1.69890000e-19    kr83
1.45630000e-19    ar43
1.39170000e-19    ge75
1.35460000e-19    br81
1.23780000e-19    as77
8.78510000e-20    mo89
8.23600000e-20    zr82
8.17230000e-20    nb86
7.70000000e-20    si25
5.33000000e-20    sc51
5.17600000e-20    al31
5.16900000e-20    ga73
4.12700000e-20    y79
3.99200000e-20    zn71
3.73000000e-20    ga59
3.26800000e-20    sr76
2.77600000e-20    na26
2.75500000e-20    rb74
2.51600000e-20    ca49
2.37030000e-20    cu69
1.87040000e-20    ni67
1.79100000e-20    ne24
1.56880000e-20    k46
1.23500000e-20    ar32
1.21850000e-20    mo88
1.12300000e-20    al23
1.02300000e-20    n12
9.44000000e-21    ca36
9.00300000e-21    si34
7.21900000e-21    tc91
6.63270000e-21    kr84
5.84850000e-21    nb85
4.75300000e-21    mn60
4.12500000e-21    ni52
3.65800000e-21    p36
3.16400000e-21    b8
2.53110000e-21    se80
2.46200000e-21    cr58
2.19000000e-21    mo87
2.07550000e-21    cl41
1.71300000e-21    fe48
1.63790000e-21    mg29
1.40000000e-21    br69
1.29680000e-21    br82
1.19560000e-21    ge76
1.00590000e-21    zr81
9.28300000e-22    co65
5.20000000e-22    na19
4.62000000e-22    br68
4.59350000e-22    tc90
4.20000000e-22    kr71
3.55400000e-22    ar44
3.52000000e-22    co50
3.30490000e-22    nb84
3.01600000e-22    s28
2.93600000e-22    zr80
2.33150000e-22    as78
2.09300000e-22    rb73
1.27940000e-22    zn72
1.12000000e-22    mg21
1.00160000e-22    nb83
7.96000000e-23    cr44
7.86660000e-23    kr85
7.69700000e-23    y78
7.56300000e-23    ga74
7.17000000e-23    k47
6.56000000e-23    fe63
6.30400000e-23    s39
3.64060000e-23    tc89
2.65000000e-23    mn46
2.58960000e-23    br83
2.10800000e-23    ne17
1.94030000e-23    mo86
1.64300000e-23    sr75
1.55580000e-23    se81
1.51880000e-23    na27
7.04000000e-24    kr70
3.42700000e-24    mn61
3.26110000e-24    as79
1.88580000e-24    ge77
1.77000000e-24    si24
1.12020000e-24    p37
9.55430000e-25    kr86
6.78200000e-25    nb82
4.96300000e-25    ga75
4.62900000e-25    cl42
4.00800000e-25    y77
1.94300000e-25    mg20
1.80470000e-25    mo85
1.23580000e-25    ar45
9.65500000e-26    se82
5.77000000e-26    s40
3.09900000e-26    sr74
1.46800000e-26    zr79
6.56700000e-27    ge78
5.41600000e-27    k48
5.18700000e-27    fe47
3.37400000e-27    al22
2.23000000e-27    ni51
1.92080000e-27    mo84
3.88680000e-28    kr87
3.70000000e-28    kr69
2.52520000e-28    cl43
2.40070000e-28    ar46
8.48100000e-29    se83
1.72100000e-29    zr78
1.56000000e-29    y76
1.40340000e-29    mo83
1.21560000e-29    p38
3.46820256e-30    cl45
3.18341871e-30    s42
3.11413900e-30    cl44
2.02330000e-30    s41
8.05300000e-31    k49
6.49000000e-32    si23
1.26000000e-32    y75
