# L1 Error for e-3 with reference to e-8 for each species (sorted by error)
# L1_Error    Species
5.39100000e-05    fe56
3.58200000e-05    fe55
2.74300000e-05    co57
2.00000000e-05    fe54
1.90600000e-05    mn53
1.86700000e-05    ni60
1.77600000e-05    ni59
1.60700000e-05    co55
1.43700000e-05    co58
1.22400000e-05    mn54
1.17800000e-05    cr52
1.05700000e-05    ni57
9.79000000e-06    ni58
7.02200000e-06    fe57
5.71000000e-06    cr51
5.29800000e-06    ni56
5.27000000e-06    fe53
4.45500000e-06    co59
4.22300000e-06    ni61
3.96700000e-06    mn55
3.33700000e-06    prot
2.45400000e-06    cu61
2.15500000e-06    mn51
1.79400000e-06    cu62
1.54000000e-06    fe52
1.48900000e-06    cr53
1.39000000e-06    v49
1.13000000e-06    mn52
7.91700000e-07    cu63
6.89200000e-07    fe58
6.88400000e-07    v50
6.42200000e-07    ni62
6.20000000e-07    co56
5.71000000e-07    cr49
5.63900000e-07    v51
5.38000000e-07    cu59
5.16900000e-07    zn64
3.91100000e-07    zn63
3.86000000e-07    cu60
3.48300000e-07    ti48
3.27100000e-07    si28
3.21300000e-07    s32
2.86300000e-07    ca40
2.62000000e-07    ti47
2.47500000e-07    cr48
2.44600000e-07    ar36
2.24800000e-07    co60
2.09000000e-07    v48
2.00000000e-07    he4
1.62900000e-07    cr54
1.61800000e-07    co54
1.44700000e-07    zn65
1.43000000e-07    ti46
1.22800000e-07    mn56
1.21300000e-07    v47
8.79000000e-08    zn62
6.77300000e-08    cu64
5.63500000e-08    ti49
5.48000000e-08    k39
3.99400000e-08    ti44
3.89400000e-08    sc45
3.80200000e-08    cu58
3.49700000e-08    zn66
3.08000000e-08    cl35
3.07000000e-08    ga65
2.98500000e-08    mn50
2.84900000e-08    neut
2.70000000e-08    zn61
2.39000000e-08    ti45
2.34000000e-08    ar38
2.26000000e-08    ca42
2.10600000e-08    ni63
2.03000000e-08    ca41
1.93000000e-08    s34
1.81700000e-08    ga67
1.80000000e-08    s33
1.78600000e-08    ga66
1.74200000e-08    v52
1.66000000e-08    ar37
1.54900000e-08    ti50
1.49600000e-08    zn60
1.24600000e-08    p31
1.12300000e-08    sc44
1.12200000e-08    ca43
1.00000000e-08    cr50
9.86000000e-09    sc46
9.14900000e-09    co61
8.55400000e-09    fe59
7.94000000e-09    sc43
6.62500000e-09    cu65
6.28000000e-09    ga64
5.87000000e-09    cl34
5.84200000e-09    ca44
5.32000000e-09    si29
5.24000000e-09    k40
5.08000000e-09    k38
4.92000000e-09    si30
4.51600000e-09    ge68
4.23000000e-09    p30
4.04000000e-09    cl36
3.89200000e-09    ni55
3.18300000e-09    sc47
2.89800000e-09    cl37
2.74900000e-09    ge67
2.48500000e-09    k41
2.44600000e-09    mg24
2.34500000e-09    zn67
2.22600000e-09    mn57
2.21800000e-09    ge69
2.16100000e-09    ar39
2.13800000e-09    v46
2.08600000e-09    ga68
1.96400000e-09    cu57
1.74000000e-09    o16
1.60000000e-09    p32
1.48300000e-09    fe51
1.48000000e-09    co53
1.31490000e-09    cr55
1.17000000e-09    cl33
1.15800000e-09    p29
1.13300000e-09    s35
1.01000000e-09    ge66
9.22000000e-10    s31
8.47000000e-10    ar35
8.17000000e-10    sc42
7.88100000e-10    ge70
7.70000000e-10    mn49
5.82500000e-10    ni64
5.25400000e-10    ca39
4.96500000e-10    k37
4.67800000e-10    p33
4.67200000e-10    ga69
4.67000000e-10    c12
3.92000000e-10    ca45
3.57900000e-10    v53
3.40000000e-10    ga63
3.21400000e-10    sc41
3.09700000e-10    sc48
2.56000000e-10    al27
2.21900000e-10    ar40
2.14900000e-10    as71
1.80200000e-10    as69
1.75000000e-10    k42
1.56200000e-10    cr47
1.55600000e-10    as70
1.44400000e-10    si31
1.37000000e-10    cu66
1.31200000e-10    s36
1.24880000e-10    ti51
1.21200000e-10    v45
1.18740000e-10    fe60
1.08340000e-10    ge71
1.06900000e-10    zn68
1.02900000e-10    ga62
1.00900000e-10    zn59
7.97000000e-11    si27
7.89000000e-11    ne20
7.77000000e-11    co62
4.78200000e-11    ca46
4.56000000e-11    se72
4.49900000e-11    as72
4.40000000e-11    al26
3.52300000e-11    se73
3.36500000e-11    ti43
3.08600000e-11    sc49
2.67000000e-11    mg26
2.62700000e-11    al28
2.52000000e-11    ge65
2.40400000e-11    se74
2.29800000e-11    as68
2.13900000e-11    as73
2.03700000e-11    se71
1.70800000e-11    cl38
1.59400000e-11    k43
1.32200000e-11    ge72
1.26240000e-11    ga70
1.18300000e-11    al25
1.14600000e-11    ge64
1.05300000e-11    s30
9.60000000e-12    h2
9.32000000e-12    he3
8.97900000e-12    ar34
8.84700000e-12    mn58
7.99900000e-12    cr56
6.20800000e-12    si32
5.93200000e-12    ni65
5.46000000e-12    ga61
4.91000000e-12    se75
4.84700000e-12    cu67
4.27500000e-12    al29
3.52800000e-12    se70
3.48600000e-12    br75
2.88200000e-12    ca38
2.55400000e-12    p34
2.54200000e-12    ar41
2.42700000e-12    ni54
2.32300000e-12    n14
