# L1 Error for e-4 with reference to e-8 for each species (sorted by error)
# L1_Error    Species
1.18000000e-05    fe56
8.61000000e-06    ni58
8.60000000e-06    fe54
6.23000000e-06    co55
4.98000000e-06    co56
4.60000000e-06    ni57
4.55000000e-06    fe55
3.79000000e-06    mn53
3.06000000e-06    cr52
3.01000000e-06    ni60
2.90000000e-06    he4
2.53000000e-06    mn54
2.28000000e-06    fe53
2.26000000e-06    co58
2.06000000e-06    co57
1.79600000e-06    ni56
1.54700000e-06    fe57
1.12000000e-06    cr51
9.75000000e-07    mn51
8.80000000e-07    mn55
8.61000000e-07    co59
8.36000000e-07    prot
8.02000000e-07    ni61
7.00000000e-07    mn52
5.53000000e-07    fe52
5.40000000e-07    cu60
4.96000000e-07    cu59
3.66000000e-07    cr53
3.06000000e-07    v49
2.62000000e-07    cr49
2.10000000e-07    cr50
1.80000000e-07    cu61
1.63000000e-07    cu62
1.62700000e-07    v50
1.62000000e-07    fe58
1.48300000e-07    zn62
1.46100000e-07    v51
1.43100000e-07    ni62
1.27600000e-07    cu63
9.91000000e-08    ti48
9.66000000e-08    co54
9.27000000e-08    cr48
6.99000000e-08    v47
6.56000000e-08    ti47
5.41000000e-08    ca40
5.32000000e-08    zn63
5.29000000e-08    zn61
4.95000000e-08    co60
4.20000000e-08    cr54
3.40000000e-08    ti46
3.26100000e-08    cu58
2.87000000e-08    zn64
2.85200000e-08    mn56
2.83000000e-08    ar36
2.38000000e-08    ar38
2.07000000e-08    mn50
2.00000000e-08    ni59
1.94000000e-08    zn65
1.92000000e-08    s34
1.71000000e-08    ti45
1.59600000e-08    ti49
1.54700000e-08    ti44
1.37400000e-08    cu64
1.35000000e-08    s32
1.17900000e-08    zn60
9.88000000e-09    sc45
9.60000000e-09    ca42
8.00000000e-09    s33
7.20000000e-09    cl35
6.70000000e-09    zn66
6.64000000e-09    neut
6.42000000e-09    p31
6.12000000e-09    ga65
5.60000000e-09    si28
5.40000000e-09    ni63
5.03000000e-09    si29
4.71000000e-09    si30
4.66000000e-09    ti50
4.65000000e-09    sc43
4.62000000e-09    ga64
4.62000000e-09    v52
4.40000000e-09    ca41
4.00000000e-09    v48
3.64000000e-09    ga63
3.57000000e-09    ca43
2.63000000e-09    sc46
2.37300000e-09    co61
2.27600000e-09    ni55
2.19200000e-09    fe59
2.09400000e-09    v46
1.91700000e-09    ca44
1.89000000e-09    ga67
1.88000000e-09    cl36
1.71400000e-09    cu65
1.70000000e-09    ar37
1.54000000e-09    k38
1.51000000e-09    k40
1.40000000e-09    sc44
1.26000000e-09    cl34
1.11400000e-09    cl37
1.04600000e-09    cu57
9.73000000e-10    sc47
9.32000000e-10    fe51
8.20000000e-10    p32
8.02000000e-10    ge66
7.97000000e-10    ar39
7.84000000e-10    co53
7.74000000e-10    k41
6.91000000e-10    ge67
6.06000000e-10    sc42
6.04000000e-10    zn67
5.78000000e-10    mn57
5.00000000e-10    k39
4.76000000e-10    s35
4.38000000e-10    mn49
3.78900000e-10    ga62
3.75000000e-10    ga68
3.52300000e-10    cr55
3.50000000e-10    p30
3.29000000e-10    al27
3.17000000e-10    o16
2.91000000e-10    cl33
2.65000000e-10    ar35
2.32000000e-10    p29
2.17000000e-10    ge68
2.14000000e-10    s31
1.98200000e-10    ca39
1.98100000e-10    p33
1.74900000e-10    ni64
1.68800000e-10    k37
1.55000000e-10    ge69
1.46000000e-10    mg24
1.39400000e-10    sc41
1.36900000e-10    ca45
1.27800000e-10    ge70
1.22900000e-10    cr47
1.18500000e-10    ga69
1.07000000e-10    c12
1.05600000e-10    v53
9.93000000e-11    sc48
9.56000000e-11    zn59
8.06000000e-11    ar40
7.33000000e-11    ge65
7.14000000e-11    v45
6.57000000e-11    si31
6.02000000e-11    k42
5.96000000e-11    as69
5.29000000e-11    s36
5.00000000e-11    ga66
4.42000000e-11    cu66
4.09100000e-11    ge64
3.87600000e-11    ti51
3.62200000e-11    fe60
3.39800000e-11    zn68
3.02300000e-11    ge71
2.64000000e-11    mg25
2.34900000e-11    ti43
2.31300000e-11    co62
1.97000000e-11    mg26
1.94000000e-11    si27
1.77000000e-11    ca46
1.70100000e-11    as68
1.47000000e-11    as70
1.35900000e-11    al28
1.22000000e-11    as71
1.10800000e-11    sc49
8.51000000e-12    ga61
8.51000000e-12    se71
7.89000000e-12    as72
7.80000000e-12    al26
7.38000000e-12    se72
6.57000000e-12    k43
6.19000000e-12    cl38
6.08000000e-12    as73
6.00000000e-12    ne20
4.72500000e-12    ga70
4.47900000e-12    ge72
3.85200000e-12    as67
3.79000000e-12    se74
3.58300000e-12    ar34
3.39000000e-12    s30
