# L1 Error for e-5 with reference to e-8 for each species (sorted by error)
# L1_Error    Species
4.70000000e-06    fe56
2.70000000e-06    he4
1.94000000e-06    co56
1.69000000e-06    co55
1.66000000e-06    ni60
1.40000000e-06    co57
1.12000000e-06    mn53
1.05000000e-06    ni57
1.04000000e-06    fe55
1.02000000e-06    cr52
1.00000000e-06    fe54
9.20000000e-07    fe53
7.70000000e-07    ni58
7.36000000e-07    prot
7.30000000e-07    mn52
7.30000000e-07    mn54
7.10000000e-07    co58
5.65000000e-07    fe57
5.04000000e-07    mn51
4.39000000e-07    ni56
3.48000000e-07    ni61
3.20000000e-07    ni59
3.09000000e-07    co59
2.80000000e-07    mn55
2.80000000e-07    cu60
2.40000000e-07    cr50
2.26000000e-07    cu59
2.10000000e-07    fe52
1.71000000e-07    cr49
1.37000000e-07    cr53
1.00000000e-07    cr51
7.20000000e-08    cu61
7.02000000e-08    ni62
6.89000000e-08    zn62
6.62000000e-08    fe58
6.60000000e-08    v48
6.42000000e-08    v47
5.45000000e-08    cu63
5.26000000e-08    v51
4.91000000e-08    cr48
4.60000000e-08    v50
4.58000000e-08    co54
4.57000000e-08    zn63
4.46000000e-08    si28
4.30000000e-08    cu62
4.17000000e-08    s32
3.46000000e-08    ca40
3.27000000e-08    ar36
3.15000000e-08    ti48
2.98000000e-08    zn61
2.80000000e-08    v49
2.40000000e-08    ti46
2.14000000e-08    ti45
2.13000000e-08    co60
1.78000000e-08    cr54
1.61400000e-08    cu58
1.39100000e-08    mn50
1.29000000e-08    k39
1.20600000e-08    mn56
1.16100000e-08    ti44
1.16000000e-08    ca41
9.50000000e-09    cl35
9.20000000e-09    zn65
9.10000000e-09    ar37
8.20000000e-09    s33
7.59000000e-09    sc43
7.19000000e-09    cu64
6.98000000e-09    ti49
6.90000000e-09    ti47
5.82000000e-09    zn60
5.19000000e-09    ga65
4.50000000e-09    p31
4.42000000e-09    neut
4.30000000e-09    zn64
3.89000000e-09    ga64
3.64000000e-09    zn66
3.53000000e-09    si29
3.29000000e-09    ni63
3.20000000e-09    ca42
2.96000000e-09    sc44
2.55000000e-09    ga63
2.43000000e-09    cl34
2.29000000e-09    ti50
2.26000000e-09    v52
1.99000000e-09    k38
1.96200000e-09    v46
1.45000000e-09    p30
1.40100000e-09    co61
1.26100000e-09    cu65
1.25600000e-09    fe59
1.12500000e-09    ni55
1.10000000e-09    k40
9.70000000e-10    ga66
8.10000000e-10    sc46
7.30000000e-10    ga67
7.29000000e-10    ge67
7.21000000e-10    ca44
7.02000000e-10    sc42
6.60000000e-10    ca43
6.60000000e-10    ge66
6.13000000e-10    fe51
6.00000000e-10    ar38
5.74000000e-10    mg24
5.70000000e-10    cl36
5.57000000e-10    cu57
5.56000000e-10    c12
5.00000000e-10    s34
4.99000000e-10    zn67
4.90000000e-10    sc45
4.86000000e-10    o16
4.55000000e-10    co53
4.51000000e-10    sc47
3.74000000e-10    ge68
3.56000000e-10    cl33
3.48000000e-10    p29
3.17000000e-10    mn49
3.15000000e-10    mn57
2.97700000e-10    ga62
2.91000000e-10    ar35
2.90000000e-10    ga68
2.78000000e-10    s31
2.34000000e-10    al27
2.08400000e-10    cr55
1.85500000e-10    ca39
1.78500000e-10    k37
