# L1 Error for e-5 with reference to e-8 for each species (sorted by error)
# L1_Error    Species
1.78000000e-10    p32
1.72000000e-10    cl37
1.40000000e-10    si30
1.31800000e-10    sc41
1.30000000e-10    ar39
1.27100000e-10    ni64
1.15100000e-10    ga69
1.07900000e-10    cr47
9.81000000e-11    ge70
9.30000000e-11    s35
8.80000000e-11    k41
8.80000000e-11    ge69
7.52000000e-11    ca45
6.72000000e-11    v53
6.52000000e-11    zn59
6.50000000e-11    v45
5.95000000e-11    ge65
5.92000000e-11    sc48
5.28000000e-11    as69
4.08700000e-11    cu66
3.72300000e-11    ge71
3.62000000e-11    p33
3.33000000e-11    ar40
3.23300000e-11    zn68
3.12900000e-11    ge64
3.10000000e-11    si27
2.84000000e-11    al26
2.47000000e-11    k42
2.45700000e-11    ti51
2.39700000e-11    fe60
2.31700000e-11    ti43
2.11000000e-11    s36
1.97000000e-11    as71
1.74600000e-11    co62
1.67000000e-11    ne20
1.57200000e-11    as68
1.47000000e-11    mg25
1.43000000e-11    si31
1.17900000e-11    as72
1.11500000e-11    ca46
8.90000000e-12    as70
8.89000000e-12    as73
7.67000000e-12    sc49
6.58000000e-12    se71
6.32000000e-12    ga61
6.14500000e-12    ga70
5.79000000e-12    se74
5.73000000e-12    se72
5.58000000e-12    al25
5.32200000e-12    ge72
4.66000000e-12    se73
4.57000000e-12    k43
3.83000000e-12    s30
3.73200000e-12    ar34
3.58800000e-12    as67
3.48700000e-12    se75
2.70000000e-12    mg26
2.63900000e-12    se70
2.55000000e-12    cl38
2.37400000e-12    ni65
2.22000000e-12    al28
2.20600000e-12    cu67
2.00000000e-12    h2
1.94700000e-12    mn58
1.93000000e-12    cr56
1.78000000e-12    o15
1.65600000e-12    fe50
1.63300000e-12    br75
1.53700000e-12    as66
1.43000000e-12    ni54
1.42400000e-12    ca38
1.30600000e-12    br77
1.22400000e-12    zn69
1.18700000e-12    br76
1.15600000e-12    si32
1.04200000e-12    se76
1.04180000e-12    as74
9.40000000e-13    na23
8.13000000e-13    mg23
7.51000000e-13    ar41
6.65000000e-13    n15
6.57000000e-13    kr78
5.56200000e-13    ga71
5.33000000e-13    al29
5.23000000e-13    n13
4.98700000e-13    kr77
4.41000000e-13    ge63
4.40300000e-13    co63
4.26800000e-13    ge73
4.23200000e-13    cl32
4.20300000e-13    ca47
4.15000000e-13    kr79
4.13000000e-13    p34
4.05000000e-13    na22
3.80000000e-13    he3
3.77900000e-13    ti42
3.73200000e-13    k36
3.38000000e-13    zn58
3.04200000e-13    cu56
3.02000000e-13    co52
2.88500000e-13    cr46
2.67000000e-13    br73
2.54400000e-13    se69
2.41900000e-13    ti52
2.33000000e-13    f17
2.26000000e-13    br74
2.17700000e-13    br78
2.07400000e-13    as75
1.95600000e-13    v54
1.95000000e-13    n14
1.43000000e-13    kr76
1.37000000e-13    o17
1.33800000e-13    mn48
1.32710000e-13    se77
1.27700000e-13    si26
1.18210000e-13    kr80
1.16800000e-13    fe61
1.11700000e-13    rb79
1.10300000e-13    na21
9.81000000e-14    sc40
8.90000000e-14    cl39
8.78000000e-14    h3
8.73400000e-14    rb81
7.49000000e-14    k44
7.39000000e-14    mg27
6.06100000e-14    rb80
5.45200000e-14    br79
4.77700000e-14    p28
4.76000000e-14    br72
4.42000000e-14    ne22
4.39700000e-14    v44
4.18100000e-14    as65
4.10000000e-14    c13
4.07800000e-14    se68
3.60000000e-14    ne21
3.31000000e-14    s37
3.14200000e-14    sc50
3.00000000e-14    b9
2.76400000e-14    ni66
2.74100000e-14    mn59
2.73600000e-14    sr82
2.59000000e-14    zn70
2.54900000e-14    ca48
2.48500000e-14    kr81
2.48400000e-14    ar42
2.32400000e-14    ge74
2.19000000e-14    rb82
2.12800000e-14    sr83
2.11600000e-14    sr81
2.01000000e-14    br71
1.87700000e-14    cu68
1.76900000e-14    ne19
1.60800000e-14    kr74
1.59500000e-14    rb78
1.30450000e-14    sr84
1.28060000e-14    rb83
1.21000000e-14    f20
1.21000000e-14    na24
1.06170000e-14    se78
1.05650000e-14    ga72
1.03800000e-14    ga60
1.01100000e-14    ge62
8.85000000e-15    p35
8.31000000e-15    as76
7.40000000e-15    kr75
6.80000000e-15    rb77
6.60000000e-15    o14
6.41000000e-15    sr80
5.58000000e-15    mg22
5.56100000e-15    cr57
5.40000000e-15    li6
5.11700000e-15    y85
4.97300000e-15    br80
4.66300000e-15    y87
3.87000000e-15    c14
3.70800000e-15    kr82
3.60700000e-15    k45
3.45100000e-15    y86
3.38000000e-15    zr88
3.12300000e-15    zr89
3.04000000e-15    f19
2.46400000e-15    sr79
2.41900000e-15    kr73
2.20000000e-15    f18
2.04300000e-15    y83
2.01300000e-15    al30
1.98500000e-15    zr87
1.93200000e-15    y84
1.83000000e-15    be7
1.77800000e-15    zr90
1.67400000e-15    v55
1.65200000e-15    f21
1.61000000e-15    na25
1.57600000e-15    mg28
1.55900000e-15    ar33
1.54200000e-15    co64
1.52910000e-15    rb84
1.41600000e-15    cl31
1.37300000e-15    se67
1.28800000e-15    nb90
1.22000000e-15    co51
1.21000000e-15    c11
1.01800000e-15    si33
9.52000000e-16    k35
9.50000000e-16    al24
9.36000000e-16    br70
8.06000000e-16    ca37
7.64900000e-16    zr86
6.70000000e-16    b10
6.55000000e-16    nb89
6.19500000e-16    fe62
5.11200000e-16    ti53
5.06000000e-16    ne18
4.96200000e-16    y82
4.93100000e-16    mn47
4.66500000e-16    fe49
4.51400000e-16    ge75
4.26300000e-16    as77
4.19400000e-16    rb85
3.87000000e-16    se79
3.29000000e-16    ni53
3.16000000e-16    li7
3.11500000e-16    br81
2.78700000e-16    ga73
2.52000000e-16    rb76
2.38600000e-16    cl40
2.26200000e-16    o19
2.08900000e-16    kr83
1.91000000e-16    o18
1.89200000e-16    zr85
1.86900000e-16    cr45
1.83100000e-16    nb88
1.82600000e-16    s38
1.80000000e-16    be9
1.70600000e-16    sr78
1.68800000e-16    kr72
1.67700000e-16    zn71
1.65760000e-16    cu69
1.65000000e-16    ne23
1.45600000e-16    s29
1.39600000e-16    y81
1.34000000e-16    b11
1.30600000e-16    cu55
1.20200000e-16    sc51
1.05900000e-16    ar43
1.01160000e-16    ni67
8.88000000e-17    p27
8.53000000e-17    zn57
8.48000000e-17    y80
7.68400000e-17    mo90
6.81800000e-17    ti41
5.79000000e-17    rb75
4.59300000e-17    nb87
3.59200000e-17    ca49
2.96100000e-17    mn60
2.93300000e-17    zr84
2.69000000e-17    v43
2.23100000e-17    k46
1.98300000e-17    ga59
1.64200000e-17    kr84
1.58400000e-17    na20
1.28740000e-17    cr58
1.16400000e-17    br69
1.07440000e-17    co65
9.40600000e-18    se80
9.14000000e-18    al31
7.95000000e-18    mo89
6.67700000e-18    ge76
6.29000000e-18    rb74
5.99000000e-18    sr77
5.48100000e-18    zr83
4.45000000e-18    na26
3.67000000e-18    si25
3.64000000e-18    nb85
2.69400000e-18    as78
2.59600000e-18    br82
2.56300000e-18    cl41
2.25300000e-18    si34
2.21700000e-18    p36
2.07100000e-18    ne24
1.64600000e-18    zr82
1.40470000e-18    ga74
1.32790000e-18    zn72
1.11600000e-18    tc91
1.09800000e-18    al23
1.08880000e-18    fe63
7.58200000e-19    kr71
6.86100000e-19    ar44
6.64000000e-19    sr76
6.46500000e-19    kr85
4.80000000e-19    mg29
3.52900000e-19    ar32
3.42200000e-19    mo87
3.20000000e-19    y79
2.77000000e-19    mo88
2.64900000e-19    na19
2.49000000e-19    ca36
2.45500000e-19    br83
2.19700000e-19    k47
1.92000000e-19    n12
1.87100000e-19    tc90
1.48500000e-19    se81
1.25700000e-19    zr81
1.11890000e-19    fe48
1.10000000e-19    nb86
1.08230000e-19    mn61
1.01200000e-19    b8
8.99600000e-20    ni52
8.41000000e-20    s39
7.82900000e-20    co50
5.35100000e-20    nb84
4.65700000e-20    ge77
4.31900000e-20    kr86
4.10000000e-20    mg21
3.95000000e-20    rb73
3.91900000e-20    mo86
3.83900000e-20    tc89
3.80100000e-20    as79
3.16600000e-20    br68
2.28300000e-20    cr44
2.16300000e-20    s28
1.98100000e-20    mn46
7.02000000e-21    na27
6.76600000e-21    se82
4.37800000e-21    sr75
4.30200000e-21    ne17
4.17000000e-21    ga75
2.76000000e-21    zr80
2.60500000e-21    kr70
2.23900000e-21    p37
1.55500000e-21    cl42
1.53420000e-21    mo85
7.03000000e-22    ar45
6.51100000e-22    si24
5.84300000e-22    ge78
5.68400000e-22    nb82
4.60000000e-22    y78
3.80630000e-22    kr87
1.67800000e-22    s40
1.33190000e-22    se83
1.18900000e-22    k48
8.32000000e-23    y77
8.25700000e-23    mg20
6.20000000e-23    nb83
1.79900000e-23    sr74
1.73500000e-23    zr79
5.97100000e-24    kr69
5.76500000e-24    ni51
4.08600000e-24    mo84
3.85000000e-24    cl43
3.35300000e-24    fe47
2.92300000e-24    al22
7.80000000e-25    ar46
3.99400000e-25    p38
2.04500000e-25    s41
8.54000000e-26    y76
7.50200000e-26    mo83
6.14300000e-26    k49
1.81600000e-26    zr78
6.42700000e-27    cl44
3.52800000e-28    si23
2.76410000e-28    s42
2.34700000e-28    y75
1.71330000e-29    cl45
