# L1 Error for e-1 with reference to e-8 for each species (sorted by error)
# L1_Error    Species
1.31190000e-09    h2
1.28761000e-09    se71
1.15427000e-09    as73
1.03876000e-09    ti43
7.53800000e-10    k43
7.32990000e-10    ge64
7.12960000e-10    al25
6.95250000e-10    cl38
6.87100000e-10    zn59
6.55940000e-10    ge72
6.37592000e-10    ga70
4.61450000e-10    s30
4.05350000e-10    he3
3.67523000e-10    mn58
3.62304000e-10    ar34
3.50630000e-10    al28
3.38163000e-10    cr56
3.32759000e-10    se75
2.89175000e-10    br75
2.87400000e-10    mg26
2.86550000e-10    na23
2.77630000e-10    ni65
2.44750000e-10    se70
2.32599000e-10    cu67
2.29688000e-10    si32
1.72720000e-10    as67
1.33146000e-10    o15
1.25998000e-10    al29
1.20929000e-10    ar41
1.10962000e-10    n14
1.07752000e-10    ca38
1.07302000e-10    zn69
1.04439000e-10    br76
1.04216000e-10    mg23
1.03928000e-10    br74
9.75920000e-11    p34
9.60630000e-11    n13
9.22300000e-11    br77
8.53820000e-11    br73
8.13230000e-11    se76
7.47606000e-11    as74
6.44035000e-11    ca47
5.79880000e-11    kr78
5.76990000e-11    f17
5.63080000e-11    fe50
5.60010000e-11    na22
5.32467000e-11    co63
4.90978000e-11    kr77
4.84100000e-11    ni54
4.37853000e-11    ga71
3.89743000e-11    kr76
3.51085000e-11    cl32
3.48957000e-11    ti52
3.30600000e-11    ga61
3.12316000e-11    ge73
3.09830000e-11    as66
3.04372000e-11    v54
2.66515000e-11    k36
2.58280000e-11    n15
2.52820000e-11    o17
2.32918000e-11    kr79
2.23490000e-11    ne21
1.86649000e-11    ti42
1.65609000e-11    na21
1.37700000e-11    c13
1.35272000e-11    si26
1.34638000e-11    cl39
1.32475000e-11    fe61
1.25544000e-11    f20
1.24566000e-11    as75
1.16393000e-11    se69
1.15516000e-11    co52
1.11499000e-11    cr46
9.97820000e-12    br78
9.81940000e-12    k44
9.33240000e-12    kr75
7.65820000e-12    mg27
7.50730000e-12    zn58
7.41868000e-12    se77
7.35830000e-12    rb79
6.21860000e-12    br72
5.83742000e-12    kr80
5.64520000e-12    mn48
5.57450000e-12    cu56
5.46290000e-12    s37
4.83090000e-12    sc40
4.54728000e-12    sc50
3.99996000e-12    rb81
3.87958000e-12    p28
3.36093000e-12    ca48
3.23030000e-12    li6
3.21343000e-12    ar42
2.99775000e-12    rb80
2.77650000e-12    b9
2.72790000e-12    mn59
2.49971000e-12    ni66
2.49716000e-12    br79
2.35969000e-12    f18
2.18156000e-12    kr74
1.98770000e-12    ne19
1.77720000e-12    zn70
1.62527000e-12    c11
1.44946000e-12    o14
1.34848000e-12    ge74
1.34536000e-12    p35
1.30866000e-12    cu68
1.23027000e-12    v44
1.22730000e-12    sr82
1.22421000e-12    kr81
1.00510000e-12    ge63
9.99470000e-13    sr81
9.72700000e-13    rb82
9.55120000e-13    se68
9.46090000e-13    br71
9.27080000e-13    sr83
8.97410000e-13    rb78
7.44370000e-13    rb77
7.36830000e-13    be7
6.97460000e-13    f19
5.91940000e-13    ga72
5.70920000e-13    mg22
5.69959000e-13    sr84
5.49330000e-13    cr57
5.26895000e-13    rb83
4.66824000e-13    se78
4.16535000e-13    as76
4.06300000e-13    sr80
3.87480000e-13    k45
3.63030000e-13    as65
2.80050000e-13    b10
2.68003000e-13    al30
2.53123000e-13    y85
2.36900000e-13    na24
2.35407000e-13    f21
2.33046000e-13    mg28
1.96200000e-13    h3
1.88120000e-13    na25
1.87714000e-13    br80
1.71379000e-13    y87
1.65800000e-13    y86
1.60839000e-13    kr82
1.51500000e-13    sr79
1.44382000e-13    kr73
1.37797000e-13    v55
1.32173000e-13    si33
1.27739000e-13    co64
1.12968000e-13    zr89
1.10500000e-13    ne22
1.04543000e-13    y84
1.01699000e-13    zr88
1.01280000e-13    ar33
1.00462000e-13    cl31
1.00095000e-13    y83
7.89000000e-14    al24
6.94330000e-14    zr87
6.84600000e-14    ge62
6.41670000e-14    rb76
6.34416000e-14    rb84
6.02600000e-14    ga60
5.86220000e-14    k35
5.46801000e-14    zr90
5.46480000e-14    ne18
5.43244000e-14    fe62
4.54590000e-14    ca37
4.54550000e-14    ti53
4.53710000e-14    o18
4.13500000e-14    be9
3.76360000e-14    co51
3.69621000e-14    nb90
3.39287000e-14    zr86
3.07313000e-14    o19
2.44569000e-14    ge75
2.37415000e-14    s38
2.36646000e-14    cl40
2.36630000e-14    se79
2.35478000e-14    nb89
2.20508000e-14    y82
2.15200000e-14    c14
2.04805000e-14    as77
1.90471000e-14    rb85
1.83190000e-14    br70
1.66907000e-14    br81
1.66408000e-14    kr83
1.62960000e-14    sr78
1.32103000e-14    mn47
1.32046000e-14    ga73
1.26298000e-14    fe49
1.20460000e-14    li7
1.18202000e-14    zn71
1.17355000e-14    zr85
1.04282000e-14    sc51
9.53990000e-15    ar43
9.22000000e-15    ni53
9.18700000e-15    s29
8.92406000e-15    cu69
8.00310000e-15    rb75
7.63960000e-15    y81
6.60477000e-15    ni67
6.50540000e-15    ne23
6.42650000e-15    nb88
6.10270000e-15    p27
5.63190000e-15    y80
5.55310000e-15    cr45
5.21500000e-15    kr72
4.22700000e-15    b11
3.79720000e-15    ca49
3.67800000e-15    se67
2.92213000e-15    ti41
2.36962000e-15    nb87
2.27114000e-15    k46
2.24078000e-15    mn60
2.19580000e-15    cu55
1.97806000e-15    mo90
1.88275000e-15    zr84
1.82720000e-15    zn57
1.43113000e-15    na20
1.14481000e-15    al31
1.09198000e-15    kr84
1.03071000e-15    sr77
8.48744000e-16    cr58
8.30100000e-16    v43
6.66529000e-16    co65
6.43548000e-16    se80
5.42553000e-16    br82
4.40415000e-16    ge76
4.40080000e-16    mo89
3.86290000e-16    nb86
3.22792000e-16    si34
3.01610000e-16    na26
2.84160000e-16    ga59
2.51588000e-16    zr83
2.39005000e-16    p36
2.31013000e-16    cl41
2.16681000e-16    si25
2.03170000e-16    rb74
1.96523000e-16    as78
1.86080000e-16    br69
1.48374000e-16    ne24
1.10238000e-16    zr82
8.21730000e-17    n12
8.17769000e-17    ga74
8.04595000e-17    zn72
7.66160000e-17    y79
7.06040000e-17    al23
6.81110000e-17    nb85
6.53808000e-17    fe63
6.14812000e-17    ar44
5.55510000e-17    kr85
5.18700000e-17    sr76
5.09330000e-17    mo88
4.52430000e-17    mg29
4.09410000e-17    tc91
3.44668000e-17    b8
2.41939000e-17    k47
2.30665000e-17    br83
1.84475000e-17    ar32
1.51544000e-17    se81
1.42728000e-17    na19
1.23371000e-17    ca36
9.91650000e-18    mo87
9.33160000e-18    s39
8.75790000e-18    kr71
5.38003000e-18    mn61
4.91656000e-18    as79
4.59410000e-18    tc90
3.04938000e-18    ge77
2.91980000e-18    zr81
2.71907000e-18    fe48
2.62138000e-18    mg21
2.42041000e-18    ni52
1.85308000e-18    co50
1.68590000e-18    rb73
1.14970000e-18    ga75
1.07888000e-18    s28
1.07881000e-18    kr86
7.70880000e-19    nb84
7.13050000e-19    na27
6.40030000e-19    cr44
6.07850000e-19    y78
5.80010000e-19    zr80
3.97480000e-19    mn46
3.62610000e-19    tc89
3.40429000e-19    ne17
2.92250000e-19    mo86
2.58452000e-19    p37
2.43583000e-19    cl42
1.97749000e-19    se82
1.93470000e-19    br68
1.08703000e-19    ar45
8.52790000e-20    nb83
5.43530000e-20    sr75
3.26260000e-20    si24
2.62758000e-20    s40
2.47604000e-20    ge78
1.42978000e-20    k48
1.12570000e-20    kr70
8.95140000e-21    nb82
4.39026000e-21    mg20
4.04519000e-21    kr87
3.90400000e-21    mo85
2.56460000e-21    y77
1.22281000e-21    se83
5.40314000e-22    ar46
4.87706000e-22    cl43
1.80880000e-22    zr79
1.69120000e-22    sr74
1.39012000e-22    fe47
1.07229000e-22    ni51
8.54970000e-23    al22
3.04560000e-23    kr69
2.40710000e-23    p38
1.25008000e-23    mo84
8.28221000e-24    k49
7.17510000e-24    s41
1.20600000e-24    y76
3.02820000e-25    mo83
2.71000000e-25    zr78
1.36747000e-25    cl44
9.27090000e-27    si23
3.02069000e-27    s42
2.31500000e-28    y75
1.26037000e-28    cl45
