# L1 Error for e-4 with reference to e-8 for each species (sorted by error)
# L1_Error    Species
6.06000000e-06    co55
4.90000000e-06    ni56
4.74000000e-06    ni57
3.38000000e-06    fe52
2.34900000e-06    ni58
2.30000000e-06    s32
1.54000000e-06    si28
1.39000000e-06    fe54
1.33000000e-06    ca40
1.25800000e-06    fe53
4.40000000e-07    ar36
3.96000000e-07    prot
2.90000000e-07    cr48
1.55100000e-07    mn51
5.28000000e-08    he4
4.25000000e-08    cr49
3.46000000e-08    co56
3.32000000e-08    co54
3.30000000e-08    cr50
2.13200000e-08    cu59
1.99000000e-08    ti44
1.03900000e-08    p29
1.01800000e-08    k39
5.53000000e-09    cl33
3.95200000e-09    cl35
2.72900000e-09    v47
2.59100000e-09    zn60
2.48500000e-09    mn50
2.45000000e-09    fe55
1.85400000e-09    ni55
1.58900000e-09    cu58
1.57800000e-09    ar37
1.57700000e-09    s33
1.47500000e-09    ca41
1.42300000e-09    p31
1.27300000e-09    ca39
1.23400000e-09    p30
1.07100000e-09    k38
8.55000000e-10    si29
8.40000000e-10    co53
7.86000000e-10    ti45
7.17000000e-10    fe51
5.79000000e-10    k37
5.74000000e-10    cu57
5.60000000e-10    ti46
4.73000000e-10    ni59
4.71000000e-10    cl34
4.53000000e-10    ar35
4.12600000e-10    s30
2.80000000e-10    mn52
2.70000000e-10    mg24
2.50000000e-10    s31
2.41600000e-10    ar34
2.27600000e-10    mn49
1.76460000e-10    zn61
1.65100000e-10    cu60
1.59400000e-10    sc41
1.21500000e-10    ar38
1.15400000e-10    v46
9.43700000e-11    zn62
8.20000000e-11    co57
7.02000000e-11    sc43
5.09000000e-11    s34
5.01900000e-11    cr47
3.27800000e-11    ca42
3.18000000e-11    fe56
2.63000000e-11    o16
2.61200000e-11    ni60
2.10000000e-11    mn53
2.01500000e-11    sc42
1.74900000e-11    ca38
1.34900000e-11    v48
1.15200000e-11    si27
7.10000000e-12    cr51
6.37000000e-12    cu61
4.76000000e-12    v45
2.80200000e-12    ti43
1.90000000e-12    c12
1.70000000e-12    cr52
1.44000000e-12    si30
1.31900000e-12    ni54
1.15160000e-12    mn54
9.51000000e-13    al27
7.07000000e-13    fe50
4.93000000e-13    zn59
4.51300000e-13    co58
4.10000000e-13    v49
2.18980000e-13    zn63
2.05000000e-13    ti42
1.95700000e-13    al26
1.88700000e-13    ga63
1.35000000e-13    al25
1.15500000e-13    ti47
1.14600000e-13    cl36
1.14200000e-13    si26
9.30000000e-14    ne20
6.45000000e-14    cr46
6.40100000e-14    ga62
4.05000000e-14    k40
3.97000000e-14    cl32
3.66000000e-14    k36
1.98800000e-14    ge64
1.89600000e-14    p32
1.87000000e-14    sc44
1.37700000e-14    mn48
1.34300000e-14    zn58
1.33500000e-14    mg23
1.11600000e-14    mg25
6.74100000e-15    v50
6.46600000e-15    cu62
5.93400000e-15    ga64
5.46000000e-15    ti48
3.62100000e-15    mn55
3.36800000e-15    fe57
3.10000000e-15    n13
2.76000000e-15    o15
2.39440000e-15    ge66
2.10800000e-15    neut
1.88300000e-15    sc45
1.11820000e-15    ni61
8.21000000e-16    co59
7.37100000e-16    cl37
7.26400000e-16    ge65
6.81900000e-16    cr53
6.50000000e-16    co52
5.40000000e-16    f17
4.42000000e-16    zn64
3.60400000e-16    ga65
3.36500000e-16    cl31
3.34320000e-16    f20
2.05100000e-16    o14
2.00000000e-16    sc40
1.78700000e-16    ga61
1.39500000e-16    na21
1.31400000e-16    ar39
1.12960000e-16    v51
1.02300000e-16    k35
9.89000000e-17    n14
9.87000000e-17    na22
9.21000000e-17    s35
8.21000000e-17    k41
7.98000000e-17    mg22
7.54000000e-17    ar33
6.68500000e-17    ge63
5.80000000e-17    p28
4.89100000e-17    cu63
4.50000000e-17    cu56
4.19900000e-17    p33
4.16700000e-17    na23
4.10000000e-17    ca43
3.42000000e-17    mg26
3.08100000e-17    co51
2.31300000e-17    ca37
1.00450000e-17    ca44
4.84600000e-18    he3
3.61530000e-18    ge67
3.08740000e-18    ni62
2.31400000e-18    c11
2.26000000e-18    v44
1.99400000e-18    al28
1.91830000e-18    sc46
1.62820000e-18    fe58
1.21700000e-18    ne21
1.20800000e-18    n15
1.20200000e-18    si31
1.06320000e-18    zn65
9.19000000e-19    ne19
8.31500000e-19    as67
7.30000000e-19    ne18
7.07000000e-19    h2
6.83100000e-19    as66
6.56000000e-19    ti49
5.67000000e-19    fe49
5.55000000e-19    ni53
5.29000000e-19    p27
4.31600000e-19    ga66
4.13600000e-19    ge68
2.28600000e-19    mn47
2.25300000e-19    c13
1.93000000e-19    al24
1.36000000e-19    s29
1.33870000e-19    cr54
6.54550000e-20    f21
5.48660000e-20    se68
4.62000000e-20    f18
3.72500000e-20    s36
2.71820000e-20    se70
1.91500000e-20    cu55
1.62800000e-20    v43
1.42930000e-20    as68
1.33120000e-20    as69
1.12700000e-20    ga67
8.80000000e-21    ga60
7.50800000e-21    mn56
7.13000000e-21    ar32
6.73600000e-21    ti50
4.80000000e-21    ti41
4.55000000e-21    ge62
4.30480000e-21    zn66
4.30000000e-21    ar40
3.77900000e-21    al29
3.63400000e-21    ca36
3.44600000e-21    ne22
3.03100000e-21    co60
2.95100000e-21    sc47
2.86000000e-21    as65
1.76800000e-21    b9
1.67070000e-21    se69
1.33920000e-21    cu64
1.07000000e-21    cr45
1.05810000e-21    k42
8.16000000e-22    si25
6.75500000e-22    se67
6.30110000e-22    o19
4.59600000e-22    f19
3.55310000e-22    v52
3.00000000e-22    o17
2.74000000e-22    zn57
2.67130000e-22    se71
1.94100000e-22    ni52
1.56980000e-22    ca45
1.09010000e-22    na24
8.21100000e-23    ge69
4.40000000e-23    ga59
3.33900000e-23    cl38
3.33500000e-23    si32
2.18310000e-23    se72
2.06100000e-23    s28
2.05000000e-23    al23
1.98500000e-23    fe48
1.30060000e-23    br71
1.30000000e-23    na20
9.43400000e-24    as70
6.10100000e-24    ni63
6.08400000e-24    mg27
5.05100000e-24    li6
3.29100000e-24    be7
2.24670000e-24    co61
1.96450000e-24    fe59
1.92000000e-24    ge70
1.67300000e-24    p34
1.56966000e-24    cu65
1.49890000e-24    as71
1.41350410e-24    kr76
1.37290788e-24    sr82
1.22800000e-24    cr44
1.09729519e-24    kr78
1.06286000e-24    ga68
1.04500000e-24    c14
7.85095130e-25    zr86
7.85081810e-25    sr80
4.67090000e-25    h3
4.34000000e-25    na19
2.93830000e-25    kr74
2.91000000e-25    n12
2.61100000e-25    k43
2.27481220e-25    se74
2.04410000e-25    ca46
2.00380000e-25    br72
1.88687945e-25    rb79
1.76000000e-25    co50
1.49810000e-25    kr72
1.45250000e-25    mn57
1.32370000e-25    sc48
1.20500000e-25    o18
1.04255538e-25    y83
9.99395200e-26    br75
9.39500000e-26    br73
8.49558490e-26    kr77
8.34910000e-26    cr55
7.08410000e-26    kr73
5.70804890e-26    sr81
5.05883874e-26    sr84
4.73149633e-26    y85
4.28887538e-26    nb87
3.84866430e-26    mo90
3.66763811e-26    zr84
3.40910000e-26    zn67
2.36100000e-26    b10
2.32360000e-26    ar41
2.31869202e-26    rb85
1.74739567e-26    zr87
1.68703000e-26    kr75
1.58970000e-26    na25
1.53814220e-26    zr88
1.50900000e-26    b11
1.48600000e-26    br69
1.28951744e-26    rb81
1.25918063e-26    zr85
1.21000000e-26    mg21
1.16753210e-26    rb77
1.15742000e-26    v53
1.09240000e-26    br70
1.07100000e-26    si24
9.16754200e-27    mo88
8.76480527e-27    sr79
8.51700000e-27    ne17
8.25444950e-27    sr83
