# L1 Error for e-4 with reference to e-8 for each species (sorted by error)
# L1_Error    Species
6.94636160e-27    nb89
6.48165356e-27    y80
4.93199630e-27    kr80
4.72229043e-27    mo89
4.65662981e-27    kr86
3.85448050e-27    sr78
3.83370000e-27    ti51
3.54021000e-27    ga69
3.49500000e-27    be9
3.14589346e-27    y81
2.98411377e-27    br77
2.20500000e-27    se73
1.65219101e-27    kr79
1.52771364e-27    zr83
1.40739000e-27    ni64
1.23535654e-27    y84
1.18958081e-27    nb88
9.47881300e-28    rb78
7.90686940e-28    zr82
7.39772310e-28    y82
6.21910000e-28    sc49
5.67143920e-28    rb80
5.40230000e-28    cl39
5.36655300e-28    sr76
4.84881170e-28    br76
4.27666340e-28    se76
4.12997760e-28    nb86
4.04379640e-28    tc91
3.50728270e-28    se75
3.31847000e-28    as72
3.26664320e-28    rb83
2.88530000e-28    br74
2.44211390e-28    as73
1.98800000e-28    mn46
1.66620000e-28    mg28
1.66583100e-28    rb84
1.56988550e-28    kr82
1.36798850e-28    nb90
1.32540170e-28    kr81
1.27719760e-28    br79
1.23265350e-28    br81
1.16370000e-28    s37
1.15098580e-28    kr84
1.07435900e-28    y86
1.03291930e-28    sr77
1.00018995e-28    as75
9.86150790e-29    se78
9.01542780e-29    ge72
8.65366400e-29    rb82
8.41123400e-29    y87
8.22580500e-29    mo87
7.89700000e-29    rb75
7.32852100e-29    se77
6.93840900e-29    kr83
6.88530600e-29    se82
6.67888770e-29    br80
6.54798500e-29    kr85
6.53080000e-29    p35
6.47154200e-29    zr89
6.23449010e-29    as77
5.99723400e-29    br82
5.33353650e-29    ge74
5.27857400e-29    se80
5.01076000e-29    rb76
4.86804680e-29    br78
4.72108690e-29    br83
4.08168570e-29    as74
3.36610000e-29    fe60
3.30106800e-29    zr80
2.91192280e-29    ge76
2.65595790e-29    ga71
2.49658180e-29    se79
2.42498660e-29    as79
2.32397300e-29    ge73
2.29384440e-29    as76
1.97195080e-29    si23
1.93790000e-29    ge71
1.83092760e-29    ga70
1.66388940e-29    ge78
1.56000000e-29    ne23
1.55422870e-29    ga73
1.37048000e-29    zn68
1.13669000e-29    li7
1.08056800e-29    zr90
1.04980080e-29    zn70
1.04279740e-29    ge75
9.55066800e-30    se81
9.19237000e-30    cu66
9.06707900e-30    ga75
8.52748210e-30    se83
8.34074200e-30    cu67
7.17521800e-30    nb85
6.51614700e-30    mo85
6.24819500e-30    tc90
6.11430000e-30    rb74
5.85107800e-30    as78
5.38692500e-30    zr79
5.36119400e-30    zn69
5.25000000e-30    mg20
5.19055600e-30    zr81
5.07257430e-30    nb84
4.86084000e-30    fe63
4.79444600e-30    mn60
4.67019770e-30    sr74
4.57556300e-30    mo83
4.51000000e-30    al30
4.50801200e-30    cr57
4.49890950e-30    k49
4.44475000e-30    mn61
4.41787400e-30    zr78
4.36322120e-30    cl43
4.32802100e-30    cr58
4.31899100e-30    k47
4.28055500e-30    v55
4.27690740e-30    cl45
4.27323000e-30    co64
4.17915020e-30    ar46
4.16273800e-30    v54
4.15203940e-30    k48
4.15131400e-30    zn71
4.12551000e-30    co62
4.07908900e-30    sc51
4.04108800e-30    ti53
4.01746620e-30    s40
3.99394990e-30    s42
3.94991360e-30    p37
3.89064000e-30    sr75
3.87573300e-30    sc50
3.83786130e-30    cl44
3.83663300e-30    ar43
3.75642400e-30    ar45
3.70524080e-30    cl40
3.65346950e-30    s41
3.61697550e-30    cl42
3.57091900e-30    s39
3.38619310e-30    kr69
3.34526000e-30    mo86
3.31000000e-30    br68
3.27497900e-30    k46
3.26865200e-30    ca49
3.25419200e-30    cu68
3.21151300e-30    si34
3.20989800e-30    ti52
3.13395600e-30    ni67
3.09163370e-30    p38
3.08302200e-30    mn59
3.07435280e-30    cl41
3.03816500e-30    nb83
3.03294200e-30    co63
2.92398960e-30    p36
2.91554240e-30    al31
2.79873000e-30    cr56
2.74330500e-30    ni65
2.74070760e-30    s38
2.72541500e-30    ar44
2.67861750e-30    mg29
2.65087100e-30    ge77
2.60792200e-30    mo84
2.55725500e-30    zn72
2.54311300e-30    co65
2.51286600e-30    na27
2.45583200e-30    kr87
2.42975100e-30    na26
2.26748000e-30    k44
2.25221460e-30    y77
2.22250830e-30    ne24
2.20958200e-30    k45
2.19362000e-30    y78
2.15582900e-30    fe62
1.99007800e-30    fe61
1.98855200e-30    fe47
1.88603700e-30    y79
1.74087700e-30    ga72
1.73927000e-30    rb73
1.73085000e-30    ca47
1.69315600e-30    al22
1.66093200e-30    ca48
1.58341600e-30    mn58
1.51286600e-30    ni66
1.39160108e-30    y75
1.29566208e-30    y76
1.11687000e-30    ar42
9.95693000e-31    tc89
8.78625000e-31    nb82
6.60483000e-31    cu69
6.51670000e-31    si33
6.12700000e-31    b8
5.35000000e-31    kr71
4.41661000e-31    ga74
3.51000000e-31    ni51
1.48100000e-31    kr70
