# L1 Error for e-3 with reference to e-8 for each species (sorted by error)
# L1_Error    Species
7.53007000e-30    nb85
7.44161300e-30    na26
7.30167000e-30    nb82
6.78166530e-30    ne24
6.75912000e-30    ge75
6.59036000e-30    cu67
6.38133000e-30    ge73
6.37109000e-30    se79
6.30913100e-30    fe47
6.01647000e-30    as79
6.01422000e-30    zn70
5.14336000e-30    cr56
5.00416000e-30    as76
4.80279308e-30    y75
4.50060308e-30    y76
3.44486200e-30    rb73
1.82620000e-30    ga70
1.31450000e-30    cu66
1.29408000e-30    ge78
1.11696000e-30    ga73
6.88889000e-31    al22
