# L1 Error for e-7 with reference to e-8 for each species (sorted by error)
# L1_Error    Species
1.40000000e-06    fe54
9.30000000e-07    fe56
6.90000000e-07    ni58
5.80000000e-07    co55
5.10000000e-07    fe55
3.90000000e-07    ni57
2.90000000e-07    co58
2.90000000e-07    ni60
2.70000000e-07    mn54
2.70000000e-07    co57
2.50000000e-07    ni59
2.40000000e-07    mn53
2.30000000e-07    cr52
2.20000000e-07    co56
2.00000000e-07    he4
1.70000000e-07    fe53
1.68000000e-07    ni56
1.45000000e-07    fe57
1.30000000e-07    cr51
9.30000000e-08    co59
8.90000000e-08    mn55
7.90000000e-08    ni61
6.20000000e-08    mn51
6.00000000e-08    prot
5.00000000e-08    cr50
4.40000000e-08    fe52
3.50000000e-08    cu62
3.50000000e-08    cu61
3.30000000e-08    cr53
3.20000000e-08    v49
1.68000000e-08    v50
1.60000000e-08    cu59
1.50000000e-08    cu63
1.50000000e-08    cr49
1.42000000e-08    fe58
1.27000000e-08    v51
1.16000000e-08    ni62
1.12000000e-08    zn64
1.00000000e-08    mn52
9.00000000e-09    zn63
7.70000000e-09    ca40
7.60000000e-09    ti48
7.00000000e-09    v48
6.60000000e-09    s32
6.60000000e-09    ti47
5.90000000e-09    ar36
5.80000000e-09    cr48
4.50000000e-09    co60
4.30000000e-09    si28
4.00000000e-09    ti46
3.50000000e-09    cr54
3.00000000e-09    co54
3.00000000e-09    cu60
2.80000000e-09    zn65
2.72000000e-09    mn56
1.50000000e-09    v47
1.40000000e-09    k39
1.40000000e-09    zn62
1.22000000e-09    ti49
1.19000000e-09    cu64
1.05000000e-09    sc45
9.00000000e-10    s34
8.10000000e-10    ga65
7.40000000e-10    neut
6.40000000e-10    ti44
6.30000000e-10    cu58
6.00000000e-10    zn66
6.00000000e-10    ca42
5.20000000e-10    si29
5.00000000e-10    s33
5.00000000e-10    ar38
4.50000000e-10    sc44
4.20000000e-10    ga66
4.00000000e-10    zn61
3.90000000e-10    v52
3.50000000e-10    ni63
3.50000000e-10    ga67
3.20000000e-10    ti50
3.10000000e-10    si30
3.10000000e-10    zn60
3.00000000e-10    p31
2.80000000e-10    ca43
2.50000000e-10    k40
2.50000000e-10    sc46
2.30000000e-10    ga64
2.20000000e-10    cl36
2.00000000e-10    ar37
2.00000000e-10    mn50
1.57000000e-10    fe59
1.55000000e-10    co61
1.29000000e-10    ca44
1.26000000e-10    ge68
1.07000000e-10    c12
1.05000000e-10    p32
1.00000000e-10    cl35
1.00000000e-10    ti45
9.70000000e-11    cl37
9.30000000e-11    cu65
8.90000000e-11    ge67
8.60000000e-11    o16
7.70000000e-11    k41
7.20000000e-11    ni55
6.80000000e-11    sc47
6.70000000e-11    ar39
4.90000000e-11    cu57
4.80000000e-11    v46
4.80000000e-11    ge69
4.70000000e-11    ge66
4.50000000e-11    al27
4.20000000e-11    mn57
4.00000000e-11    sc43
4.00000000e-11    s35
3.30000000e-11    ga68
3.00000000e-11    cl34
3.00000000e-11    k38
3.00000000e-11    ga63
3.00000000e-11    co53
3.00000000e-11    p30
2.90000000e-11    zn67
2.54000000e-11    cr55
2.10000000e-11    mg24
1.84000000e-11    p33
1.80000000e-11    sc42
1.70000000e-11    fe51
1.20000000e-11    ge70
1.00000000e-11    cl33
1.00000000e-11    mn49
7.60000000e-12    ca45
7.50000000e-12    ni64
6.60000000e-12    v53
6.60000000e-12    as69
6.20000000e-12    sc48
6.00000000e-12    si31
