# L1 Error for e-7 with reference to e-8 for each species (sorted by error)
# L1_Error    Species
5.80000000e-12    mg25
5.60000000e-12    ar40
5.10000000e-12    k37
5.10000000e-12    ga69
5.00000000e-12    ar35
4.50000000e-12    ca39
4.40000000e-12    ga62
4.30000000e-12    k42
4.00000000e-12    as70
3.70000000e-12    s36
3.70000000e-12    as71
3.60000000e-12    sc41
3.00000000e-12    s31
2.50000000e-12    al26
2.32000000e-12    ti51
2.30000000e-12    ge65
2.22000000e-12    al28
2.10000000e-12    mg26
2.00000000e-12    p29
1.79000000e-12    fe60
1.60000000e-12    ne20
1.45000000e-12    se72
1.40000000e-12    zn59
1.32000000e-12    cu66
1.14000000e-12    co62
9.70000000e-13    as68
8.60000000e-13    zn68
8.10000000e-13    ca46
8.00000000e-13    v45
7.90000000e-13    se71
7.00000000e-13    si27
6.70000000e-13    ge71
6.60000000e-13    ge64
6.20000000e-13    se73
6.00000000e-13    cr47
5.20000000e-13    cl38
5.00000000e-13    sc49
4.40000000e-13    as72
3.90000000e-13    na23
3.60000000e-13    al25
2.70000000e-13    he3
2.70000000e-13    k43
2.40000000e-13    ti43
2.16000000e-13    se70
2.03000000e-13    al29
2.00000000e-13    h2
1.94000000e-13    si32
1.72000000e-13    n15
1.60000000e-13    se74
1.52000000e-13    as67
1.47000000e-13    o15
1.37000000e-13    mn58
1.20000000e-13    cr56
1.00000000e-13    ga61
8.60000000e-14    p34
7.00000000e-14    se75
5.00000000e-14    as73
4.80000000e-14    br77
4.70000000e-14    br73
4.50000000e-14    na22
4.40000000e-14    ar41
4.20000000e-14    as66
4.10000000e-14    mg23
3.90000000e-14    ni65
3.40000000e-14    n13
3.40000000e-14    se76
3.40000000e-14    kr78
3.20000000e-14    br76
3.00000000e-14    ne21
2.90000000e-14    c13
2.90000000e-14    br74
2.60000000e-14    ar34
2.30000000e-14    ni54
2.18000000e-14    kr79
2.00000000e-14    s30
2.00000000e-14    ga70
1.76000000e-14    ca47
1.73000000e-14    as74
1.70000000e-14    kr77
1.70000000e-14    cu67
1.60000000e-14    o17
1.40000000e-14    ge72
1.40000000e-14    n14
1.16000000e-14    se69
1.07000000e-14    mg27
1.03000000e-14    v54
1.00000000e-14    ti52
9.80000000e-15    cl32
9.70000000e-15    co63
8.60000000e-15    br78
7.80000000e-15    h3
7.40000000e-15    zn58
7.36000000e-15    kr80
7.00000000e-15    ca38
6.60000000e-15    ne22
6.60000000e-15    ge73
6.60000000e-15    rb79
6.27000000e-15    rb81
6.00000000e-15    f17
6.00000000e-15    fe50
6.00000000e-15    br75
5.80000000e-15    cu56
5.60000000e-15    ga71
5.50000000e-15    as75
5.10000000e-15    na21
5.00000000e-15    cl39
4.96000000e-15    se77
4.80000000e-15    k36
3.80000000e-15    f20
3.73000000e-15    rb80
3.70000000e-15    na24
3.60000000e-15    si26
3.50000000e-15    br72
3.30000000e-15    co52
2.80000000e-15    li6
2.80000000e-15    k44
2.63000000e-15    br79
2.60000000e-15    s37
2.50000000e-15    cr46
2.50000000e-15    kr76
2.50000000e-15    kr75
2.34000000e-15    sr82
2.10000000e-15    fe61
2.03000000e-15    sr83
2.00000000e-15    zn69
1.91000000e-15    p28
1.82000000e-15    kr81
1.80000000e-15    ti42
1.80000000e-15    sc40
1.77000000e-15    rb82
1.67000000e-15    kr74
1.66000000e-15    se68
1.60000000e-15    ge63
1.54000000e-15    sr81
1.47400000e-15    sr84
1.40000000e-15    b9
1.33000000e-15    sc50
1.15000000e-15    ne19
1.12600000e-15    rb83
1.03000000e-15    br71
9.20000000e-16    f19
9.00000000e-16    mn48
7.97000000e-16    y85
7.20000000e-16    v44
7.10000000e-16    ca48
6.41000000e-16    y87
6.10000000e-16    p35
5.70000000e-16    ge74
5.60000000e-16    ar42
5.60000000e-16    rb78
5.58000000e-16    y86
5.22000000e-16    zr89
4.75000000e-16    zr88
4.50000000e-16    sr80
4.50000000e-16    be7
4.49000000e-16    se78
4.30000000e-16    mn59
3.50000000e-16    zn70
2.93000000e-16    zr87
2.88000000e-16    kr82
2.86000000e-16    as76
2.77000000e-16    y84
2.74000000e-16    zr90
2.64000000e-16    f21
2.51000000e-16    br80
2.50000000e-16    na25
2.50000000e-16    al30
2.34000000e-16    y83
2.30000000e-16    mg22
2.01700000e-16    nb90
1.95000000e-16    ga72
1.90000000e-16    c11
1.88000000e-16    o18
1.80000000e-16    f18
1.80000000e-16    as65
1.80000000e-16    b10
1.50000000e-16    rb77
1.50000000e-16    mg28
1.50000000e-16    cu68
1.48600000e-16    rb84
1.36000000e-16    kr73
1.31500000e-16    zr86
1.24200000e-16    nb89
1.24000000e-16    sr79
1.00000000e-16    ga60
6.20000000e-17    cr57
5.20000000e-17    si33
5.00000000e-17    o14
5.00000000e-17    rb85
4.90000000e-17    li7
4.66000000e-17    y82
4.00000000e-17    be9
4.00000000e-17    ge62
3.90000000e-17    al24
3.89000000e-17    zr85
3.71000000e-17    o19
3.60000000e-17    k45
3.50000000e-17    se67
3.14000000e-17    kr83
3.09000000e-17    nb88
2.80000000e-17    ar33
2.68000000e-17    se79
2.53000000e-17    br81
2.50000000e-17    br70
2.00000000e-17    c14
1.79000000e-17    as77
1.60000000e-17    ge75
1.60000000e-17    cl31
1.30000000e-17    b11
1.24700000e-17    mo90
1.23000000e-17    y81
1.20000000e-17    v55
1.20000000e-17    ne18
1.06900000e-17    nb87
1.00000000e-17    ni66
9.00000000e-18    ca37
8.80000000e-18    kr72
7.00000000e-18    k35
6.80000000e-18    ga73
5.90000000e-18    y80
5.35000000e-18    zr84
4.60000000e-18    s29
4.60000000e-18    zn71
3.30000000e-18    rb75
3.01000000e-18    cu69
2.60000000e-18    s38
2.47000000e-18    mo89
2.38000000e-18    kr84
2.30000000e-18    mn47
2.00000000e-18    ti53
2.00000000e-18    co51
2.00000000e-18    co64
2.00000000e-18    sr78
1.80000000e-18    cl40
1.80000000e-18    p27
1.60000000e-18    cr45
1.53000000e-18    nb86
1.39000000e-18    ni67
1.20000000e-18    ar43
1.20000000e-18    ni53
1.10000000e-18    ne23
9.00000000e-19    zn57
8.72000000e-19    br82
8.71000000e-19    se80
8.00000000e-19    fe49
7.30000000e-19    ti41
5.93000000e-19    zr83
5.70000000e-19    na20
3.70000000e-19    ge76
3.10000000e-19    v43
2.81000000e-19    tc91
2.59000000e-19    mo88
2.44000000e-19    zr82
2.27000000e-19    nb85
2.04000000e-19    as78
1.90000000e-19    rb74
1.80000000e-19    al31
1.60000000e-19    ga59
1.60000000e-19    br69
1.41000000e-19    co65
1.30000000e-19    mn60
1.16500000e-19    kr85
1.15000000e-19    si25
1.05000000e-19    cr58
1.00000000e-19    cu55
8.00000000e-20    k46
7.40000000e-20    ne24
6.60000000e-20    cl41
6.00000000e-20    sr77
6.00000000e-20    y79
5.46000000e-20    ga74
5.20000000e-20    sr76
4.76000000e-20    zn72
4.50000000e-20    mo87
3.93000000e-20    br83
3.60000000e-20    n12
3.00000000e-20    ca49
2.60000000e-20    tc90
2.45000000e-20    b8
2.12000000e-20    se81
2.10000000e-20    al23
2.00000000e-20    na26
1.90000000e-20    p36
1.88000000e-20    ar44
1.85000000e-20    fe63
1.39000000e-20    kr71
1.00000000e-20    mg29
5.90000000e-21    zr81
5.50000000e-21    as79
5.00000000e-21    si34
4.80000000e-21    ar32
4.50000000e-21    k47
4.20000000e-21    s39
2.90000000e-21    na19
2.78000000e-21    ge77
2.60000000e-21    ca36
2.39000000e-21    kr86
2.12000000e-21    nb84
1.99000000e-21    mn61
1.75000000e-21    tc89
1.02000000e-21    mo86
9.40000000e-22    ga75
7.60000000e-22    mg21
7.60000000e-22    zr80
7.00000000e-22    rb73
7.00000000e-22    fe48
6.60000000e-22    na27
4.30000000e-22    br68
4.10000000e-22    co50
3.70000000e-22    y78
3.50000000e-22    s28
2.89000000e-22    se82
2.11000000e-22    nb83
1.60000000e-22    p37
1.50000000e-22    ni52
1.40000000e-22    cr44
1.35000000e-22    cl42
1.15000000e-22    sr75
6.50000000e-23    ar45
5.00000000e-23    mn46
2.76000000e-23    ge78
2.16000000e-23    nb82
2.10000000e-23    s40
1.90000000e-23    ne17
1.00000000e-23    kr70
1.00000000e-23    si24
8.90000000e-24    mo85
5.90000000e-24    k48
5.10000000e-24    y77
3.85000000e-24    kr87
9.50000000e-25    se83
4.48000000e-25    cl43
4.40000000e-25    zr79
3.94000000e-25    ar46
3.20000000e-25    sr74
7.10000000e-26    fe47
7.00000000e-26    mg20
6.60000000e-26    kr69
3.60000000e-26    ni51
3.10000000e-26    al22
2.92000000e-26    p38
2.38000000e-26    mo84
8.90000000e-27    s41
6.10000000e-27    k49
4.80000000e-27    y76
1.43000000e-27    zr78
1.12000000e-27    mo83
1.65000000e-28    cl44
5.60000000e-30    y75
4.13000000e-30    s42
2.60000000e-30    si23
1.57000000e-31    cl45
0.00000000e+00    ca41
0.00000000e+00    sc51
0.00000000e+00    fe62
0.00000000e+00    rb76
