# L1 Error for e-6 with reference to e-8 for each species (sorted by error)
# L1_Error    Species
8.60000000e-06    he4
4.07000000e-06    ni58
2.70000000e-06    ni59
2.39000000e-06    co56
1.62000000e-06    mn53
1.53000000e-06    fe56
1.36000000e-06    cr50
1.32000000e-06    ni57
1.26000000e-06    co55
1.01000000e-06    cr52
9.00000000e-07    co57
6.90000000e-07    cr51
6.27000000e-07    ni56
5.86000000e-07    cu61
5.20000000e-07    ni60
4.72000000e-07    cu60
4.00000000e-07    fe54
3.60000000e-07    co58
2.80000000e-07    cu59
2.70000000e-07    mn54
2.69000000e-07    cu62
2.60000000e-07    fe53
2.12000000e-07    v49
2.03400000e-07    si28
2.03000000e-07    co59
2.00000000e-07    ni61
1.79000000e-07    mn51
1.71800000e-07    s32
1.61000000e-07    ti46
1.47700000e-07    zn63
1.46000000e-07    prot
1.45800000e-07    zn62
1.22000000e-07    cr49
1.11100000e-07    ar36
1.10000000e-07    mn52
1.07400000e-07    zn64
1.00000000e-07    fe55
9.21000000e-08    ca40
8.08000000e-08    cu63
8.00000000e-08    v48
6.39000000e-08    v47
6.38000000e-08    k39
6.04000000e-08    ti47
6.00000000e-08    mn55
5.39000000e-08    ar38
5.30000000e-08    fe52
5.00000000e-08    ti48
4.92000000e-08    cl35
4.68000000e-08    v50
3.83000000e-08    s33
3.79000000e-08    zn61
3.75000000e-08    s34
3.22000000e-08    ar37
3.01000000e-08    cr48
2.89000000e-08    ca41
2.82000000e-08    ca42
2.72000000e-08    zn65
2.67000000e-08    p31
2.46000000e-08    ti45
2.00000000e-08    cr53
1.90000000e-08    v51
1.81000000e-08    ni62
1.74200000e-08    ga65
1.65800000e-08    si29
1.27000000e-08    co54
1.26400000e-08    ti44
9.93000000e-09    cu58
8.73000000e-09    sc43
8.70000000e-09    co60
7.90000000e-09    sc45
7.60000000e-09    fe58
7.48000000e-09    si30
7.10000000e-09    cu64
6.98000000e-09    ga64
6.83000000e-09    ga66
6.39000000e-09    neut
6.15000000e-09    zn60
5.00000000e-09    ga67
5.00000000e-09    fe57
4.79000000e-09    zn66
4.66000000e-09    sc44
4.13000000e-09    mn56
3.87000000e-09    cl34
3.82000000e-09    ga63
3.32000000e-09    k40
3.16000000e-09    ca43
3.15000000e-09    cl36
2.93000000e-09    ti49
2.90000000e-09    p30
2.62000000e-09    k38
2.14100000e-09    ge68
1.94500000e-09    o16
1.93200000e-09    ge67
1.80900000e-09    mg24
1.61000000e-09    mn50
1.27500000e-09    ge66
1.14900000e-09    p32
1.08400000e-09    ca44
1.06100000e-09    cl37
9.62000000e-10    al27
9.40000000e-10    ti50
9.08000000e-10    c12
8.99000000e-10    ge69
8.10000000e-10    sc46
7.70000000e-10    ni63
7.40000000e-10    ar39
6.00000000e-10    k41
4.83000000e-10    ga68
4.51000000e-10    cu65
4.34000000e-10    fe59
4.23000000e-10    s35
4.20000000e-10    p29
4.00000000e-10    cr54
3.58000000e-10    co61
3.57000000e-10    s31
3.33000000e-10    cu57
3.22000000e-10    cl33
2.98000000e-10    ni55
2.96000000e-10    ga62
2.89000000e-10    sc42
2.74000000e-10    ar35
2.60500000e-10    ge70
2.37000000e-10    zn67
2.35000000e-10    sc47
1.96000000e-10    co53
1.72000000e-10    fe51
1.72000000e-10    as69
1.58300000e-10    p33
1.36200000e-10    ca39
1.20000000e-10    v52
1.19400000e-10    as71
1.16000000e-10    mn57
1.10700000e-10    as70
9.05000000e-11    ge65
8.40000000e-11    mn49
8.02000000e-11    mg25
7.91000000e-11    ga69
7.77000000e-11    k37
7.46000000e-11    cr55
5.61000000e-11    ne20
5.48000000e-11    zn59
5.39000000e-11    si31
4.71000000e-11    ca45
4.16500000e-11    se72
4.10000000e-11    ar40
3.88400000e-11    ge64
3.50600000e-11    as68
3.18000000e-11    s36
3.01000000e-11    al26
2.79000000e-11    si27
2.70000000e-11    cr47
2.69000000e-11    k42
2.65000000e-11    se73
2.48700000e-11    se71
2.28000000e-11    mg26
2.25600000e-11    ge71
1.94600000e-11    as72
1.71500000e-11    al28
1.64800000e-11    se74
1.58000000e-11    sc41
1.33000000e-11    sc48
1.06000000e-11    v45
8.88000000e-12    ga61
7.70000000e-12    v53
6.95000000e-12    as73
6.21000000e-12    se70
6.10000000e-12    h2
6.00000000e-12    v46
5.85700000e-12    as67
5.66000000e-12    zn68
5.53000000e-12    al25
5.51000000e-12    na23
5.46000000e-12    ca46
4.06800000e-12    br75
3.29000000e-12    cu66
3.20000000e-12    ni64
3.17000000e-12    cl38
3.00000000e-12    co62
2.66000000e-12    k43
2.27000000e-12    sc49
2.25900000e-12    ge72
1.97000000e-12    se75
1.97000000e-12    s30
1.95800000e-12    br73
1.89600000e-12    as66
1.86300000e-12    br74
1.40600000e-12    si32
1.16300000e-12    n14
1.13700000e-12    ar34
1.06000000e-12    ti43
1.01300000e-12    al29
9.77000000e-13    br76
9.69000000e-13    fe50
9.58000000e-13    kr78
8.52900000e-13    kr76
8.01800000e-13    kr77
7.98000000e-13    ni54
6.75000000e-13    br77
5.59000000e-13    mn58
5.44000000e-13    ni65
5.21000000e-13    o17
5.00000000e-13    ga70
4.80200000e-13    ge63
4.80000000e-13    cu67
4.71600000e-13    se69
4.71000000e-13    p34
4.71000000e-13    ar41
4.66000000e-13    mg23
4.36000000e-13    na22
4.17000000e-13    se76
4.04000000e-13    n13
3.92000000e-13    ne21
3.20000000e-13    ti51
