# L1 Error for e-6 with reference to e-8 for each species (sorted by error)
# L1_Error    Species
2.02000000e-12    cu65
1.70000000e-12    ga62
1.69000000e-12    ne20
1.60000000e-12    ti43
1.44000000e-12    al26
1.30000000e-12    fe59
1.23000000e-12    co61
1.14000000e-12    ga68
1.13000000e-12    ge70
1.09000000e-12    as69
1.05000000e-12    ge65
9.40000000e-13    p33
8.80000000e-13    mg25
8.20000000e-13    ge64
7.30000000e-13    zn67
6.45000000e-13    s30
5.83000000e-13    ar34
4.10000000e-13    as71
3.90000000e-13    sc47
3.29000000e-13    as70
3.05000000e-13    al25
2.70000000e-13    zn59
2.60000000e-13    mn57
2.45000000e-13    se72
1.97000000e-13    cr55
1.60000000e-13    ga69
1.44000000e-13    ca38
1.23000000e-13    as68
1.11000000e-13    ca45
1.10000000e-13    se71
9.00000000e-14    h2
9.00000000e-14    ni64
6.99000000e-14    se73
6.60000000e-14    sc48
5.30000000e-14    v53
4.84000000e-14    se74
4.74000000e-14    se70
4.33000000e-14    ge71
4.20000000e-14    k42
4.11000000e-14    as67
4.00000000e-14    fe50
4.00000000e-14    si31
2.75000000e-14    as72
2.60000000e-14    mg26
2.39000000e-14    o15
2.35000000e-14    mg23
2.20000000e-14    ni54
2.15000000e-14    ti51
2.00000000e-14    he3
2.00000000e-14    ar40
1.98000000e-14    zn68
1.87000000e-14    cl32
1.50000000e-14    al28
1.48000000e-14    ti42
1.38000000e-14    ca46
1.37000000e-14    k36
1.11000000e-14    cr46
1.05300000e-14    br75
1.05000000e-14    ga61
1.05000000e-14    n14
1.04000000e-14    cu66
9.77000000e-15    as73
8.90000000e-15    n15
8.80000000e-15    fe60
8.00000000e-15    cl38
7.00000000e-15    s36
6.60000000e-15    al29
6.26000000e-15    si26
5.80000000e-15    k43
5.80000000e-15    mn48
5.72000000e-15    br73
5.70000000e-15    sc49
5.60000000e-15    si32
5.20000000e-15    co52
4.00000000e-15    as66
3.82000000e-15    c13
3.77000000e-15    br74
3.75000000e-15    o17
3.46000000e-15    ge72
3.44000000e-15    se75
3.40000000e-15    f20
3.32000000e-15    kr76
3.30000000e-15    n13
3.20000000e-15    co62
3.00000000e-15    na23
2.58000000e-15    ne21
2.50000000e-15    ge63
2.18300000e-15    kr78
2.00000000e-15    f17
1.85600000e-15    kr77
1.82000000e-15    sc40
1.70000000e-15    na22
1.69000000e-15    p34
1.51200000e-15    br76
1.36000000e-15    na21
1.35000000e-15    se69
1.24000000e-15    cu56
1.16000000e-15    ga70
1.10000000e-15    zn58
1.04700000e-15    br77
1.01000000e-15    ar41
7.92000000e-16    f21
6.30000000e-16    ne22
6.22000000e-16    se76
5.81000000e-16    kr75
5.60000000e-16    p28
5.60000000e-16    cr56
4.73000000e-16    mg27
3.60000000e-16    mn58
3.26000000e-16    br72
2.70000000e-16    kr79
2.49100000e-16    rb79
2.41000000e-16    kr74
2.20000000e-16    se68
2.19000000e-16    ni65
2.06000000e-16    ca47
2.01000000e-16    na24
1.80000000e-16    cu67
1.77000000e-16    as74
1.66000000e-16    f18
1.50000000e-16    br71
1.46000000e-16    h3
1.01000000e-16    cl39
9.80000000e-17    c11
7.90000000e-17    f19
7.90000000e-17    zn69
6.50000000e-17    li6
6.40000000e-17    mg22
6.30000000e-17    as65
6.10000000e-17    v44
5.43000000e-17    ti52
5.41000000e-17    kr80
4.52000000e-17    rb77
4.20000000e-17    s37
4.18000000e-17    rb81
4.10000000e-17    o14
3.92400000e-17    sr82
3.75000000e-17    ga71
3.68000000e-17    ge73
3.28000000e-17    rb80
3.18000000e-17    k44
2.95900000e-17    sr81
2.85000000e-17    br78
2.84000000e-17    sr80
2.81000000e-17    v54
2.60000000e-17    c14
2.33000000e-17    co63
2.22200000e-17    rb78
2.00000000e-17    ar33
1.79000000e-17    cl31
1.61000000e-17    as75
1.60000000e-17    b9
1.55000000e-17    be7
1.35000000e-17    ar42
1.27200000e-17    se77
1.20000000e-17    p35
1.12000000e-17    k35
1.09000000e-17    kr73
1.05000000e-17    na25
1.03000000e-17    co51
1.00000000e-17    ne19
9.70000000e-18    ga60
9.33000000e-18    sr83
8.40000000e-18    ca37
7.13000000e-18    o18
6.55000000e-18    sr79
6.54000000e-18    ca48
6.10000000e-18    ge62
5.80000000e-18    fe61
5.37000000e-18    sr84
5.20000000e-18    se67
4.68000000e-18    mg28
4.47000000e-18    sc50
4.42000000e-18    br79
4.40000000e-18    b10
4.09000000e-18    be9
3.79000000e-18    al30
2.98000000e-18    rb82
2.85000000e-18    rb76
2.61000000e-18    kr81
2.60000000e-18    y83
2.60000000e-18    al24
2.26400000e-18    y85
2.20000000e-18    o19
1.90000000e-18    ni53
1.87000000e-18    fe49
1.44200000e-18    sr78
1.34000000e-18    b11
1.15500000e-18    rb83
1.03000000e-18    mn59
1.00000000e-18    ne18
9.24000000e-19    y84
8.79000000e-19    zr88
8.55000000e-19    si33
7.75000000e-19    ge74
7.60000000e-19    ni66
7.10000000e-19    mn47
7.04000000e-19    zr87
6.80000000e-19    zr86
6.23000000e-19    kr72
6.01000000e-19    y86
6.00000000e-19    br70
5.60000000e-19    zn70
5.29000000e-19    k45
5.05000000e-19    y80
4.98000000e-19    rb75
4.88000000e-19    y87
4.80000000e-19    s29
4.41000000e-19    y82
4.38000000e-19    se78
3.97000000e-19    li7
3.63200000e-19    zr89
3.30000000e-19    p27
2.99000000e-19    ti41
2.68000000e-19    ne23
2.59200000e-19    y81
2.11700000e-19    kr82
2.01900000e-19    nb89
1.95000000e-19    cr57
1.92300000e-19    zr90
1.89300000e-19    zr85
1.79900000e-19    nb90
1.60000000e-19    cu68
9.60000000e-20    as76
8.80000000e-20    v43
8.30000000e-20    cu55
7.80000000e-20    cr45
7.80000000e-20    ga72
7.08000000e-20    zr84
6.63000000e-20    br80
6.29000000e-20    s38
6.19000000e-20    sr77
4.80100000e-20    nb88
4.40000000e-20    v55
4.16000000e-20    cl40
3.60000000e-20    zn57
3.53700000e-20    nb87
3.12000000e-20    mo90
3.10000000e-20    rb84
1.65000000e-20    zr83
1.59000000e-20    br69
1.49000000e-20    ti53
1.13000000e-20    na20
1.05000000e-20    co64
8.60000000e-21    fe62
8.47000000e-21    ar43
6.62000000e-21    rb74
6.28000000e-21    zr82
5.76000000e-21    rb85
5.37500000e-21    mo89
5.19700000e-21    nb86
4.52000000e-21    sr76
3.96000000e-21    al31
3.57000000e-21    y79
2.97000000e-21    kr83
2.47000000e-21    sc51
2.25000000e-21    se79
2.22000000e-21    na26
1.79000000e-21    br81
1.60000000e-21    ga59
1.45000000e-21    n12
1.38000000e-21    ne24
1.30000000e-21    si25
1.25000000e-21    ge75
1.18000000e-21    ca49
9.10000000e-22    as77
8.32000000e-22    k46
8.20000000e-22    ar32
7.93000000e-22    mo88
7.30000000e-22    ca36
6.21000000e-22    si34
5.60000000e-22    kr71
4.39500000e-22    tc91
3.47700000e-22    nb85
3.00000000e-22    zn71
2.80000000e-22    ga73
2.46000000e-22    p36
2.41000000e-22    ni52
2.15000000e-22    ni67
1.94000000e-22    cu69
1.70000000e-22    al23
1.51100000e-22    mo87
1.49000000e-22    b8
1.43000000e-22    na19
1.36000000e-22    mn60
1.17000000e-22    cl41
1.13700000e-22    mg29
1.04000000e-22    fe48
8.50000000e-23    cr58
8.15000000e-23    zr81
7.37000000e-23    kr84
7.10000000e-23    br68
3.76000000e-23    rb73
3.11000000e-23    zr80
2.89200000e-23    tc90
2.52600000e-23    nb84
2.50000000e-23    co50
2.10000000e-23    mg21
1.83000000e-23    ar44
1.30000000e-23    s28
1.02000000e-23    br82
9.54000000e-24    y78
9.30000000e-24    co65
8.42000000e-24    nb83
7.20000000e-24    se80
6.20000000e-24    cr44
5.05000000e-24    as78
4.18000000e-24    sr75
3.80000000e-24    ge76
3.38000000e-24    ne17
3.30000000e-24    s39
2.98000000e-24    k47
2.70000000e-24    mn46
2.45900000e-24    tc89
2.17000000e-24    kr70
1.28900000e-24    kr85
1.27000000e-24    mo86
1.25000000e-24    ga74
1.06000000e-24    fe63
8.98000000e-25    na27
6.04000000e-25    br83
4.10000000e-25    zn72
3.74000000e-25    se81
1.20000000e-25    si24
1.05500000e-25    as79
7.27000000e-26    nb82
5.80000000e-26    mn61
5.68000000e-26    p37
5.12000000e-26    y77
5.08000000e-26    ge77
2.27000000e-26    mg20
1.95000000e-26    cl42
1.61000000e-26    ga75
1.54400000e-26    kr86
1.41600000e-26    mo85
4.79000000e-27    sr74
4.28000000e-27    ar45
3.55000000e-27    se82
2.73000000e-27    kr69
2.44000000e-27    s40
1.81000000e-27    zr79
4.39000000e-28    fe47
3.73000000e-28    al22
2.76000000e-28    ge78
2.01700000e-28    mo84
1.60000000e-28    ni51
1.50000000e-28    k48
3.01900000e-29    kr87
1.77000000e-29    y76
7.39000000e-30    se83
6.22000000e-30    cl43
5.85000000e-30    ar46
2.22000000e-30    zr78
1.67900000e-30    mo83
1.14237456e-30    cl45
1.04893871e-30    s42
1.02979100e-30    cl44
3.79000000e-31    p38
3.93000000e-32    s41
1.15000000e-32    si23
7.90000000e-33    y75
6.50000000e-33    k49
