# L1 Error for e-1 with reference to e-8 for each species (sorted by error)
# L1_Error    Species
1.43470000e-03    fe54
1.12772000e-03    fe55
1.08134000e-03    fe56
9.80840000e-04    co57
9.16500000e-04    ni58
5.64250000e-04    ni59
5.60740000e-04    mn53
3.80390000e-04    ni60
3.21930000e-04    co56
2.18600000e-04    ni56
2.09060000e-04    co55
1.49031000e-04    cr52
1.31124000e-04    co58
1.05030000e-04    he4
9.56350000e-05    mn54
9.35700000e-05    ni57
7.69470000e-05    cr51
7.14900000e-05    fe53
7.13900000e-05    cr50
7.06710000e-05    prot
5.62650000e-05    fe52
4.75400000e-05    mn52
4.66210000e-05    cu61
4.18530000e-05    mn51
3.83400000e-05    fe57
2.30558000e-05    ni61
2.16834000e-05    co59
1.77289000e-05    s32
1.75812000e-05    mn55
1.71881000e-05    si28
1.57212000e-05    ca40
1.42590000e-05    cu60
1.25170000e-05    cr49
1.25041000e-05    ar36
1.16292000e-05    cu62
1.14863000e-05    v49
9.19960000e-06    cr48
5.45380000e-06    cr53
5.23900000e-06    cu59
4.51870000e-06    co54
4.26710000e-06    zn64
4.17690000e-06    zn62
3.64090000e-06    zn63
3.43600000e-06    v47
3.10107000e-06    cu63
2.59460000e-06    v50
2.10857000e-06    ni62
1.95250000e-06    k39
1.75641000e-06    fe58
1.73172000e-06    ti48
1.71690000e-06    v51
1.51411000e-06    ti44
1.46840000e-06    ti47
1.20436000e-06    cl35
9.65190000e-07    cu58
9.12680000e-07    ti45
8.78400000e-07    v48
8.73980000e-07    s33
8.55140000e-07    ca41
8.54240000e-07    mn50
8.36300000e-07    ti46
7.93910000e-07    ar37
5.58840000e-07    p31
3.95460000e-07    zn65
3.48380000e-07    zn60
3.22850000e-07    si29
3.11971000e-07    co60
3.05375000e-07    cr54
2.60200000e-07    zn61
2.47640000e-07    sc43
1.82926000e-07    cl34
1.82848000e-07    ga65
1.55700000e-07    k38
1.41975000e-07    mn56
1.29250000e-07    ar38
1.27910000e-07    s34
1.18991000e-07    p30
1.13610000e-07    ni55
1.06669000e-07    sc45
1.03742000e-07    ti49
8.82160000e-08    cu64
6.71600000e-08    v46
6.55550000e-08    zn66
6.37300000e-08    mg24
5.14650000e-08    neut
4.77840000e-08    o16
4.44980000e-08    ga66
4.22230000e-08    cu57
3.98800000e-08    fe51
3.67400000e-08    co53
3.54031000e-08    ga67
3.44000000e-08    p29
3.42690000e-08    cl33
3.11720000e-08    ga64
2.98494000e-08    s31
2.89020000e-08    ca43
2.63683000e-08    ar35
2.56472000e-08    c12
2.31430000e-08    sc42
2.09377000e-08    ti50
1.86530000e-08    si30
1.79141000e-08    mn49
1.76195000e-08    ni63
1.66177000e-08    ca39
1.46324000e-08    ge68
1.40935000e-08    v52
1.37591000e-08    sc46
1.37500000e-08    ca42
1.23381000e-08    ca44
1.20611000e-08    k37
1.02782000e-08    al27
7.48750000e-09    sc41
7.40300000e-09    ge67
6.24900000e-09    cl36
5.89220000e-09    ge66
5.67429000e-09    co61
5.36000000e-09    ga63
5.35350000e-09    cl37
5.13346000e-09    fe59
4.76100000e-09    k40
4.53251000e-09    cu65
3.77800000e-09    k41
3.64050000e-09    ar39
3.49860000e-09    cr47
3.19343000e-09    sc47
2.76447000e-09    ge69
2.64930000e-09    ga62
2.39363000e-09    v45
2.31040000e-09    p32
1.67350000e-09    s35
1.63274000e-09    zn59
1.50493000e-09    si27
1.47413000e-09    ga68
1.25800000e-09    sc44
1.24571000e-09    zn67
9.80130000e-10    ne20
9.44730000e-10    mn57
8.63470000e-10    ge70
6.86950000e-10    al26
6.83970000e-10    ti43
5.51080000e-10    p33
5.10409000e-10    cr55
4.59700000e-10    mg25
3.73350000e-10    as69
3.16710000e-10    ge64
3.04102000e-10    ca45
2.75211000e-10    s30
2.47893000e-10    ar34
2.44481000e-10    ni64
2.43230000e-10    ar40
2.22698000e-10    as71
2.05928000e-10    ga69
1.68547000e-10    al25
1.63407000e-10    as70
1.62891000e-10    s36
1.29030000e-10    si31
1.18453000e-10    sc48
1.18122000e-10    k42
1.10243000e-10    v53
8.01040000e-11    se72
6.82700000e-11    ge65
6.78170000e-11    ca38
4.88450000e-11    ni54
3.97954000e-11    ge71
3.69200000e-11    fe50
3.60701000e-11    ti51
3.31141000e-11    zn68
2.98450000e-11    se71
2.97676000e-11    fe60
2.93203000e-11    se73
2.79110000e-11    as68
2.55858000e-11    cu66
2.44880000e-11    na23
2.16616000e-11    o15
2.16148000e-11    ca46
2.07638000e-11    se74
1.88633000e-11    as72
1.65000000e-11    mg23
1.43400000e-11    mg26
1.40300000e-11    al28
1.35734000e-11    ga61
1.16900000e-11    he3
1.07063000e-11    co62
1.03690000e-11    n13
1.01935000e-11    cl32
8.54900000e-12    ti42
8.44390000e-12    sc49
8.16110000e-12    cl38
7.74690000e-12    k36
7.28470000e-12    se70
6.89336000e-12    as73
6.71330000e-12    cr46
6.67240000e-12    co52
6.53730000e-12    k43
6.34000000e-12    n14
6.16490000e-12    zn58
5.09180000e-12    f17
5.05040000e-12    ge63
4.32450000e-12    na22
4.05970000e-12    si32
3.94941000e-12    mn48
3.47569000e-12    si26
3.39180000e-12    n15
3.35269000e-12    ge72
3.28021000e-12    br75
2.56760000e-12    f20
2.42510000e-12    as66
2.12850000e-12    al29
2.08701000e-12    cu56
1.79037000e-12    na21
1.71705000e-12    ga70
1.68055000e-12    se75
1.39300000e-12    h2
1.30049000e-12    br73
1.18427000e-12    sc40
1.10315000e-12    br74
1.08524000e-12    cr56
1.00573000e-12    ne21
9.35170000e-13    p34
8.42420000e-13    ar41
7.91930000e-13    mn58
6.70580000e-13    kr76
6.25170000e-13    o17
5.68170000e-13    ni65
5.37620000e-13    c13
5.37015000e-13    kr78
5.31190000e-13    br76
4.90270000e-13    p28
4.48542000e-13    cu67
4.29979000e-13    kr77
3.75609000e-13    br77
3.13212000e-13    se76
2.30049000e-13    ca47
1.57839000e-13    zn69
1.45802000e-13    as74
1.32807000e-13    o14
1.09023000e-13    ne19
1.03956000e-13    mg27
9.89600000e-14    kr75
9.23610000e-14    f21
8.61800000e-14    v44
8.47000000e-14    as67
7.46930000e-14    f18
7.18927000e-14    ti52
7.15050000e-14    b9
6.69521000e-14    co63
6.56710000e-14    kr79
6.49250000e-14    mg22
6.47420000e-14    cl39
6.26419000e-14    ga71
6.16730000e-14    se68
