# L1 Error for e-4 with reference to e-8 for each species (sorted by error)
# L1_Error    Species
2.07000000e-05    fe54
8.77000000e-06    co55
8.70000000e-06    ni58
7.54000000e-06    fe55
7.18000000e-06    co56
5.05000000e-06    co57
3.78000000e-06    ni57
3.68000000e-06    cr50
3.37000000e-06    mn53
2.87000000e-06    fe53
2.38000000e-06    ni59
2.03000000e-06    fe56
1.87600000e-06    mn51
1.83000000e-06    mn52
9.70000000e-07    ni56
8.80000000e-07    fe52
7.39000000e-07    cr51
5.59000000e-07    cr49
5.30600000e-07    s32
5.20000000e-07    he4
4.92700000e-07    ca40
4.76900000e-07    si28
4.65000000e-07    co58
3.77800000e-07    ar36
3.41000000e-07    prot
3.37000000e-07    cr52
2.83000000e-07    cu59
2.67000000e-07    mn54
2.56000000e-07    cu60
2.26100000e-07    cr48
1.99600000e-07    ti46
1.60000000e-07    ni60
1.49800000e-07    v47
1.44000000e-07    cu61
1.20000000e-07    v49
9.48000000e-08    v48
8.61000000e-08    co54
8.17000000e-08    k39
4.08000000e-08    cl35
4.04400000e-08    ti44
3.55000000e-08    ti45
3.22100000e-08    ar38
3.21200000e-08    ca41
2.63800000e-08    ar37
2.59000000e-08    zn62
2.54600000e-08    s33
1.98700000e-08    cu58
1.94000000e-08    ti47
1.68100000e-08    mn50
1.54100000e-08    p31
1.53000000e-08    zn61
1.49300000e-08    ca42
1.42700000e-08    s34
1.10000000e-08    cu62
9.70000000e-09    zn64
9.20000000e-09    mn55
8.44000000e-09    sc43
6.65000000e-09    si29
5.30000000e-09    zn63
5.20000000e-09    ni61
5.10000000e-09    cr53
5.00000000e-09    ti48
4.98000000e-09    zn60
3.90000000e-09    v50
3.45400000e-09    cl34
3.37300000e-09    k38
2.71000000e-09    cu63
2.47000000e-09    ni62
2.43000000e-09    v51
1.93900000e-09    p30
1.90000000e-09    co59
1.73600000e-09    ni55
1.54000000e-09    fe58
1.44400000e-09    sc44
1.34400000e-09    v46
1.00000000e-09    fe57
9.63000000e-10    si30
8.87000000e-10    sc45
8.60000000e-10    zn65
8.55000000e-10    mg24
6.10000000e-10    k40
5.97000000e-10    cl33
5.89000000e-10    fe51
5.54000000e-10    cr54
5.47000000e-10    p29
4.73800000e-10    s31
4.53000000e-10    co53
4.33000000e-10    sc42
4.32200000e-10    ar35
4.29000000e-10    ga65
4.19000000e-10    cu57
3.99000000e-10    neut
3.63000000e-10    cl36
3.47000000e-10    ga63
3.01000000e-10    c12
2.93300000e-10    ca39
2.70800000e-10    mn49
2.58000000e-10    mn56
2.58000000e-10    ti49
2.07300000e-10    k37
2.04000000e-10    ga64
1.95000000e-10    ca43
1.73000000e-10    o16
1.67000000e-10    zn66
1.27900000e-10    sc41
1.22000000e-10    ga66
1.19100000e-10    ga67
1.16500000e-10    ge68
6.67000000e-11    al27
6.40000000e-11    cu64
5.67000000e-11    ge66
5.51000000e-11    ti50
5.27000000e-11    ga62
5.22000000e-11    cr47
4.83000000e-11    v52
4.60000000e-11    sc46
3.97000000e-11    ge67
3.71900000e-11    v45
2.40000000e-11    co60
2.25700000e-11    zn59
1.79000000e-11    ni63
1.37900000e-11    ge69
1.35000000e-11    si27
1.35000000e-11    ca44
1.25600000e-11    sc47
1.20700000e-11    fe59
1.18000000e-11    cl37
9.50000000e-12    s35
9.50000000e-12    ti43
9.10000000e-12    p32
7.75000000e-12    p33
6.44000000e-12    mg25
5.69000000e-12    co61
5.18000000e-12    ge70
3.87000000e-12    as69
3.64000000e-12    ge64
3.56000000e-12    ne20
3.29000000e-12    s30
3.24300000e-12    ar34
3.20000000e-12    si31
2.91000000e-12    ge65
2.55000000e-12    mn57
2.54000000e-12    cu65
2.50000000e-12    k41
2.46600000e-12    mg26
1.89300000e-12    cr55
1.82000000e-12    ar40
1.75500000e-12    as71
1.70000000e-12    ga68
1.70000000e-12    ar39
1.58700000e-12    al28
1.52800000e-12    ca45
1.47800000e-12    se72
1.42000000e-12    s36
1.19500000e-12    k42
1.08900000e-12    as70
8.55000000e-13    ca38
8.20000000e-13    zn67
6.38000000e-13    sc48
6.10000000e-13    al26
5.74000000e-13    na23
5.16000000e-13    ni54
5.07000000e-13    h2
4.98000000e-13    se71
4.79000000e-13    al25
3.84000000e-13    fe50
3.65000000e-13    v53
3.15200000e-13    se73
2.78900000e-13    se74
2.11300000e-13    se70
1.96000000e-13    as68
1.79900000e-13    o15
1.70600000e-13    n15
1.58000000e-13    n14
1.54200000e-13    ga61
1.52000000e-13    he3
1.43700000e-13    ti51
1.34800000e-13    cl38
1.18000000e-13    ga69
1.14400000e-13    n13
1.05500000e-13    ca46
1.03000000e-13    ni64
9.68000000e-14    al29
9.26000000e-14    ti42
8.55000000e-14    cl32
7.43000000e-14    cr46
7.07000000e-14    k36
6.77000000e-14    co52
6.21000000e-14    ge63
6.01000000e-14    si32
5.48000000e-14    na22
5.39000000e-14    zn58
5.21400000e-14    br75
4.72800000e-14    ne21
4.58000000e-14    k43
4.48000000e-14    mn48
4.32000000e-14    as67
4.20900000e-14    c13
3.66600000e-14    o17
3.53000000e-14    f17
3.51000000e-14    as72
3.35000000e-14    as66
3.06000000e-14    cu66
3.02000000e-14    fe60
2.94000000e-14    sc49
2.91000000e-14    ge71
2.83600000e-14    cu56
2.57300000e-14    br73
2.53000000e-14    f20
2.23200000e-14    kr76
2.10200000e-14    p34
1.84900000e-14    si26
1.41800000e-14    br74
1.32030000e-14    kr78
1.06900000e-14    sc40
1.02300000e-14    as73
9.90000000e-15    mg23
9.48600000e-15    kr77
9.16000000e-15    na21
7.50000000e-15    ar41
6.83000000e-15    ne22
6.44000000e-15    ga70
6.24000000e-15    se75
4.14300000e-15    mg27
3.53000000e-15    f21
3.50000000e-15    co62
3.21200000e-15    br76
3.20000000e-15    zn68
2.81500000e-15    kr75
2.81000000e-15    cr56
2.40000000e-15    se69
2.18900000e-15    br77
2.08900000e-15    na24
1.98000000e-15    mn58
1.97100000e-15    f18
1.42900000e-15    cu67
1.38300000e-15    ne19
1.25900000e-15    ni65
1.24800000e-15    kr74
1.18890000e-15    rb79
1.03900000e-15    as74
1.00100000e-15    c11
9.65000000e-16    f19
8.95000000e-16    br72
8.14000000e-16    se76
