# L1 Error for e-4 with reference to e-8 for each species (sorted by error)
# L1_Error    Species
3.81600000e-09    sc42
3.68700000e-09    ti48
3.50500000e-09    sc41
3.24600000e-09    sc44
3.16000000e-09    v50
2.14460000e-09    ge66
1.96000000e-09    sc43
1.58490000e-09    v45
1.48020000e-09    si30
1.30920000e-09    sc45
1.12680000e-09    ga62
1.09000000e-09    ca42
1.04710000e-09    cu63
7.99900000e-10    al27
6.83500000e-10    s30
6.05000000e-10    zn59
5.23800000e-10    si27
5.20100000e-10    ti43
5.00400000e-10    ne20
4.80470000e-10    ni62
4.18100000e-10    ar34
3.56100000e-10    v51
3.42640000e-10    ge67
3.29100000e-10    cl36
2.51820000e-10    zn65
2.43400000e-10    neut
2.21000000e-10    ca43
1.93580000e-10    ge65
1.91800000e-10    k40
1.79300000e-10    p32
1.45110000e-10    fe58
1.41580000e-10    ge68
1.30500000e-10    cr53
1.25800000e-10    ge64
8.25800000e-11    co60
7.97100000e-11    ca38
7.10900000e-11    al26
5.70560000e-11    cr54
5.46700000e-11    ga66
4.38750000e-11    mg25
4.16590000e-11    cu64
3.74770000e-11    ti49
3.18810000e-11    o15
2.75490000e-11    zn66
2.45400000e-11    cl37
2.24930000e-11    ga67
2.24400000e-11    fe50
2.22700000e-11    k41
2.20696000e-11    n13
2.06600000e-11    ar39
1.98730000e-11    mn56
1.60240000e-11    co52
1.37190000e-11    sc46
1.30440000e-11    mn48
1.26250000e-11    as69
1.21490000e-11    cl32
1.04970000e-11    k36
9.81000000e-12    ni54
8.26070000e-12    n14
8.14000000e-12    al25
8.08550000e-12    mg26
7.94000000e-12    ga61
7.92200000e-12    ca44
6.80700000e-12    cr46
6.67200000e-12    ti42
6.54140000e-12    as67
6.37240000e-12    f17
6.13700000e-12    s35
5.00030000e-12    na23
4.94840000e-12    ti50
4.84210000e-12    as68
4.47600000e-12    ge63
4.40000000e-12    mg23
4.10710000e-12    ge69
3.96610000e-12    se70
3.40340000e-12    si26
3.25800000e-12    v52
3.12930000e-12    as66
3.08776000e-12    ni63
2.79700000e-12    al28
2.62800000e-12    cu56
2.19020000e-12    sc47
2.13815000e-12    se71
1.91896000e-12    se72
1.77430000e-12    he3
1.66890000e-12    na21
1.46470000e-12    sc40
1.40669000e-12    na22
1.37590000e-12    ga68
1.17200000e-12    h2
1.12919000e-12    cu65
1.11140000e-12    si31
9.30000000e-13    p33
7.34820000e-13    co61
6.40000000e-13    zn58
5.95560000e-13    as70
5.84690000e-13    o14
5.14640000e-13    ge70
3.90650000e-13    fe59
3.46780000e-13    ne21
3.41084000e-13    zn67
2.93710000e-13    as71
2.63720000e-13    ca45
2.51040000e-13    se69
2.44406000e-13    c13
2.33900000e-13    s36
2.03649000e-13    o17
1.34880000e-13    ar40
1.31300000e-13    n15
1.18165000e-13    c11
9.50200000e-14    ne19
8.72542000e-14    ga69
6.84740000e-14    mg22
6.45640000e-14    mn57
6.34150000e-14    br73
6.13000000e-14    p28
4.94980000e-14    f18
4.52300000e-14    v44
4.43950000e-14    se73
4.09440000e-14    cr55
4.03400000e-14    se68
3.74670000e-14    sc48
3.73300000e-14    ar33
3.66300000e-14    co51
3.65200000e-14    cl31
3.61286000e-14    as72
3.26300000e-14    as65
3.09249000e-14    kr76
2.96900000e-14    k42
2.75500000e-14    ga60
2.17710000e-14    br71
2.14012000e-14    ge71
1.99786000e-14    kr74
1.96130000e-14    ca37
1.86130000e-14    ni53
1.76920000e-14    k35
1.60580000e-14    al29
1.33476000e-14    ni64
1.19400000e-14    fe49
1.19100000e-14    b9
1.11040000e-14    se67
1.10890000e-14    ge62
1.05338000e-14    kr75
1.00434000e-14    v53
9.90960000e-15    ne22
9.48400000e-15    ne18
8.19780000e-15    se74
7.24060000e-15    k43
6.38740000e-15    br72
6.33320000e-15    ca46
5.99210000e-15    br74
5.59020000e-15    si32
5.21437000e-15    as73
4.43800000e-15    cl38
3.70927000e-15    ti51
3.47600000e-15    br75
3.29180000e-15    al24
3.26555000e-15    zn68
2.15800000e-15    mn47
2.12000000e-15    f20
1.93801000e-15    cu66
1.70531800e-15    br76
1.55180800e-15    se75
1.52280000e-15    li6
1.48310000e-15    kr73
1.40370000e-15    h3
1.39980000e-15    f19
1.33593000e-15    na24
9.18390000e-16    sc49
8.12050000e-16    fe60
7.65300000e-16    ti41
6.77584000e-16    rb77
6.70814000e-16    ge72
6.36330000e-16    ar41
6.29800000e-16    p34
5.14031000e-16    br77
4.81838000e-16    co62
4.59300000e-16    cu55
3.89730000e-16    mg27
3.29020000e-16    kr77
2.99770500e-16    sr80
2.90200000e-16    s29
2.90200000e-16    p27
2.87500000e-16    zn57
2.29642500e-16    ga70
1.85590000e-16    kr72
1.65791000e-16    c14
1.61000000e-16    v43
1.40339000e-16    o18
1.33099300e-16    sr78
1.20747400e-16    se76
1.12598000e-16    na20
1.07530100e-16    kr79
8.94227000e-17    sr79
8.31630000e-17    kr78
7.72000000e-17    be7
6.01000000e-17    cr45
5.85900000e-17    br70
5.67340000e-17    rb76
5.58246000e-17    y80
5.25781000e-17    rb78
4.38170300e-17    as74
4.33980000e-17    rb75
3.93590000e-17    cl39
3.80909400e-17    rb80
2.98891000e-17    cr56
2.90570000e-17    rb79
2.62880000e-17    be9
2.30610000e-17    ca47
1.80860000e-17    si25
1.52096000e-17    mn58
1.34147200e-17    sr82
1.25600000e-17    ga59
1.22491000e-17    s37
1.13212100e-17    rb81
9.88870000e-18    b11
9.45170000e-18    sr81
9.04000000e-18    f21
8.72970000e-18    sr77
8.49268000e-18    k44
6.95582000e-18    ni65
6.77844000e-18    cu67
5.39200000e-18    ar32
5.25900000e-18    ni52
5.22403100e-18    kr80
4.95582100e-18    br78
3.78300000e-18    ca36
3.76520000e-18    p35
3.68900000e-18    br69
3.63260000e-18    zn69
2.87300000e-18    al23
2.61000000e-18    b10
2.58221000e-18    ar42
2.52352900e-18    ge73
2.44540000e-18    y81
2.19968200e-18    ga71
2.06736000e-18    ti52
1.79680000e-18    li7
1.77709000e-18    mg28
1.69430000e-18    y82
1.61385400e-18    sr83
1.49396000e-18    n12
1.29508000e-18    sr76
1.27568000e-18    na19
1.24652000e-18    as75
1.19550000e-18    na25
1.13690000e-18    rb74
1.09900000e-18    o19
9.26730000e-19    al30
8.93400000e-19    co50
8.35040000e-19    v54
7.59364800e-19    se77
6.39401200e-19    zr84
5.87333000e-19    zr83
5.80285000e-19    y84
5.19744000e-19    co63
5.09831000e-19    zr82
4.27412000e-19    ne23
3.43054200e-19    rb82
3.41532100e-19    y85
3.34170000e-19    kr71
3.22699000e-19    y79
3.14550000e-19    mg21
2.85296100e-19    sr84
2.62500000e-19    fe48
2.60349000e-19    zr86
2.16652900e-19    br79
2.11860000e-19    ca48
1.62940000e-19    br68
1.62660000e-19    y83
1.26588400e-19    sc50
1.25615000e-19    si33
1.05083200e-19    kr81
7.41427000e-20    fe61
5.29503000e-20    zr87
4.92300000e-20    cr44
4.53396000e-20    zr85
4.00263200e-20    y86
3.97900000e-20    s28
3.77900500e-20    rb83
2.89901000e-20    k45
2.86334100e-20    zr88
2.14266000e-20    ne17
1.85867100e-20    nb89
1.70060000e-20    nb88
1.28154300e-20    ge74
1.06471800e-20    y87
1.05600000e-20    rb73
8.62131000e-21    mn59
7.71067000e-21    nb90
7.30569000e-21    nb86
6.76740000e-21    zr81
6.63507600e-21    zr89
6.54246900e-21    se78
6.43855000e-21    zn70
5.80380000e-21    mo90
5.40933000e-21    y78
5.14533000e-21    s38
4.62044000e-21    zr80
4.31480000e-21    nb85
4.29640000e-21    si24
3.96983000e-21    ni66
3.75138000e-21    cl40
3.58400000e-21    b8
3.38300000e-21    mn46
3.36807200e-21    mo88
3.23600000e-21    kr70
3.22390000e-21    sr75
2.36026000e-21    kr82
1.66509900e-21    mo87
1.63793000e-21    cr57
1.43670000e-21    nb87
1.19556100e-21    cu68
1.16272000e-21    mo89
1.11105400e-21    as76
1.01737400e-21    zr90
9.98128000e-22    br80
9.05585000e-22    nb83
8.52228000e-22    na26
7.54905000e-22    ga72
6.49048000e-22    al31
5.62109000e-22    ne24
3.53901200e-22    rb84
3.53886000e-22    v55
3.18479000e-22    ar43
1.70861000e-22    mg20
1.16339000e-22    tc91
9.54564000e-23    ti53
8.91503000e-23    tc90
8.60100000e-23    nb84
8.09166000e-23    nb82
6.62568000e-23    mo86
3.63456000e-23    si34
2.80733700e-23    tc89
2.45493000e-23    co64
2.14620000e-23    ni51
2.01980000e-23    y77
1.92155000e-23    fe62
1.45586900e-23    rb85
1.24732000e-23    mg29
1.21340000e-23    kr69
1.20404800e-23    k46
1.20171000e-23    kr83
1.13685100e-23    sc51
9.55330000e-24    p36
7.24319200e-24    br81
5.92380000e-24    se79
5.16050000e-24    sr74
4.71940500e-24    ge75
4.58082000e-24    ca49
3.45482800e-24    ga73
3.19333000e-24    al22
2.98331000e-24    zr79
2.78710000e-24    cl41
1.65005500e-24    zn71
1.04136000e-24    mo85
8.74775000e-25    cu69
4.66300000e-25    fe47
3.80787000e-25    ni67
1.73835100e-25    ar44
1.69050000e-25    as77
1.06453150e-25    kr84
9.44728000e-26    mo84
9.18661000e-26    cr58
8.99271000e-26    na27
5.87320000e-26    y76
4.81730000e-26    mn60
4.61338000e-26    s39
2.03788000e-26    co65
1.76703000e-26    se80
1.33184310e-26    ge76
7.00154000e-27    br82
6.11379000e-27    k47
5.61953900e-27    mo83
2.10920000e-27    zr78
1.91175500e-27    as78
1.35426700e-27    zn72
1.23687600e-27    ga74
9.36738000e-28    fe63
5.38154000e-28    p37
1.17982000e-28    si23
5.76777922e-29    br83
5.58006000e-29    cl42
4.30293510e-29    se81
3.18609800e-29    mn61
2.85991000e-29    kr85
1.79936060e-29    se82
1.70335130e-29    kr86
1.40890289e-29    ge78
1.12116500e-29    ga75
1.11732311e-29    se83
1.08513834e-29    kr87
7.69498560e-30    k49
7.31260530e-30    k48
7.14685880e-30    ar46
6.87891470e-30    cl45
6.65740370e-30    cl43
6.62262110e-30    cl44
6.31198740e-30    s42
6.11596330e-30    s41
5.50079850e-30    p38
3.96909100e-30    ge77
3.20980000e-30    s40
1.97746000e-30    ar45
1.70100000e-30    y75
1.29525900e-30    as79
