# L1 Error for e-2 with reference to e-8 for each species (sorted by error)
# L1_Error    Species
1.27595230e-15    p27
1.20624400e-15    al24
1.20581460e-15    h2
9.62074800e-16    fe49
8.86571800e-16    as67
7.09877096e-16    mn56
6.79632100e-16    f18
6.71575619e-16    ti50
3.97181325e-16    cu64
3.70152550e-16    mn47
2.56196430e-16    ti41
2.19997175e-16    zn66
2.12020000e-16    f20
1.67025094e-16    sc47
1.54315291e-16    as69
1.49951576e-16    as68
1.07808100e-16    as66
9.92075700e-17    ga60
4.85454979e-17    v52
3.66772040e-17    al29
2.89477820e-17    cu55
2.83672730e-17    v43
2.74888666e-17    ca45
2.60975939e-17    ge69
2.18308276e-17    k42
2.12167350e-17    se70
1.74066910e-17    ne22
1.69582680e-17    se68
1.61380360e-17    ge62
9.78214590e-18    ar32
8.57976000e-18    b9
7.06584699e-18    si32
6.43886860e-18    cr45
5.19083610e-18    ca36
5.12257031e-18    se71
4.06220900e-18    as65
3.53162741e-18    se72
3.08812690e-18    se69
2.14848884e-18    ni63
1.90971720e-18    si25
1.73093505e-18    zn57
1.38671814e-18    na24
1.34795500e-18    as70
8.83970715e-19    cu65
8.27391190e-19    cl38
7.74765125e-19    fe59
6.26498783e-19    ge70
4.52948170e-19    na20
4.03667848e-19    co61
3.78181029e-19    mg27
3.73629360e-19    ga68
3.59366800e-19    f19
2.87636804e-19    as71
2.61902000e-19    f21
2.50489780e-19    ni52
1.74867930e-19    al23
1.07592391e-19    ga59
6.62040670e-20    p34
5.08305000e-20    se67
4.90013565e-20    mn57
4.80560880e-20    s28
4.35714854e-20    fe48
2.96401489e-20    k43
2.89909118e-20    sc48
2.57025200e-20    cr55
2.24214944e-20    ca46
2.00862205e-20    zn67
1.95050260e-20    br71
1.15011790e-20    c14
7.78821100e-21    be7
5.86394000e-21    o19
3.93905895e-21    br73
3.04172948e-21    v53
2.91083540e-21    cr44
2.54819266e-21    ga69
2.34411143e-21    se73
2.10834240e-21    h3
1.97682180e-21    co50
1.79101275e-21    br72
1.53037866e-21    ni64
1.37589000e-21    na19
1.26782933e-21    ar41
1.26283445e-21    ti51
1.17111150e-21    n12
1.02774072e-21    li6
8.38618760e-22    kr74
7.89466872e-22    se74
7.83998339e-22    kr76
5.29734762e-22    na25
3.84691400e-22    o18
3.45162100e-22    mg21
2.34909909e-22    sc49
1.41726593e-22    br74
1.33309019e-22    kr73
1.23837920e-22    b11
1.07666460e-22    kr72
9.75642344e-23    br75
9.43391050e-23    as72
9.31731700e-23    b10
8.08548570e-23    be9
5.43067206e-23    ge71
4.41696870e-23    cl39
4.12988910e-23    si24
4.06203666e-23    zn68
3.92356660e-23    fe60
3.88750410e-23    br70
3.39306557e-23    mg28
1.88355698e-23    kr75
1.29655400e-23    br69
9.27221290e-24    s37
5.43100980e-24    ne17
5.34299298e-24    kr77
5.26969900e-24    kr78
4.85159860e-24    p35
2.73506360e-24    al30
2.42854889e-24    as73
2.17762348e-24    rb77
1.79055068e-24    cu66
1.48539930e-24    mn46
1.39011388e-24    sr82
1.18313580e-24    sr80
1.08993958e-24    ca47
1.04499499e-24    co62
7.96705900e-25    zr86
7.06139973e-25    ne23
4.50895300e-25    rb79
4.24497612e-25    ar42
3.34266957e-25    cr56
3.04870362e-25    sr78
2.76545823e-25    ge72
2.52157432e-25    rb75
1.93190759e-25    k44
1.34546261e-25    se75
1.25412214e-25    rb76
1.23467032e-25    br76
1.05457112e-25    y83
7.14321812e-26    li7
6.35619640e-26    sr81
5.15758982e-26    sr84
4.80823322e-26    y85
4.34408483e-26    nb87
4.17044632e-26    mo90
3.98078200e-26    br77
3.74505424e-26    mn58
3.70120506e-26    zr84
3.49641150e-26    sr79
3.43530120e-26    mg20
3.38891216e-26    si33
3.12964700e-26    br68
2.34014468e-26    rb85
1.83913437e-26    rb78
1.77812292e-26    zr87
1.58560668e-26    zr88
1.37065711e-26    ga70
1.30197977e-26    rb81
1.28900290e-26    y80
1.27153390e-26    zr85
1.23036240e-26    kr71
9.67840320e-27    rb74
9.21783730e-27    mo88
8.63412450e-27    se76
8.34721719e-27    sr83
7.88423281e-27    ti52
7.45495190e-27    nb89
5.47798480e-27    sr77
4.95410339e-27    kr80
4.73397897e-27    mo89
4.71041800e-27    kr79
4.61834711e-27    kr86
3.56737670e-27    y81
2.94473590e-27    sr76
2.06737350e-27    ni51
1.48972090e-27    zr83
1.33672970e-27    b8
1.20079645e-27    y84
1.15571494e-27    nb88
1.04585891e-27    ni65
8.03997528e-28    ca48
7.75323980e-28    zr82
7.16018250e-28    y82
7.05128800e-28    rb80
6.22353436e-28    v54
5.82451400e-28    kr70
3.80203130e-28    tc91
3.64324160e-28    nb86
3.55532720e-28    cu67
2.80979700e-28    rb83
1.32837150e-28    as74
1.08527180e-28    rb84
1.04935700e-28    kr82
9.51173000e-29    nb90
8.61363797e-29    ne24
7.36363900e-29    br79
7.34563500e-29    kr81
6.18232300e-29    br81
6.06625281e-29    se83
5.89394590e-29    mo85
5.60244780e-29    kr87
5.33989100e-29    mo86
5.27855760e-29    fe62
5.25070470e-29    ge77
5.18788900e-29    kr84
4.98853630e-29    mn59
4.95839750e-29    zn71
4.94274240e-29    ga74
4.90645320e-29    zr81
4.90433300e-29    zn72
4.89682480e-29    ni66
4.88857500e-29    tc89
4.87568550e-29    co65
4.86761280e-29    cu69
4.85010500e-29    y86
4.79853760e-29    nb83
4.79287370e-29    cu68
4.75747000e-29    tc90
4.74637510e-29    ni67
4.73406400e-29    mn61
4.71787333e-29    nb84
4.66221590e-29    zr79
4.62552900e-29    se78
4.59668690e-29    mo84
4.58837450e-29    co64
4.55292840e-29    cr58
4.51040300e-29    ga72
4.50875100e-29    as75
4.50524700e-29    as78
4.47304300e-29    zn70
4.47205100e-29    se81
4.45839600e-29    ga75
4.38176890e-29    sr75
4.33327960e-29    v55
4.30354004e-29    s38
4.29843900e-29    fe63
4.29260877e-29    sr74
4.29025970e-29    mn60
4.19084850e-29    cr57
4.17845540e-29    k47
4.14780220e-29    mo83
4.04912000e-29    ga73
4.01254130e-29    sc51
4.00656670e-29    ti53
4.00063680e-29    zr78
3.99837600e-29    nb85
3.98075000e-29    ge75
3.92423700e-29    ge78
3.90752860e-29    ar43
3.89297875e-29    k49
3.79776232e-29    cl43
3.69331490e-29    fe61
3.65540762e-29    ar46
3.64347160e-29    ca49
3.61820570e-29    y79
3.58678594e-29    cl45
3.57128990e-29    k46
3.54054730e-29    rb73
3.50628560e-29    ar45
3.46281284e-29    k48
3.45031932e-29    s40
3.35712466e-29    p37
3.33879619e-29    s42
3.28852585e-29    cl42
3.25061300e-29    as79
3.18227900e-29    y78
3.16764441e-29    kr69
3.14155623e-29    cl44
3.00312215e-29    s41
3.00008338e-29    cl40
2.98278100e-29    ge76
2.96862200e-29    as76
2.95431790e-29    s39
2.89223700e-29    se79
2.86835000e-29    rb82
2.85622488e-29    cl41
2.81517910e-29    ar44
2.69429400e-29    ge73
2.67567390e-29    si34
2.59695320e-29    nb82
2.55333037e-29    p38
2.50500800e-29    mo87
2.42287900e-29    y87
2.41972696e-29    p36
2.40000476e-29    y77
2.21155795e-29    mg29
2.11296030e-29    na27
2.08940000e-29    se77
1.89508600e-29    ga71
1.86139134e-29    al31
1.54564001e-29    y75
1.54168800e-29    kr83
1.46983771e-29    y76
1.35935200e-29    zr80
1.34417600e-29    zn69
1.29965010e-29    fe47
1.24042510e-29    k45
9.43826200e-30    sc50
9.23674000e-30    si23
8.83844000e-30    br80
8.78967000e-30    as77
8.31537000e-30    se80
7.20480000e-30    kr85
6.52761000e-30    zr89
5.94851300e-30    co63
5.23081000e-30    zr90
5.01978600e-30    na26
4.36745000e-30    se82
4.13934000e-30    br83
3.80549000e-30    br78
3.39040400e-30    al22
2.34721000e-30    br82
2.09334000e-30    ge74
