# L1 Error for e-7 with reference to e-8 for each species (sorted by error)
# L1_Error    Species
2.80150000e-30    ge75
2.76338000e-30    se81
2.59863000e-30    ga75
2.45854000e-30    cu67
2.07558000e-30    as78
2.00000000e-30    br70
1.97021000e-30    zn69
1.93911000e-30    mo86
1.92528000e-30    cu66
1.60056000e-30    y87
1.57366000e-30    zn72
1.52793500e-30    tc89
1.50242000e-30    ni65
1.47148000e-30    co62
1.39039000e-30    ga72
1.37862500e-30    co63
1.35719800e-30    ni66
1.29000000e-30    ni64
1.21552800e-30    cu69
1.20000000e-30    ti51
1.08270300e-30    ga74
8.27161000e-31    kr87
7.93410000e-31    tc90
7.61931000e-31    fe62
7.46574000e-31    ge77
6.67000000e-31    fe60
6.40766000e-31    mn58
6.18000000e-31    rb74
6.12244000e-31    y79
6.05686000e-31    co65
6.02194000e-31    fe61
4.98614000e-31    cu68
4.95270000e-31    ni67
4.86439000e-31    mn59
4.10640000e-31    mo84
3.58945000e-31    zn71
3.45661000e-31    al22
3.40690000e-31    cr56
3.33221000e-31    ca48
3.30000000e-31    sc49
3.30000000e-31    cl39
3.02100000e-31    k44
3.00000000e-31    mg28
2.93164000e-31    k45
2.88150000e-31    ca47
2.74082000e-31    nb83
2.70329000e-31    ti52
2.62500000e-31    nb90
2.58610000e-31    sr75
2.43563000e-31    nb82
2.40723500e-31    se83
2.23301000e-31    co64
1.97920000e-31    ar42
1.87420000e-31    zr89
1.87213000e-31    mn61
1.67547000e-31    ca49
1.60377000e-31    cr58
1.29777200e-31    mo83
1.25215000e-31    k46
1.21241000e-31    y78
1.20000000e-31    mg20
1.19700400e-31    zr78
1.19610000e-31    si23
1.17816200e-31    zr79
1.17792000e-31    v55
1.17038000e-31    v54
1.13000000e-31    as72
1.11244600e-31    nb84
1.06551000e-31    ti53
9.67790000e-32    mo85
9.52210000e-32    kr69
9.44510000e-32    sc50
8.87501000e-32    s42
8.71402000e-32    cl44
8.69684000e-32    p37
8.63485000e-32    s41
8.55593000e-32    cl45
8.50218000e-32    si34
8.11928000e-32    p38
8.10156000e-32    al31
7.87255000e-32    s39
7.82329000e-32    p36
7.80010000e-32    sc51
7.70640000e-32    s40
7.62768600e-32    mg29
7.46690000e-32    zr81
7.45060000e-32    ar43
7.31329300e-32    na27
7.05134400e-32    na26
6.76780000e-32    ar44
6.71283000e-32    k48
6.51632000e-32    cl43
6.48004000e-32    ne24
6.31186800e-32    y77
6.15340000e-32    cr57
5.74699000e-32    sr74
5.45320000e-32    fe47
5.00000000e-32    br68
5.00000000e-32    s37
4.76255000e-32    k49
4.52522000e-32    ar46
4.16480000e-32    rb73
4.10000000e-32    p35
4.00000000e-32    al30
3.88153600e-32    y75
3.54171800e-32    y76
3.21100000e-32    k47
3.10000000e-32    rb75
2.73845000e-32    s38
2.38900000e-32    mn60
1.80200000e-32    si33
1.42563000e-32    cl42
1.41870000e-32    ar45
9.00000000e-33    ne23
8.00000000e-33    ni51
3.56000000e-33    zr90
2.20000000e-33    b8
2.00000000e-33    kr71
1.17510000e-33    cl40
8.63000000e-34    fe63
5.00000000e-34    li7
5.00000000e-34    kr70
1.20000000e-36    cl41
0.00000000e+00    b10
0.00000000e+00    c12
0.00000000e+00    o16
0.00000000e+00    si28
0.00000000e+00    ar36
0.00000000e+00    sc42
0.00000000e+00    ti44
0.00000000e+00    v46
0.00000000e+00    as65
0.00000000e+00    he4
