# L1 Error for e-7 with reference to e-8 for each species (sorted by error)
# L1_Error    Species
6.10000000e-17    zn67
6.00000000e-17    ca45
6.00000000e-17    ca37
5.00000000e-17    ne21
5.00000000e-17    k42
4.70000000e-17    ni53
4.00000000e-17    se68
3.50000000e-17    se73
3.30000000e-17    ne19
3.00000000e-17    s36
2.90000000e-17    br73
2.70000000e-17    mn57
2.40000000e-17    fe49
2.10000000e-17    o17
1.50000000e-17    c13
1.20000000e-17    c11
1.20000000e-17    cr55
1.11000000e-17    ga69
1.00000000e-17    ge62
1.00000000e-17    as65
9.00000000e-18    mn47
9.00000000e-18    br71
7.00000000e-18    f18
7.00000000e-18    sc48
6.50000000e-18    se74
6.30000000e-18    al24
6.00000000e-18    b9
5.40000000e-18    br72
5.30000000e-18    br74
4.30000000e-18    kr76
4.20000000e-18    as72
4.10000000e-18    br75
3.90000000e-18    ne18
3.80000000e-18    kr74
3.30000000e-18    s29
3.10000000e-18    cu55
3.00000000e-18    cl38
2.70000000e-18    ni64
2.50000000e-18    kr75
2.40000000e-18    ti41
2.30000000e-18    v53
2.20000000e-18    ge71
2.00000000e-18    p27
2.00000000e-18    al29
1.30000000e-18    ca46
1.10000000e-18    k43
1.00000000e-18    se67
1.00000000e-18    si32
8.50000000e-19    f21
8.00000000e-19    zn57
8.00000000e-19    v43
7.00000000e-19    ne22
7.00000000e-19    cr45
6.60000000e-19    ti51
6.30000000e-19    kr77
5.20000000e-19    kr73
5.00000000e-19    be7
4.10000000e-19    as73
4.00000000e-19    f19
3.90000000e-19    zn68
3.00000000e-19    h3
3.00000000e-19    p34
2.20000000e-19    cu66
2.20000000e-19    fe60
2.13000000e-19    kr78
1.67000000e-19    rb77
1.54000000e-19    br76
1.50000000e-19    na24
1.40000000e-19    sc49
1.20000000e-19    ga59
1.15000000e-19    se75
1.10000000e-19    ar41
1.00000000e-19    li6
1.00000000e-19    br70
9.00000000e-20    kr72
7.50000000e-20    rb79
7.10000000e-20    co62
4.60000000e-20    ge72
3.50000000e-20    rb76
3.20000000e-20    na20
3.00000000e-20    br77
2.90000000e-20    sr80
2.60000000e-20    si25
2.24000000e-20    rb78
2.12000000e-20    sr79
2.10000000e-20    ar32
2.00000000e-20    rb75
2.00000000e-20    mg27
1.90000000e-20    ca36
1.80000000e-20    ni52
1.72000000e-20    sr78
1.64000000e-20    ga70
1.10000000e-20    o19
8.00000000e-21    sr81
7.00000000e-21    kr79
7.00000000e-21    cl39
5.80000000e-21    se76
5.40000000e-21    cr56
5.30000000e-21    y80
5.00000000e-21    al23
3.90000000e-21    fe48
3.70000000e-21    mn58
3.23000000e-21    sr82
3.00000000e-21    be9
3.00000000e-21    br69
2.80000000e-21    ca47
2.61000000e-21    rb80
2.20000000e-21    s37
2.20000000e-21    sr77
2.00000000e-21    c14
1.80000000e-21    as74
1.70000000e-21    co50
1.06000000e-21    ni65
1.00000000e-21    na25
9.60000000e-22    rb81
9.00000000e-22    rb74
8.80000000e-22    cu67
8.00000000e-22    k44
7.60000000e-22    y81
6.80000000e-22    y83
6.00000000e-22    li7
6.00000000e-22    p35
5.00000000e-22    sr76
4.70000000e-22    s28
3.91000000e-22    kr80
3.50000000e-22    y82
3.40000000e-22    mg28
3.40000000e-22    ar42
3.30000000e-22    cr44
3.30000000e-22    zn69
3.00000000e-22    na19
2.60000000e-22    ti52
2.18000000e-22    br78
2.11000000e-22    sr83
2.10000000e-22    n12
2.10000000e-22    al30
2.00000000e-22    kr71
2.00000000e-22    b11
1.49000000e-22    ga71
1.40000000e-22    v54
1.21000000e-22    ge73
1.17000000e-22    y79
1.00000000e-22    mg21
9.40000000e-23    co63
7.00000000e-23    zr83
6.70000000e-23    y84
6.70000000e-23    zr84
6.20000000e-23    zr82
4.90000000e-23    zr86
4.80000000e-23    as75
4.70000000e-23    y85
4.44000000e-23    zr85
3.51000000e-23    sr84
3.20000000e-23    se77
2.70000000e-23    ne23
2.30000000e-23    si33
2.10000000e-23    ca48
1.95000000e-23    rb82
1.51000000e-23    fe61
1.40000000e-23    mn46
1.40000000e-23    zr87
1.33000000e-23    sc50
1.01000000e-23    br79
9.00000000e-24    b8
9.00000000e-24    rb73
8.00000000e-24    nb87
5.30000000e-24    kr81
5.15000000e-24    zr88
4.40000000e-24    ne17
4.30000000e-24    si24
3.83000000e-24    nb86
3.82000000e-24    nb89
3.55000000e-24    y86
3.10000000e-24    k45
3.02000000e-24    nb88
2.37000000e-24    zr81
2.30000000e-24    zr80
2.27000000e-24    rb83
2.07000000e-24    mo90
1.70000000e-24    sr75
1.64000000e-24    mn59
1.14000000e-24    mo89
1.00000000e-24    kr70
9.70000000e-25    nb90
8.40000000e-25    y87
8.40000000e-25    ni66
8.10000000e-25    y78
7.20000000e-25    s38
6.90000000e-25    ge74
6.03000000e-25    zr89
6.00000000e-25    zn70
5.90000000e-25    mo88
5.40000000e-25    nb85
4.10000000e-25    cl40
3.66000000e-25    mo87
3.24000000e-25    nb84
3.08000000e-25    se78
2.85000000e-25    nb83
2.10000000e-25    cr57
1.65000000e-25    cu68
1.27000000e-25    kr82
9.40000000e-26    zr90
9.30000000e-26    tc91
9.00000000e-26    as76
8.70000000e-26    ga72
6.70000000e-26    na26
6.70000000e-26    mg20
6.70000000e-26    al31
6.70000000e-26    ni51
5.23000000e-26    br80
5.20000000e-26    ne24
3.40000000e-26    v55
3.30000000e-26    ar43
2.00000000e-26    rb84
1.93000000e-26    tc90
1.40000000e-26    y77
9.80000000e-27    ti53
6.70000000e-27    co64
5.58000000e-27    tc89
5.30000000e-27    mo86
4.60000000e-27    fe62
4.20000000e-27    si34
4.10000000e-27    nb82
2.70000000e-27    sr74
2.20000000e-27    fe47
1.30000000e-27    mg29
1.30000000e-27    p36
1.17000000e-27    sc51
1.00000000e-27    rb85
9.10000000e-28    k46
7.90000000e-28    se79
7.70000000e-28    kr83
6.20000000e-28    al22
6.10000000e-28    mo85
5.80000000e-28    br81
5.70000000e-28    ge75
5.60000000e-28    ca49
5.30000000e-28    as77
4.40000000e-28    zr79
2.70000000e-28    cl41
2.08000000e-28    ga73
1.38000000e-28    zn71
8.20000000e-29    cu69
6.40000000e-29    ni67
3.40000000e-29    mn60
2.81000000e-29    mo84
2.20000000e-29    y76
1.74000000e-29    cr58
1.47000000e-29    ar44
7.80000000e-30    na27
7.53000000e-30    kr84
5.60000000e-30    s39
2.50000000e-30    se80
2.19000000e-30    co65
1.60000000e-30    zr78
1.14000000e-30    br82
1.07000000e-30    ge76
8.50000000e-31    k47
2.92000000e-31    mo83
1.66000000e-31    as78
1.01000000e-31    fe63
9.10000000e-32    zn72
9.09050000e-32    kr86
8.84250000e-32    se82
7.30000000e-32    si23
6.60000000e-32    p37
6.33028000e-32    ge78
5.96250000e-32    as79
5.88180000e-32    ga75
5.08760000e-32    ge77
4.92000000e-32    ga74
4.25345000e-32    se83
4.22378000e-32    kr87
4.17300000e-32    se81
3.42690000e-32    k49
3.28013000e-32    k48
3.18631000e-32    ar46
3.06207000e-32    cl45
2.98405000e-32    cl43
2.93419000e-32    cl44
2.80757000e-32    s42
2.71351000e-32    s41
2.43265000e-32    p38
1.93000000e-32    kr85
1.48400000e-32    ar45
1.20000000e-32    y75
8.90000000e-33    cl42
3.70000000e-33    mn61
1.84000000e-33    s40
7.70000000e-34    br83
0.00000000e+00    b10
0.00000000e+00    o18
0.00000000e+00    ca43
0.00000000e+00    co55
0.00000000e+00    ni56
0.00000000e+00    zn60
0.00000000e+00    br68
0.00000000e+00    kr69
