# L1 Error for e-2 with reference to e-8 for each species (sorted by error)
# L1_Error    Species
1.18210000e-09    ge64
1.05660000e-09    ar34
1.02560000e-09    ca43
8.23930000e-10    ni62
7.79460000e-10    zn65
7.06250000e-10    ne20
5.66710000e-10    al26
5.19800000e-10    v51
3.83160000e-10    ni54
3.68050000e-10    ga66
3.46530000e-10    ge67
3.30120000e-10    fe58
3.17530000e-10    ge65
3.09180000e-10    al25
2.95000000e-10    fe57
2.85650000e-10    cl37
2.43250000e-10    ca38
1.83378000e-10    mg25
1.66230000e-10    ge68
1.53880000e-10    ar39
1.52720000e-10    k41
7.62400000e-11    zn58
7.42770000e-11    ga67
7.02310000e-11    s35
6.16460000e-11    co60
4.98600000e-11    sc46
4.81600000e-11    cl32
4.21990000e-11    ca44
4.15970000e-11    ga61
4.00700000e-11    fe50
3.80709000e-11    o15
3.78060000e-11    cr54
3.58010000e-11    zn66
3.56400000e-11    k36
3.51280000e-11    cu64
2.86580000e-11    mg23
2.54940000e-11    ti42
2.41000000e-11    ge63
2.18180000e-11    as69
2.11500000e-11    p33
2.07360000e-11    ti49
1.67909000e-11    si26
1.48780000e-11    n13
1.48610000e-11    cr46
1.27260000e-11    mn48
1.14250000e-11    mn56
1.07430000e-11    as67
9.60290000e-12    mg26
8.33010000e-12    as68
8.07870000e-12    ge69
7.16200000e-12    na23
6.64170000e-12    al28
6.61420000e-12    f17
6.22100000e-12    cu56
4.73980000e-12    sc40
4.66600000e-12    as66
4.46970000e-12    si31
4.38100000e-12    co52
3.03910000e-12    n14
2.95720000e-12    se70
2.67332000e-12    na22
2.59080000e-12    na21
2.04714000e-12    ni63
2.01174000e-12    as70
1.98872000e-12    se71
1.97660000e-12    p28
1.76870000e-12    ti50
1.32054000e-12    se72
9.04400000e-13    v52
8.81000000e-13    h2
8.62520000e-13    n15
8.36330000e-13    ga68
7.08840000e-13    as71
6.86150000e-13    ge70
6.56050000e-13    ar40
6.25920000e-13    cu65
5.04330000e-13    co61
4.37160000e-13    o14
4.17620000e-13    s36
3.79300000e-13    fe59
2.86090000e-13    ne21
2.74870000e-13    se68
2.72430000e-13    se69
2.51520000e-13    mg22
2.50010000e-13    v44
2.39300000e-13    k42
1.78485000e-13    zn67
1.75260000e-13    ar33
1.66600000e-13    sc47
1.58440000e-13    as65
1.43190000e-13    cl31
1.39697000e-13    o17
1.38635000e-13    ne19
1.28790000e-13    c13
1.12725000e-13    se73
9.76100000e-14    ga60
9.55560000e-14    br73
8.09510000e-14    k35
7.36450000e-14    ca37
5.34830000e-14    mn57
5.33570000e-14    c11
4.22140000e-14    al29
3.68729000e-14    ga69
3.34250000e-14    f20
3.29160000e-14    br71
3.28100000e-14    ge62
3.23960000e-14    f18
2.88900000e-14    ca45
2.53530000e-14    cr55
2.21794000e-14    se74
2.05010000e-14    se67
1.83485000e-14    br72
1.81039000e-14    al24
1.80987000e-14    br74
1.64240000e-14    cl38
1.63970000e-14    fe49
1.55700000e-14    co51
1.44468000e-14    kr76
1.42558000e-14    br75
1.38609000e-14    as72
1.27810000e-14    b9
1.26590000e-14    kr74
1.18780000e-14    ne18
9.83500000e-15    ni53
9.02500000e-15    sc48
8.72600000e-15    ni64
8.49730000e-15    kr75
7.60290000e-15    ge71
6.80000000e-15    he3
6.66900000e-15    mn47
6.61870000e-15    s29
6.36600000e-15    ne22
5.29320000e-15    v53
4.34550000e-15    si32
4.02560000e-15    p27
3.77760000e-15    f19
2.83910000e-15    ti41
2.40920000e-15    li6
2.25990000e-15    ca46
2.07030000e-15    be7
2.03158000e-15    kr77
1.87346000e-15    kr73
1.86344000e-15    na24
1.69047000e-15    ti51
1.50124000e-15    as73
1.49620000e-15    h3
1.49340000e-15    p34
1.49050000e-15    cu55
1.46107000e-15    zn68
1.32080000e-15    k43
1.12280000e-15    cr45
7.91340000e-16    mg27
7.70910000e-16    cu66
7.24680000e-16    fe60
7.11500000e-16    v43
6.58033000e-16    kr78
6.44600000e-16    zn57
5.91370000e-16    rb77
5.23293000e-16    br76
4.56380000e-16    br70
4.21626000e-16    se75
3.94160000e-16    sc49
3.93130000e-16    f21
3.45100000e-16    kr72
3.03780000e-16    b10
2.37938000e-16    co62
2.31587000e-16    rb79
1.83466000e-16    ge72
1.76200000e-16    ar41
1.42160000e-16    ga59
1.26740000e-16    rb76
1.23754000e-16    na20
1.08805000e-16    br77
8.32900000e-17    sr80
7.94480000e-17    rb75
7.59585000e-17    rb78
6.83180000e-17    si25
6.72109000e-17    sr79
6.61652000e-17    ga70
6.01537000e-17    sr78
4.72770000e-17    o19
4.61270000e-17    br69
3.91220000e-17    o18
2.70900000e-17    ar32
2.61424000e-17    kr79
2.31653000e-17    se76
2.29057000e-17    sr81
2.23880000e-17    c14
2.16880000e-17    be9
1.98570000e-17    ca36
1.86411000e-17    cr56
1.58557000e-17    y80
1.36629000e-17    al23
1.36562000e-17    mn58
1.35680000e-17    cl39
1.01359000e-17    ca47
9.69540000e-18    rb80
9.64404000e-18    sr82
8.38090000e-18    sr77
7.69348000e-18    as74
5.54900000e-18    li7
4.29800000e-18    na25
4.11081000e-18    rb81
3.98198000e-18    ni65
3.90170000e-18    s37
3.55960000e-18    rb74
3.45840000e-18    cu67
3.28590000e-18    fe48
2.35990000e-18    y81
2.27198000e-18    k44
2.23692000e-18    y83
1.96446000e-18    sr76
1.78875100e-18    kr80
1.45980000e-18    co50
1.34880000e-18    p35
1.23278400e-18    sr83
1.19495000e-18    na19
1.19002000e-18    ar42
1.17672000e-18    y82
1.16353000e-18    zn69
1.13028000e-18    kr71
1.05828000e-18    ti52
9.80503000e-19    br78
8.80960000e-19    s28
7.76460000e-19    n12
6.43300000e-19    br68
5.59280000e-19    v54
5.34518000e-19    ga71
4.78310000e-19    mg28
4.56572000e-19    y79
4.39724000e-19    ge73
4.09606000e-19    y84
3.84600000e-19    b11
3.67000000e-19    mg21
3.56498100e-19    y85
3.14763000e-19    co63
2.96844600e-19    zr86
2.65876000e-19    sr84
2.62000000e-19    ni52
2.47920000e-19    cr44
2.20051300e-19    zr85
2.11638000e-19    as75
1.89365800e-19    se77
1.87835000e-19    zr84
1.75110000e-19    zr82
1.74377000e-19    zr83
1.57321000e-19    rb82
1.55520000e-19    al30
1.18824600e-19    zr87
8.37890000e-20    ca48
8.14670000e-20    b8
8.00180000e-20    si33
7.70856000e-20    br79
5.23450000e-20    rb73
5.15075000e-20    nb87
5.14046100e-20    zr88
4.77078000e-20    kr81
4.63515000e-20    fe61
4.54184000e-20    sc50
4.14510000e-20    ne23
3.76366800e-20    nb89
3.63295300e-20    y86
2.66469100e-20    nb88
2.59220000e-20    mn46
2.31619600e-20    rb83
2.03623500e-20    nb86
1.86083000e-20    ne17
1.81275900e-20    mo90
1.52340000e-20    kr70
1.12845300e-20    nb90
1.12801000e-20    si24
1.09024000e-20    k45
9.73307000e-21    y87
9.01305000e-21    mo89
8.70111000e-21    zr81
7.78000000e-21    sr75
7.34159600e-21    zr89
6.53980000e-21    zr80
4.43673000e-21    ge74
4.03633000e-21    mn59
3.60154000e-21    mo88
3.43540000e-21    y78
2.86924000e-21    zn70
2.83974000e-21    se78
2.82497000e-21    nb85
2.72725000e-21    s38
2.38415000e-21    ni66
1.81466900e-21    mo87
1.51362000e-21    cl40
1.41322800e-21    kr82
1.24380200e-21    zr90
1.18339600e-21    nb84
9.16999000e-22    cu68
9.13382000e-22    nb83
8.78952000e-22    as76
8.38606000e-22    tc91
6.80820000e-22    ga72
6.16272000e-22    br80
4.66680000e-22    cr57
2.63532400e-22    rb84
2.51404000e-22    mg20
2.39098000e-22    na26
2.13388000e-22    al31
1.94620000e-22    ne24
1.63931400e-22    tc90
7.61630000e-23    v55
7.02350000e-23    y77
6.97070000e-23    ni51
6.76560000e-23    ar43
5.96270000e-23    kr69
3.99294700e-23    tc89
3.96297000e-23    co64
3.49184000e-23    ti53
3.28731000e-23    mo86
2.19841000e-23    fe62
1.74845000e-23    sr74
1.57128900e-23    rb85
1.29315000e-23    nb82
1.10814700e-23    kr83
1.06823500e-23    se79
1.00814000e-23    si34
8.23302200e-24    br81
7.31359000e-24    ge75
6.91969000e-24    as77
6.20943000e-24    sc51
3.40030000e-24    fe47
3.12614000e-24    ca49
3.09622000e-24    k46
2.86470000e-24    mg29
2.84645000e-24    al22
2.72749100e-24    ga73
2.47680000e-24    mo85
2.44790000e-24    p36
2.16071000e-24    zr79
1.70114200e-24    zn71
1.05006000e-24    cl41
9.60756000e-25    cu69
6.28803000e-25    ni67
2.55343000e-25    mn60
1.31017000e-25    y76
1.25751850e-25    kr84
1.19972300e-25    cr58
1.13666600e-25    mo84
8.45519000e-26    ar44
4.08239600e-26    se80
3.49085000e-26    s39
3.38023000e-26    na27
2.50727800e-26    co65
1.97974600e-26    br82
1.65759200e-26    ge76
9.50920000e-27    zr78
7.17248000e-27    k47
2.93598800e-27    as78
1.63071100e-27    mo83
1.43206200e-27    zn72
1.34247000e-27    fe63
8.54821000e-28    ga74
5.21983000e-28    p37
5.02056000e-28    si23
3.62521300e-28    kr85
1.16378990e-28    br83
9.54890000e-29    y75
9.02020000e-29    cl42
6.92550900e-29    se81
6.56395000e-29    mn61
2.49020780e-29    as79
1.85150160e-29    se82
1.83782330e-29    kr86
1.79702750e-29    ge77
1.70902800e-29    s40
1.66145600e-29    ar45
1.47171900e-29    ga75
1.42726389e-29    ge78
1.11412111e-29    se83
1.08135534e-29    kr87
7.83467360e-30    k49
7.65845130e-30    k48
7.29057980e-30    ar46
7.01139170e-30    cl45
6.81818970e-30    cl43
6.74762510e-30    cl44
6.43697340e-30    s42
6.23582930e-30    s41
5.61275550e-30    p38
