    1   1  1.3938E-02  1.9750E-02 h1   
    1   2  1.6611E-09  3.4599E-05 h2   
    2   3  8.0448E-10  2.7465E-05 he3  
    2   4  3.2719E-02  1.1889E-01 he4  
    3   6  4.4152E-13  6.7971E-04 li6  
    3   7  2.9317E-13  3.1359E-05 li7  
    4   9  2.0487E-12  1.2327E-02 be9  
    5  10  2.1634E-14  2.0268E-05 b10  
    5  11  1.7144E-12  3.6244E-04 b11  
    6  12  5.6964E-07  1.8785E-04 c12  
    6  13  4.2949E-10  1.1767E-05 c13  
    7  14  1.2384E-10  1.1209E-07 n14  
    7  15  9.4647E-10  2.1691E-04 n15  
    8  16  1.4270E-06  1.4877E-04 o16  
    8  17  2.4148E-10  6.2121E-05 o17  
    8  18  1.7063E-12  7.8730E-08 o18  
    9  19  4.4615E-12  1.1012E-05 f19  
   10  20  2.9936E-08  1.8491E-05 ne20 
   10  21  1.1546E-10  2.7974E-05 ne21 
   10  22  1.0517E-10  8.0767E-07 ne22 
   11  23  1.4684E-09  4.3972E-05 na23 
   12  24  3.4926E-06  6.7843E-03 mg24 
   12  25  2.2858E-08  3.3782E-04 mg25 
   12  26  2.6570E-08  3.4237E-04 mg26 
   13  27  4.1322E-07  7.1180E-03 al27 
   14  28  1.7666E-03  2.7054E+00 si28 
   14  29  1.7152E-05  5.0069E-01 si29 
   14  30  9.2330E-06  3.9249E-01 si30 
   15  31  2.8139E-05  3.4505E+00 p31  
   16  32  2.3500E-03  5.9373E+00 s32  
   16  33  4.6901E-05  1.4556E+01 s33  
   16  34  2.3471E-05  1.2576E+00 s34  
   16  36  4.6612E-11  4.9697E-04 s36  
   17  35  7.1153E-05  2.8101E+01 cl35 
   17  37  4.8091E-05  5.6280E+01 cl37 
   18  36  2.0547E-03  2.6546E+01 ar36 
   18  38  3.6500E-05  2.3734E+00 ar38 
   18  40  7.5410E-11  2.8665E-03 ar40 
   19  39  1.5744E-04  4.5339E+01 k39  
   19  40  5.5589E-07  1.2487E+03 k40  
   19  41  6.8364E-05  2.5953E+02 k41  
   20  40  3.5421E-03  5.9136E+01 ca40 
   20  42  1.3160E-05  3.1361E+01 ca42 
   20  43  1.9196E-05  2.1393E+01 ca43 
   20  44  3.1873E-04  2.2549E+02 ca44 
   20  46  1.9157E-13  6.8598E-05 ca46 
   20  48  1.5789E-18  1.1408E-11 ca48 
   21  45  9.0696E-05  2.3298E+03 sc45 
   22  46  2.0681E-04  9.2575E+02 ti46 
   22  47  4.8404E-04  2.3266E+03 ti47 
   22  48  3.2132E-03  1.4951E+03 ti48 
   22  49  2.7643E-03  1.6896E+04 ti49 
   22  50  3.9055E-10  2.3753E-03 ti50 
   23  50  1.8366E-06  1.9838E+03 v50  
   23  51  1.3632E-02  3.6190E+04 v51  
   24  50  8.7518E-03  1.1788E+04 cr50 
   24  52  3.7180E-02  2.5015E+03 cr52 
   24  53  3.9964E-02  2.3289E+04 cr53 
   24  54  7.7353E-09  1.7753E-02 cr54 
   25  55  1.7752E-01  1.3361E+04 mn55 
   26  54  1.6406E-01  2.3010E+03 fe54 
   26  56  2.6199E-01  2.2419E+02 fe56 
   26  57  1.1691E-01  4.0953E+03 fe57 
   26  58  5.8590E-08  1.5847E-02 fe58 
   27  59  9.9006E-03  2.9484E+03 co59 
   28  58  1.0292E-01  2.0817E+03 ni58 
   28  60  1.9532E-03  9.9767E+01 ni60 
   28  61  5.8525E-04  6.8097E+02 ni61 
   28  62  3.3048E-04  1.1905E+02 ni62 
   28  64  2.1532E-13  2.9623E-07 ni64 
   29  63  3.1959E-05  5.5553E+01 cu63 
   29  65  1.1467E-06  4.3320E+00 cu65 
   30  64  6.9252E-06  6.9784E+00 zn64 
   30  66  3.0137E-07  5.1284E-01 zn66 
   30  67  3.9831E-08  4.5460E-01 zn67 
   30  68  1.3454E-08  3.3144E-02 zn68 
   30  70  2.3008E-20  1.6660E-12 zn70 
   31  69  1.7204E-09  4.3423E-02 ga69 
   31  71  1.0878E-10  4.0111E-03 ga71 
   32  70  2.7980E-10  6.4763E-03 ge70 
   32  72  4.4781E-11  7.5425E-04 ge72 
   32  73  5.1707E-12  3.0175E-04 ge73 
   32  74  2.0859E-20  2.5677E-13 ge74 
   32  76  2.0160E-26  1.1300E-18 ge76 
   33  75  4.1315E-13  3.3198E-05 as75 
   34  74  1.0883E-12  1.0571E-03 se74 
   34  76  2.5443E-13  2.3633E-05 se76 
   34  77  3.8547E-14  4.2108E-06 se77 
   34  78  7.0600E-21  2.4342E-13 se78 
   34  80  3.8258E-26  6.1184E-19 se80 
   34  82  1.3394E-30  1.1329E-22 se82 
   35  79  3.7902E-15  3.1717E-07 br79 
   35  81  2.8382E-16  2.3640E-08 br81 
   36  78  9.8395E-15  3.2595E-05 kr78 
   36  80  1.3722E-15  6.7879E-07 kr80 
   36  82  9.5512E-17  8.9414E-09 kr82 
   36  83  2.3208E-17  2.1423E-09 kr83 
   36  84  9.3456E-26  1.7114E-18 kr84 
   36  86  1.4801E-30  8.6787E-23 kr86 
   37  85  1.7661E-18  1.6044E-10 rb85 
   37  87  6.3733E-31  1.4701E-22 rb87 
   38  84  3.6405E-18  1.2980E-08 sr84 
   38  86  1.0295E-18  2.0399E-10 sr86 
   38  87  3.7840E-19  1.0485E-10 sr87 
   38  88  1.2852E-19  2.9761E-12 sr88 
   39  89  7.7200E-20  7.3904E-12 y89  
   40  90  4.1728E-20  3.1227E-12 zr90 
   40  91  1.2245E-21  4.1561E-13 zr91 
   40  92  0.0000E+00  0.0000E+00 zr92 
   40  94  0.0000E+00  0.0000E+00 zr94 
   40  96  0.0000E+00  0.0000E+00 zr96 
   41  93  0.0000E+00  0.0000E+00 nb93 
   42  92  0.0000E+00  0.0000E+00 mo92 
   42  94  0.0000E+00  0.0000E+00 mo94 
   42  95  0.0000E+00  0.0000E+00 mo95 
   42  96  0.0000E+00  0.0000E+00 mo96 
   42  97  0.0000E+00  0.0000E+00 mo97 
   42  98  0.0000E+00  0.0000E+00 mo98 
   42 100  0.0000E+00  0.0000E+00 mo100
   44  96  0.0000E+00  0.0000E+00 ru96 
   44  98  0.0000E+00  0.0000E+00 ru98 
   44  99  0.0000E+00  0.0000E+00 ru99 
   44 100  0.0000E+00  0.0000E+00 ru100
   44 101  0.0000E+00  0.0000E+00 ru101
   44 102  0.0000E+00  0.0000E+00 ru102
   44 104  0.0000E+00  0.0000E+00 ru104
   45 103  0.0000E+00  0.0000E+00 rh103
   46 102  0.0000E+00  0.0000E+00 pd102
   46 104  0.0000E+00  0.0000E+00 pd104
