# L1 Error for e-5 with reference to e-8 for each species (sorted by error)
# L1_Error    Species
2.26182503e-26    rb85
2.22500000e-26    br73
1.98190000e-26    se73
1.80000000e-26    li6
1.64728650e-26    zr87
1.53400000e-26    kr74
1.36000000e-26    fe59
1.23755578e-26    rb81
1.21076850e-26    zr88
1.19269402e-26    zr85
1.12377710e-26    rb77
1.09000000e-26    br72
1.01300000e-26    h3
9.30680000e-27    kr75
8.74755390e-27    mo88
8.49287320e-27    sr79
7.84294780e-27    sr83
7.40000000e-27    kr72
6.35000000e-27    ca46
6.28936510e-27    y80
5.70000000e-27    mg21
5.46640600e-27    nb89
5.00000000e-27    c14
4.74988820e-27    kr80
4.56264640e-27    kr86
4.49898380e-27    mo89
3.69957520e-27    sr78
3.68000000e-27    k43
3.29000000e-27    mn57
3.22000000e-27    br69
3.03482590e-27    y81
2.88417320e-27    br77
2.71300000e-27    kr73
2.42000000e-27    ga68
2.31500000e-27    cr55
1.92000000e-27    si24
1.82181000e-27    br74
1.59841493e-27    kr79
1.48940944e-27    zr83
1.44700000e-27    br70
1.18033036e-27    y84
1.12718380e-27    nb88
1.00000000e-27    co61
9.38000000e-28    na25
9.20945160e-28    rb78
9.10000000e-28    sc48
7.70879370e-28    zr82
7.70000000e-28    b10
7.22000000e-28    ne17
7.17529210e-28    y82
5.51780220e-28    rb80
5.24927600e-28    sr76
4.80000000e-28    b11
4.74518750e-28    br76
4.19060020e-28    se76
3.96935040e-28    nb86
3.52000000e-28    zn67
3.46641300e-28    se75
3.30000000e-28    cu65
3.22880000e-28    tc91
3.19639550e-28    rb83
2.95300000e-28    v53
2.39688980e-28    as73
1.66663990e-28    rb84
1.57578020e-28    kr82
1.35088060e-28    kr81
1.30152290e-28    br79
1.26467108e-28    br81
1.17688965e-28    kr84
1.03857720e-28    y86
1.03580534e-28    as75
1.01615918e-28    se78
9.93015500e-29    sr77
9.23558940e-29    ge72
9.13000000e-29    ti51
9.01517830e-29    rb82
8.34742500e-29    mo87
7.74060110e-29    se77
7.72909300e-29    y87
7.41816990e-29    se82
7.39982000e-29    nb90
7.35358230e-29    kr83
7.10792980e-29    br80
7.10000000e-29    ar41
7.04775170e-29    kr85
6.66373510e-29    as77
6.53075980e-29    br82
5.78101620e-29    se80
5.76112460e-29    ge74
5.57780000e-29    ge71
5.31903610e-29    br78
5.16036530e-29    br83
4.73500000e-29    ga69
4.51232920e-29    as74
3.80601500e-29    zr89
3.70000000e-29    be9
3.68291910e-29    zr80
3.43875730e-29    ge76
3.20000000e-29    rb76
3.14260000e-29    as72
3.10078030e-29    ga71
3.04326790e-29    se79
2.96360280e-29    as79
2.82877210e-29    as76
2.82648640e-29    ge73
2.69098000e-29    zn68
2.34139890e-29    ga70
2.20900810e-29    ge78
2.06800020e-29    ga73
1.57471880e-29    zn70
1.57086110e-29    ge75
1.53719400e-29    se81
1.46065100e-29    si23
1.43925870e-29    ga75
1.29822020e-29    cu67
1.13584230e-29    as78
1.12250140e-29    tc90
1.11647040e-29    nb85
1.05849500e-29    cu66
1.03300000e-29    sc49
1.02024980e-29    zn69
9.78892500e-30    mo86
7.77692500e-30    zn72
7.71100000e-30    rb75
7.35318600e-30    ni65
7.32582000e-30    co62
6.79472400e-30    co63
6.74101100e-30    ga72
6.45741200e-30    ni66
5.66236200e-30    cu69
5.07000000e-30    ni64
4.79533000e-30    ga74
4.20000000e-30    mn46
3.50730000e-30    rb74
3.31500000e-30    fe60
3.23291500e-30    tc89
3.16095900e-30    kr87
2.99000000e-30    br68
2.91106700e-30    fe62
2.82320010e-30    se83
2.78159600e-30    ge77
2.48813100e-30    mn58
2.27000000e-30    cl39
2.23444500e-30    fe61
2.16183200e-30    co65
2.15421500e-30    y79
2.00778900e-30    al22
1.97000000e-30    mg28
1.74401000e-30    k44
1.62535600e-30    zr79
1.53547000e-30    ni67
1.52459300e-30    cu68
1.50525500e-30    mo83
1.49784900e-30    mn59
1.42937000e-30    zr78
1.36220000e-30    ca47
1.32891930e-30    nb84
1.27891200e-30    mo84
1.25375940e-30    cl45
1.21402770e-30    sr74
1.20845390e-30    s42
1.19324000e-30    zr90
1.19136460e-30    p37
1.18371320e-30    cl43
1.16957930e-30    cl44
1.16309720e-30    s40
1.14937740e-30    k48
1.13715550e-30    k49
1.12745050e-30    s41
1.11086200e-30    ca48
1.10938210e-30    kr69
1.09982900e-30    nb83
1.07797700e-30    s39
1.05989620e-30    ar46
1.05000000e-30    mg20
1.04762000e-30    zr81
1.02954600e-30    si34
1.01249000e-30    ar42
1.01000000e-30    al30
1.00498700e-30    fe63
9.88281700e-31    p38
9.50841400e-31    al31
9.42674000e-31    mo85
9.40682600e-31    p36
9.02973000e-31    cr56
8.97318000e-31    nb82
8.91191000e-31    mn60
8.81549500e-31    mg29
8.33361500e-31    na27
8.15705000e-31    k45
8.10109500e-31    cl42
8.05033000e-31    na26
7.61686800e-31    cl40
7.53731000e-31    k47
7.37495200e-31    ne24
7.34188000e-31    y77
7.16650000e-31    ar45
7.09653000e-31    zn71
6.83411600e-31    s38
6.75000000e-31    kr71
6.67673000e-31    cr57
6.45994000e-31    fe47
6.34987800e-31    cl41
5.36748000e-31    rb73
5.29000000e-31    ne23
5.22825000e-31    ti52
5.04917000e-31    sc51
4.71673000e-31    ar43
4.52297780e-31    y75
4.17732280e-31    y76
3.90454000e-31    sc50
3.75000000e-31    p35
3.73588000e-31    ti53
3.73343000e-31    v55
3.53381000e-31    v54
3.18770000e-31    sr75
2.69883000e-31    ar44
2.14100000e-31    si33
1.96576000e-31    cr58
1.46000000e-31    ni51
1.34432000e-31    k46
1.03769000e-31    mn61
8.89040000e-32    co64
8.48450000e-32    y78
5.84000000e-32    kr70
4.94710000e-32    ca49
3.36000000e-32    b8
3.00000000e-32    s37
1.42000000e-32    li7
0.00000000e+00    fe53
